,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,3330000.0,30900000.0,20000000.0,7040000.0
Tax Rate For Calcs,0.37,0.206,0.2,0.22
Normalized EBITDA,1508000000.0,1384000000.0,1337000000.0,1430000000.0
Total Unusual Items,9000000.0,150000000.0,100000000.0,32000000.0
Total Unusual Items Excluding Goodwill,9000000.0,150000000.0,100000000.0,32000000.0
Net Income From Continuing Operation Net Minority Interest,252000000.0,190000000.0,480000000.0,719000000.0
Reconciled Depreciation,812000000.0,919000000.0,723000000.0,478000000.0
Reconciled Cost Of Revenue,6427000000.0,6086000000.0,5657000000.0,5136000000.0
EBITDA,1517000000.0,1534000000.0,1437000000.0,1462000000.0
EBIT,705000000.0,615000000.0,714000000.0,984000000.0
Net Interest Income,-316000000.0,-276000000.0,-118000000.0,-59000000.0
Interest Expense,300000000.0,276000000.0,112000000.0,57000000.0
Interest Income,5000000.0,9000000.0,9000000.0,1000000.0
Normalized Income,246330000.0,70900000.0,400000000.0,694040000.0
Net Income From Continuing And Discontinued Operation,252000000.0,190000000.0,480000000.0,719000000.0
Total Expenses,9570000000.0,9248000000.0,8372000000.0,7039000000.0
Total Operating Income As Reported,721000000.0,585000000.0,808000000.0,996000000.0
Diluted Average Shares,121864000.0,121861000.0,122254000.0,119966000.0
Basic Average Shares,121863000.0,121856000.0,121779000.0,119418000.0
Diluted EPS,2.06,1.56,3.95,6.01
Basic EPS,2.06,1.56,3.96,6.03
Diluted NI Availto Com Stockholders,252000000.0,190000000.0,480000000.0,719000000.0
Net Income Common Stockholders,252000000.0,190000000.0,480000000.0,719000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,252000000.0,190000000.0,480000000.0,719000000.0
Minority Interests,-2000000.0,-2000000.0,-3000000.0,-2000000.0
Net Income Including Noncontrolling Interests,254000000.0,192000000.0,483000000.0,721000000.0
Net Income Continuous Operations,254000000.0,192000000.0,483000000.0,721000000.0
Tax Provision,151000000.0,147000000.0,119000000.0,206000000.0
Pretax Income,405000000.0,339000000.0,602000000.0,927000000.0
Other Non Operating Income Expenses,2000000.0,2000000.0,2000000.0,3000000.0
Special Income Charges,9000000.0,150000000.0,100000000.0,32000000.0
Other Special Charges,-6000000.0,-3000000.0,-3000000.0,-4000000.0
Restructuring And Mergern Acquisition,-3000000.0,-147000000.0,-97000000.0,-28000000.0
Net Non Operating Interest Income Expense,-316000000.0,-276000000.0,-118000000.0,-59000000.0
Total Other Finance Cost,21000000.0,9000000.0,15000000.0,3000000.0
Interest Expense Non Operating,300000000.0,276000000.0,112000000.0,57000000.0
Interest Income Non Operating,5000000.0,9000000.0,9000000.0,1000000.0
Operating Income,716000000.0,437000000.0,712000000.0,954000000.0
Operating Expense,3143000000.0,3162000000.0,2715000000.0,1903000000.0
Other Operating Expenses,7000000.0,9000000.0,36000000.0,47000000.0
Research And Development,76000000.0,167000000.0,81000000.0,34000000.0
Selling General And Administration,3084000000.0,3066000000.0,2667000000.0,1874000000.0
Selling And Marketing Expense,2489000000.0,2478000000.0,2125000000.0,1486000000.0
General And Administrative Expense,595000000.0,588000000.0,542000000.0,388000000.0
Gross Profit,3859000000.0,3599000000.0,3427000000.0,2857000000.0
Cost Of Revenue,6427000000.0,6086000000.0,5657000000.0,5136000000.0
Total Revenue,10286000000.0,9685000000.0,9084000000.0,7993000000.0
Operating Revenue,10286000000.0,9685000000.0,9084000000.0,7993000000.0
