,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,7676000.0,-48852000.0,186707812.5,27014794.082367
Tax Rate For Calcs,0.202,0.138,0.292188,0.212715
Normalized EBITDA,1105000000.0,-56000000.0,833000000.0,2583000000.0
Total Unusual Items,38000000.0,-354000000.0,639000000.0,127000000.0
Total Unusual Items Excluding Goodwill,38000000.0,-354000000.0,639000000.0,127000000.0
Net Income From Continuing Operation Net Minority Interest,581000000.0,-631000000.0,904000000.0,1969000000.0
Reconciled Depreciation,2000000.0,12000000.0,10000000.0,6000000.0
Reconciled Cost Of Revenue,209000000.0,197000000.0,181000000.0,125000000.0
EBITDA,1143000000.0,-410000000.0,1472000000.0,2710000000.0
EBIT,1141000000.0,-422000000.0,1462000000.0,2704000000.0
Net Interest Income,-382000000.0,-298000000.0,-177000000.0,-202000000.0
Interest Expense,401000000.0,319000000.0,182000000.0,203000000.0
Interest Income,19000000.0,21000000.0,5000000.0,1000000.0
Normalized Income,550676000.0,-325852000.0,451707812.5,1869014794.082367
Net Income From Continuing And Discontinued Operation,581000000.0,-631000000.0,904000000.0,1969000000.0
Total Expenses,277000000.0,254000000.0,245000000.0,366000000.0
Rent Expense Supplemental,6000000.0,6000000.0,6000000.0,5000000.0
Total Operating Income As Reported,992000000.0,861000000.0,739000000.0,609000000.0
Diluted Average Shares,150966176.0,206306226.0,206306226.0,206306226.0
Basic Average Shares,150966176.0,206306226.0,206306226.0,206306226.0
Diluted EPS,3.07,-3.05856,4.381836,9.544065
Basic EPS,3.07,-3.05856,4.381836,9.544065
Diluted NI Availto Com Stockholders,581000000.0,-631000000.0,904000000.0,1969000000.0
Net Income Common Stockholders,581000000.0,-631000000.0,904000000.0,1969000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,581000000.0,-631000000.0,904000000.0,1969000000.0
Minority Interests,-10000000.0,9000000.0,-2000000.0,0.0
Net Income Including Noncontrolling Interests,591000000.0,-639000000.0,906000000.0,1969000000.0
Net Income Continuous Operations,591000000.0,-639000000.0,906000000.0,1969000000.0
Tax Provision,149000000.0,-102000000.0,374000000.0,532000000.0
Pretax Income,740000000.0,-741000000.0,1280000000.0,2501000000.0
Other Non Operating Income Expenses,,-57000000.0,-64000000.0,-241000000.0
Net Non Operating Interest Income Expense,-382000000.0,-298000000.0,-177000000.0,-202000000.0
Interest Expense Non Operating,401000000.0,319000000.0,182000000.0,203000000.0
Interest Income Non Operating,19000000.0,21000000.0,5000000.0,1000000.0
Operating Income,924000000.0,803000000.0,673000000.0,367000000.0
Operating Expense,68000000.0,57000000.0,64000000.0,241000000.0
Other Operating Expenses,,56000000.0,62000000.0,31000000.0
Selling General And Administration,68000000.0,57000000.0,64000000.0,241000000.0
General And Administrative Expense,68000000.0,57000000.0,64000000.0,241000000.0
Gross Profit,992000000.0,860000000.0,737000000.0,608000000.0
Cost Of Revenue,209000000.0,197000000.0,181000000.0,125000000.0
Total Revenue,1201000000.0,1057000000.0,918000000.0,733000000.0
Operating Revenue,1201000000.0,1057000000.0,918000000.0,733000000.0
