,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.206,0.0,0.0,
Normalized EBITDA,5866000.0,-8771000.0,540000.0,-13975000.0,
Total Unusual Items,,252000.0,111000.0,2526000.0,4908000.0
Total Unusual Items Excluding Goodwill,,252000.0,111000.0,2526000.0,4908000.0
Net Income From Continuing Operation Net Minority Interest,-6160000.0,-27594000.0,-8769000.0,-19057000.0,
Reconciled Depreciation,9433000.0,10859000.0,8761000.0,7107000.0,
Reconciled Cost Of Revenue,37086000.0,43241000.0,49140000.0,50471000.0,
EBITDA,5866000.0,-8771000.0,651000.0,-11449000.0,
EBIT,-3567000.0,-19630000.0,-8110000.0,-18556000.0,
Net Interest Income,-2557000.0,-1251000.0,-628000.0,-500000.0,
Interest Expense,2560000.0,1330000.0,659000.0,501000.0,
Interest Income,3000.0,79000.0,31000.0,1000.0,
Normalized Income,-6160000.0,-27594000.0,-8880000.0,-21583000.0,
Net Income From Continuing And Discontinued Operation,-6160000.0,-27594000.0,-8769000.0,-19057000.0,
Total Expenses,69033000.0,80822000.0,78667000.0,74789000.0,
Rent Expense Supplemental,,,,,2838000.0
Total Operating Income As Reported,-3570000.0,-19709000.0,-8141000.0,-18557000.0,
Diluted Average Shares,90254300.0,66870106.0,39694231.0,39694231.0,
Basic Average Shares,90254300.0,66870106.0,39694231.0,39694231.0,
Diluted EPS,-0.068252,-0.412651,-0.220914,-0.480095,
Basic EPS,-0.068252,-0.412651,-0.220914,-0.480095,
Diluted NI Availto Com Stockholders,-6160000.0,-27594000.0,-8769000.0,-19057000.0,
Net Income Common Stockholders,-6160000.0,-27594000.0,-8769000.0,-19057000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-6160000.0,-27594000.0,-8769000.0,-19057000.0,
Net Income Including Noncontrolling Interests,-6160000.0,-27594000.0,-8769000.0,-19057000.0,
Net Income Continuous Operations,-6160000.0,-27594000.0,-8769000.0,-19057000.0,
Tax Provision,33000.0,6634000.0,0.0,0.0,
Pretax Income,-6127000.0,-20960000.0,-8769000.0,-19057000.0,
Other Non Operating Income Expenses,-1493000.0,-2642000.0,,,
Special Income Charges,,252000.0,111000.0,2344000.0,4908000.0
Other Special Charges,,-252000.0,-111000.0,-2541000.0,-5258000.0
Impairment Of Capital Assets,,,0.0,197000.0,350000.0
Net Non Operating Interest Income Expense,-2557000.0,-1251000.0,-628000.0,-500000.0,
Interest Expense Non Operating,2560000.0,1330000.0,659000.0,501000.0,
Interest Income Non Operating,3000.0,79000.0,31000.0,1000.0,
Operating Income,-1424000.0,-21079000.0,-8252000.0,-21083000.0,
Operating Expense,31947000.0,37581000.0,29527000.0,24318000.0,
Other Operating Expenses,22798000.0,26999000.0,20788000.0,17408000.0,
Depreciation And Amortization In Income Statement,9433000.0,10859000.0,8761000.0,6910000.0,
Amortization,3745000.0,7190000.0,7131000.0,6476000.0,
Depreciation Income Statement,5688000.0,3669000.0,1630000.0,434000.0,
Selling General And Administration,,,,17408000.0,14656000.0
General And Administrative Expense,,,,17408000.0,14656000.0
Gross Profit,30523000.0,16502000.0,21275000.0,3235000.0,
Cost Of Revenue,37086000.0,43241000.0,49140000.0,50471000.0,
Total Revenue,67609000.0,59743000.0,70415000.0,53706000.0,
Operating Revenue,67609000.0,59743000.0,70415000.0,53706000.0,
