,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,-4793296.089385,504347.826087,
Tax Rate For Calcs,0.238,0.236,0.266294,0.252174,
Normalized EBITDA,783000000.0,-3590000000.0,995000000.0,577000000.0,
Total Unusual Items,,-53000000.0,-18000000.0,2000000.0,8494000.0
Total Unusual Items Excluding Goodwill,,-4303000000.0,-18000000.0,2000000.0,8494000.0
Net Income From Continuing Operation Net Minority Interest,513000000.0,-3851000000.0,394000000.0,341000000.0,
Reconciled Depreciation,,425000000.0,396000000.0,109000000.0,84070000.0
Reconciled Cost Of Revenue,1470000000.0,1534000000.0,1454000000.0,635000000.0,
EBITDA,783000000.0,-3590000000.0,977000000.0,579000000.0,
EBIT,783000000.0,-3590000000.0,581000000.0,470000000.0,
Net Interest Income,-109000000.0,-123000000.0,-58000000.0,-9000000.0,
Interest Expense,,94000000.0,44000000.0,10000000.0,2085000.0
Interest Income,,16000000.0,2000000.0,1000000.0,759000.0
Normalized Income,513000000.0,-3851000000.0,407206703.910615,339504347.826087,
Net Income From Continuing And Discontinued Operation,513000000.0,-3851000000.0,394000000.0,341000000.0,
Total Expenses,2826000000.0,7101000000.0,2587000000.0,1253000000.0,
Total Operating Income As Reported,783000000.0,-3589000000.0,654000000.0,435000000.0,
Diluted Average Shares,,135394622.0,135394622.0,114625046.0,108550575.0
Basic Average Shares,,135394622.0,135394622.0,114625046.0,108550575.0
Diluted EPS,,-28.44,2.91,2.97,2.64
Basic EPS,,-28.44,2.91,2.97,2.64
Diluted NI Availto Com Stockholders,513000000.0,-3851000000.0,394000000.0,341000000.0,
Net Income Common Stockholders,513000000.0,-3851000000.0,394000000.0,341000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,513000000.0,-3851000000.0,394000000.0,341000000.0,
Minority Interests,-1000000.0,0.0,0.0,-3000000.0,
Net Income Including Noncontrolling Interests,514000000.0,-3851000000.0,394000000.0,344000000.0,
Net Income Continuous Operations,514000000.0,-3851000000.0,394000000.0,344000000.0,
Tax Provision,160000000.0,139000000.0,143000000.0,116000000.0,
Pretax Income,674000000.0,-3712000000.0,537000000.0,460000000.0,
Other Non Operating Income Expenses,,,12000000.0,,
Special Income Charges,,-4303000000.0,-18000000.0,0.0,-48000.0
Other Special Charges,,3000000.0,18000000.0,-660000.0,48000.0
Write Off,,18000000.0,0.0,0.0,
Impairment Of Capital Assets,,32000000.0,0.0,,
Net Non Operating Interest Income Expense,-109000000.0,-123000000.0,-58000000.0,-9000000.0,
Total Other Finance Cost,,4000000.0,16000000.0,347000.0,-7000.0
Interest Expense Non Operating,,94000000.0,44000000.0,10000000.0,2085000.0
Interest Income Non Operating,,16000000.0,2000000.0,1000000.0,759000.0
Operating Income,783000000.0,-3590000000.0,647000000.0,428000000.0,
Operating Expense,1356000000.0,5567000000.0,1133000000.0,618000000.0,
Other Operating Expenses,18000000.0,4328000000.0,-11000000.0,2000000.0,
Research And Development,117000000.0,127000000.0,143000000.0,114000000.0,
Selling General And Administration,1232000000.0,1117000000.0,1002000000.0,503000000.0,
Selling And Marketing Expense,754000000.0,684000000.0,602000000.0,244000000.0,
General And Administrative Expense,478000000.0,433000000.0,400000000.0,259000000.0,
Gross Profit,2139000000.0,1977000000.0,1780000000.0,1046000000.0,
Cost Of Revenue,1470000000.0,1534000000.0,1454000000.0,635000000.0,
Total Revenue,3609000000.0,3512000000.0,3234000000.0,1681000000.0,
Operating Revenue,3609000000.0,3512000000.0,3234000000.0,1681000000.0,
