,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,256058.0,119274.0,0.0,0.0
Tax Rate For Calcs,0.206,0.206,0.206,0.0
Normalized EBITDA,-158460000.0,-206494000.0,-229820000.0,-76173000.0
Total Unusual Items,1243000.0,579000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,1243000.0,579000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-168031000.0,-215118000.0,-249074000.0,-76266000.0
Reconciled Depreciation,1338000.0,1251000.0,1114000.0,84000.0
EBITDA,-157217000.0,-205915000.0,-229820000.0,-76173000.0
EBIT,-158555000.0,-207166000.0,-230934000.0,-76257000.0
Net Interest Income,2486000.0,-4420000.0,1102000.0,-9000.0
Interest Expense,8726000.0,7447000.0,76000.0,9000.0
Interest Income,11212000.0,3027000.0,1178000.0,0.0
Normalized Income,-169017942.0,-215577726.0,-249074000.0,-76266000.0
Net Income From Continuing And Discontinued Operation,-168031000.0,-215118000.0,-249074000.0,-76266000.0
Total Expenses,173511000.0,206240000.0,221299000.0,84268000.0
Total Operating Income As Reported,-169639000.0,-200976000.0,-212556000.0,-84285000.0
Diluted Average Shares,37060299.0,43250850.0,43250850.0,43250850.0
Basic Average Shares,37048341.0,43250850.0,43250850.0,43250850.0
Diluted EPS,-4.54,-4.973729,-5.758823,-1.763341
Basic EPS,-4.54,-4.973729,-5.758823,-1.763341
Diluted NI Availto Com Stockholders,-168031000.0,-215118000.0,-249074000.0,-76266000.0
Net Income Common Stockholders,-168031000.0,-215118000.0,-249074000.0,-76266000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-168031000.0,-215118000.0,-249074000.0,-76266000.0
Net Income Including Noncontrolling Interests,-168031000.0,-215118000.0,-249074000.0,-76266000.0
Net Income Continuous Operations,-168031000.0,-215118000.0,-249074000.0,-76266000.0
Tax Provision,750000.0,505000.0,18064000.0,0.0
Pretax Income,-167281000.0,-214613000.0,-231010000.0,-76266000.0
Net Non Operating Interest Income Expense,2486000.0,-4420000.0,1102000.0,-9000.0
Interest Expense Non Operating,8726000.0,7447000.0,76000.0,9000.0
Interest Income Non Operating,11212000.0,3027000.0,1178000.0,0.0
Operating Income,-168931000.0,-200281000.0,-210728000.0,-84268000.0
Operating Expense,173511000.0,206240000.0,221299000.0,84268000.0
Other Operating Expenses,707000.0,695000.0,,
Research And Development,136657000.0,166678000.0,157184000.0,69821000.0
Selling General And Administration,36854000.0,39562000.0,64115000.0,14447000.0
General And Administrative Expense,36854000.0,39562000.0,64115000.0,14447000.0
Total Revenue,4580000.0,5959000.0,10571000.0,0.0
Operating Revenue,4580000.0,5959000.0,10571000.0,0.0
