,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.206,0.206,0.206,0.206
Normalized EBITDA,13397000.0,-33887000.0,-48777000.0,-43801000.0
Net Income From Continuing Operation Net Minority Interest,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Reconciled Depreciation,23167000.0,24917000.0,23901000.0,13327000.0
Reconciled Cost Of Revenue,52612000.0,44886000.0,36791000.0,52446000.0
EBITDA,13397000.0,-33887000.0,-48777000.0,-43801000.0
EBIT,-9770000.0,-58804000.0,-72678000.0,-57128000.0
Net Interest Income,16309000.0,14953000.0,3323000.0,-243000.0
Interest Expense,178000.0,215000.0,255000.0,243000.0
Interest Income,16487000.0,15168000.0,3578000.0,0.0
Normalized Income,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Net Income From Continuing And Discontinued Operation,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Total Expenses,229532000.0,220419000.0,226799000.0,220349000.0
Total Operating Income As Reported,-50767000.0,-65547000.0,-105887000.0,-61493000.0
Diluted Average Shares,99336960.0,99336960.0,99336960.0,92964711.0
Basic Average Shares,99336960.0,99336960.0,99336960.0,92774631.0
Diluted EPS,-0.11,-0.6,-0.74,-0.62
Basic EPS,-0.11,-0.6,-0.74,-0.62
Diluted NI Availto Com Stockholders,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Net Income Common Stockholders,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Net Income Including Noncontrolling Interests,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Net Income Continuous Operations,-10674000.0,-59612000.0,-73507000.0,-57966000.0
Tax Provision,726000.0,593000.0,574000.0,595000.0
Pretax Income,-9948000.0,-59019000.0,-72933000.0,-57371000.0
Net Non Operating Interest Income Expense,16309000.0,14953000.0,3323000.0,-243000.0
Interest Expense Non Operating,178000.0,215000.0,255000.0,243000.0
Interest Income Non Operating,16487000.0,15168000.0,3578000.0,0.0
Operating Income,-50778000.0,-66552000.0,-103934000.0,-61197000.0
Operating Expense,176920000.0,175533000.0,190008000.0,167903000.0
Other Operating Expenses,31000.0,410000.0,127000.0,90000.0
Research And Development,20294000.0,20805000.0,19944000.0,19704000.0
Selling General And Administration,156595000.0,154743000.0,169942000.0,148309000.0
Selling And Marketing Expense,104796000.0,107239000.0,112469000.0,96573000.0
General And Administrative Expense,51799000.0,47504000.0,57473000.0,51736000.0
Gross Profit,126142000.0,108981000.0,86074000.0,106706000.0
Cost Of Revenue,52612000.0,44886000.0,36791000.0,52446000.0
Total Revenue,178754000.0,153867000.0,122865000.0,159152000.0
Operating Revenue,178754000.0,153867000.0,122865000.0,159152000.0
