,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1479166.666667,22535.211268,185400.0,0.0
Tax Rate For Calcs,0.208333,0.00939,0.206,0.206
Normalized EBITDA,55000000.0,47000000.0,34100000.0,33300000.0
Total Unusual Items,-7100000.0,2400000.0,900000.0,-2000000.0
Total Unusual Items Excluding Goodwill,-7100000.0,2400000.0,900000.0,-2000000.0
Net Income From Continuing Operation Net Minority Interest,34300000.0,42100000.0,33100000.0,32900000.0
Reconciled Depreciation,4300000.0,6400000.0,4300000.0,3800000.0
Reconciled Cost Of Revenue,37300000.0,35900000.0,31900000.0,31300000.0
EBITDA,47900000.0,49400000.0,35000000.0,33300000.0
EBIT,43600000.0,43000000.0,30700000.0,29500000.0
Net Interest Income,0.0,-200000.0,-300000.0,-500000.0
Interest Expense,400000.0,400000.0,400000.0,500000.0
Interest Income,400000.0,200000.0,100000.0,0.0
Normalized Income,39920833.333333,39722535.211268,32385400.0,32900000.0
Net Income From Continuing And Discontinued Operation,34300000.0,42100000.0,33100000.0,32900000.0
Total Expenses,87800000.0,93000000.0,89500000.0,77900000.0
Total Operating Income As Reported,43200000.0,42700000.0,30600000.0,29500000.0
Diluted Average Shares,7067400.0,7088900.0,7090100.0,7090100.0
Basic Average Shares,7067400.0,7088900.0,7090100.0,7090100.0
Diluted EPS,4.85,5.94,4.68,4.64
Basic EPS,4.85,5.94,4.68,4.64
Diluted NI Availto Com Stockholders,34300000.0,42100000.0,33100000.0,32900000.0
Net Income Common Stockholders,34300000.0,42100000.0,33100000.0,32900000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,34300000.0,42100000.0,33100000.0,32900000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,34300000.0,42100000.0,33100000.0,32900000.0
Net Income Continuous Operations,34200000.0,42200000.0,33200000.0,32900000.0
Tax Provision,9000000.0,400000.0,-2900000.0,-3900000.0
Pretax Income,43200000.0,42600000.0,30300000.0,29000000.0
Net Non Operating Interest Income Expense,0.0,-200000.0,-300000.0,-500000.0
Interest Expense Non Operating,400000.0,400000.0,400000.0,500000.0
Interest Income Non Operating,400000.0,200000.0,100000.0,0.0
Operating Income,47800000.0,41400000.0,29100000.0,29500000.0
Operating Expense,50500000.0,57100000.0,57600000.0,46600000.0
Other Operating Expenses,4700000.0,-1200000.0,5400000.0,2000000.0
Research And Development,6900000.0,12500000.0,10700000.0,11800000.0
Selling General And Administration,43600000.0,44600000.0,41600000.0,36200000.0
Selling And Marketing Expense,33600000.0,34700000.0,31400000.0,26600000.0
General And Administrative Expense,10000000.0,9900000.0,10200000.0,9600000.0
Gross Profit,98300000.0,98500000.0,86700000.0,76100000.0
Cost Of Revenue,37300000.0,35900000.0,31900000.0,31300000.0
Total Revenue,135600000.0,134400000.0,118700000.0,107400000.0
Operating Revenue,135600000.0,134400000.0,118700000.0,107400000.0
