,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,-11225558.0,0.0
Tax Rate For Calcs,0.0,0.0,0.206,0.0
Normalized EBITDA,-10736000.0,34428000.0,41248000.0,-3042548.0
Total Unusual Items,0.0,-24625000.0,-54493000.0,0.0
Total Unusual Items Excluding Goodwill,0.0,-24625000.0,-54493000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-15966000.0,-58485000.0,-67680000.0,-3042608.0
Reconciled Depreciation,275000.0,27354000.0,54208000.0,0.0
Reconciled Cost Of Revenue,14000.0,2089000.0,12928000.0,1731357.0
EBITDA,-10736000.0,9803000.0,-13245000.0,-3042548.0
EBIT,-11011000.0,-17551000.0,-67453000.0,-3042548.0
Net Interest Income,-3774000.0,2171000.0,13024000.0,-60.0
Interest Expense,,8266000.0,152000.0,60.0
Interest Income,,10437000.0,13176000.0,0.0
Normalized Income,-15966000.0,-33860000.0,-24412558.0,-3042608.0
Net Income From Continuing And Discontinued Operation,-15966000.0,-58485000.0,-67680000.0,-3042608.0
Total Expenses,12331000.0,24242000.0,34580000.0,3042548.0
Total Operating Income As Reported,,-42175000.0,-77806000.0,-3042548.0
Diluted Average Shares,561232699.0,161894513.0,85224163.0,439377624.0
Basic Average Shares,561232699.0,161894513.0,85224163.0,439377624.0
Diluted EPS,-0.03,-0.36,-0.794141,-0.006925
Basic EPS,-0.03,-0.36,-0.794141,-0.006925
Diluted NI Availto Com Stockholders,-15966000.0,-58485000.0,-67680000.0,-3042608.0
Net Income Common Stockholders,-15966000.0,-58485000.0,-67680000.0,-3042608.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-15966000.0,-58485000.0,-67680000.0,-3042608.0
Minority Interests,,3809000.0,0.0,
Net Income Including Noncontrolling Interests,-15965000.0,-58486000.0,-67680000.0,-3042608.0
Net Income Continuous Operations,-15965000.0,-58486000.0,-67680000.0,-3042608.0
Tax Provision,0.0,0.0,75000.0,0.0
Pretax Income,-15965000.0,-58486000.0,-67605000.0,-3042608.0
Special Income Charges,0.0,-24625000.0,-54493000.0,0.0
Other Special Charges,,,2822000.0,
Write Off,,26616000.0,51671000.0,0.0
Impairment Of Capital Assets,0.0,24625000.0,,
Net Non Operating Interest Income Expense,-3774000.0,2171000.0,13024000.0,-60.0
Interest Expense Non Operating,,8266000.0,152000.0,60.0
Interest Income Non Operating,,10437000.0,13176000.0,0.0
Operating Income,-11011000.0,-17551000.0,-26135000.0,-3042548.0
Operating Expense,12317000.0,22153000.0,21652000.0,1311191.0
Other Operating Expenses,9165000.0,11495000.0,19115000.0,1311191.0
Depreciation And Amortization In Income Statement,275000.0,2726000.0,2537000.0,0.0
Amortization,275000.0,2611000.0,2068000.0,0.0
Depreciation Income Statement,0.0,115000.0,469000.0,0.0
Selling General And Administration,,,,1311000.0
General And Administrative Expense,,,,1311000.0
Gross Profit,1306000.0,4602000.0,-4483000.0,-1731357.0
Cost Of Revenue,14000.0,2089000.0,12928000.0,1731357.0
Total Revenue,1320000.0,6691000.0,8445000.0,0.0
Operating Revenue,1320000.0,6691000.0,8445000.0,0.0
