,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-37395000.0,-38020000.0,-26786000.0,-15459782.0
Net Income From Continuing Operation Net Minority Interest,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Reconciled Depreciation,1979000.0,1875000.0,1904000.0,88483.0
Reconciled Cost Of Revenue,-1719000.0,-2372000.0,0.0,-2499641.0
EBITDA,-37395000.0,-38020000.0,-26786000.0,-15459782.0
EBIT,-39374000.0,-39895000.0,-28690000.0,-15548265.0
Net Interest Income,-1634000.0,-1536000.0,-397000.0,-81493.0
Interest Expense,1677000.0,1540000.0,397000.0,81493.0
Interest Income,43000.0,4000.0,0.0,
Normalized Income,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Net Income From Continuing And Discontinued Operation,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Total Expenses,41053000.0,40603000.0,29372000.0,15558266.0
Total Operating Income As Reported,-40853000.0,-39247000.0,-28689000.0,-15548265.0
Diluted Average Shares,3003474.0,172069.0,38754.0,149740.0
Basic Average Shares,3003474.0,172069.0,38754.0,149740.0
Diluted EPS,-2874.545455,-162914.39394,-596.515152,-104.379311
Basic EPS,-2874.545455,-162914.39394,-596.515152,-104.379311
Diluted NI Availto Com Stockholders,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Net Income Common Stockholders,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Net Income Including Noncontrolling Interests,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Net Income Continuous Operations,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Tax Provision,0.0,0.0,0.0,
Pretax Income,-41051000.0,-41435000.0,-29087000.0,-15629758.0
Net Non Operating Interest Income Expense,-1634000.0,-1536000.0,-397000.0,-81493.0
Interest Expense Non Operating,1677000.0,1540000.0,397000.0,81493.0
Interest Income Non Operating,43000.0,4000.0,0.0,
Operating Income,-40854000.0,-39247000.0,-28689000.0,-15548265.0
Operating Expense,42772000.0,42975000.0,29372000.0,18057907.0
Other Operating Expenses,22938000.0,19832000.0,13572000.0,8512820.0
Depreciation And Amortization In Income Statement,1979000.0,1875000.0,1904000.0,88483.0
Depreciation Income Statement,1979000.0,1875000.0,1904000.0,88483.0
Research And Development,2211000.0,3225000.0,3508000.0,1488110.0
Selling General And Administration,,,13488884.0,8491058.0
General And Administrative Expense,,,13488884.0,8491058.0
Gross Profit,1918000.0,3728000.0,683000.0,2509642.0
Cost Of Revenue,-1719000.0,-2372000.0,0.0,-2499641.0
Total Revenue,199000.0,1356000.0,683000.0,10001.0
Operating Revenue,199000.0,1356000.0,683000.0,10001.0
