,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,205320.0,239837.0,-231516.0,92660.0
Tax Rate For Calcs,0.236,0.247,0.236,0.226
Normalized EBITDA,58896000.0,61098000.0,62173000.0,51993000.0
Total Unusual Items,870000.0,971000.0,-981000.0,410000.0
Total Unusual Items Excluding Goodwill,870000.0,971000.0,-981000.0,410000.0
Net Income From Continuing Operation Net Minority Interest,31292000.0,35714000.0,36794000.0,39777000.0
Reconciled Depreciation,14738000.0,12199000.0,11637000.0,9887000.0
Reconciled Cost Of Revenue,175523000.0,164172000.0,188254000.0,158113000.0
EBITDA,59766000.0,62069000.0,61192000.0,52403000.0
EBIT,45028000.0,49870000.0,49555000.0,52403000.0
Net Interest Income,-4286000.0,-2449000.0,-1354000.0,-1029000.0
Interest Expense,4286000.0,2449000.0,1354000.0,1029000.0
Interest Income,0.0,0.0,0.0,0.0
Normalized Income,30627320.0,34982837.0,37543484.0,39459660.0
Net Income From Continuing And Discontinued Operation,31292000.0,35714000.0,36794000.0,39777000.0
Total Expenses,234386000.0,214703000.0,234744000.0,200229000.0
Total Operating Income As Reported,45028000.0,49870000.0,49556000.0,52422000.0
Diluted Average Shares,59860110.0,59930995.0,59929242.0,59960424.0
Basic Average Shares,59860110.0,59930995.0,59891829.0,59867000.0
Diluted EPS,0.52,0.6,0.61,0.66
Basic EPS,0.52,0.6,0.61,0.66
Diluted NI Availto Com Stockholders,31292000.0,35714000.0,36794000.0,39777000.0
Net Income Common Stockholders,31292000.0,35714000.0,36794000.0,39777000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,31292000.0,35714000.0,36794000.0,39777000.0
Net Income Including Noncontrolling Interests,31292000.0,35714000.0,36794000.0,39777000.0
Net Income Continuous Operations,31292000.0,35714000.0,36794000.0,39777000.0
Tax Provision,9450000.0,11707000.0,11407000.0,11597000.0
Pretax Income,40742000.0,47421000.0,48201000.0,51374000.0
Other Non Operating Income Expenses,38000.0,-4000.0,-303000.0,189000.0
Special Income Charges,711000.0,176000.0,-51000.0,410000.0
Other Special Charges,-711000.0,-176000.0,51000.0,-410000.0
Net Non Operating Interest Income Expense,-4286000.0,-2449000.0,-1354000.0,-1029000.0
Interest Expense Non Operating,4286000.0,2449000.0,1354000.0,1029000.0
Interest Income Non Operating,0.0,0.0,0.0,0.0
Operating Income,44158000.0,49569000.0,49337000.0,52049000.0
Operating Expense,58863000.0,50531000.0,46490000.0,42116000.0
Other Operating Expenses,-900000.0,-200000.0,303000.0,4000.0
Depreciation And Amortization In Income Statement,3100000.0,1900000.0,,
Amortization,3100000.0,1900000.0,,
Depreciation Income Statement,0.0,0.0,,
Selling General And Administration,58863000.0,50531000.0,46490000.0,42116000.0
Selling And Marketing Expense,39833000.0,33469000.0,30545000.0,28018000.0
General And Administrative Expense,19030000.0,17062000.0,15945000.0,14098000.0
Gross Profit,103021000.0,100100000.0,95827000.0,94165000.0
Cost Of Revenue,175523000.0,164172000.0,188254000.0,158113000.0
Total Revenue,278544000.0,264272000.0,284081000.0,252278000.0
Operating Revenue,278544000.0,264272000.0,284081000.0,252278000.0
