,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.011122,
Normalized EBITDA,-31988000.0,-18696000.0,-25864000.0,-17590000.0,
Net Income From Continuing Operation Net Minority Interest,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Reconciled Depreciation,,10057000.0,9134000.0,8750000.0,7641000.0
Reconciled Cost Of Revenue,,,0.0,0.0,-1624000.0
EBITDA,-31988000.0,-18696000.0,-25864000.0,-17590000.0,
EBIT,-31988000.0,-28753000.0,-34998000.0,-26340000.0,
Net Interest Income,,-4888000.0,-3073000.0,-1901000.0,-3151000.0
Interest Expense,7853000.0,4852000.0,3908000.0,4051000.0,
Interest Income,,109000.0,4000.0,0.0,0.0
Normalized Income,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Net Income From Continuing And Discontinued Operation,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Total Expenses,,50867000.0,49916000.0,39162000.0,34348000.0
Total Operating Income As Reported,-31987000.0,-28191000.0,-37318000.0,-28440000.0,
Diluted Average Shares,60884951.0,47265830.0,33035000.0,30819213.0,
Basic Average Shares,60884951.0,47265830.0,33035000.0,30819213.0,
Diluted EPS,-0.65,-0.71,-1.18,-0.975138,
Basic EPS,-0.65,-0.71,-1.18,-0.975138,
Diluted NI Availto Com Stockholders,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Net Income Common Stockholders,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Net Income Including Noncontrolling Interests,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Net Income Continuous Operations,-39841000.0,-33605000.0,-38906000.0,-30053000.0,
Tax Provision,,0.0,0.0,-338000.0,-6644000.0
Pretax Income,-39841000.0,-33605000.0,-38906000.0,-30391000.0,
Net Non Operating Interest Income Expense,,-4888000.0,-3073000.0,-1901000.0,-3151000.0
Total Other Finance Cost,,145000.0,-831000.0,-2150000.0,-643000.0
Interest Expense Non Operating,7853000.0,4852000.0,3908000.0,4051000.0,
Interest Income Non Operating,,109000.0,4000.0,0.0,0.0
Operating Income,-31987000.0,-28192000.0,-37318000.0,-28440000.0,
Operating Expense,,50867000.0,49916000.0,39162000.0,35972000.0
Other Operating Expenses,,21919000.0,23078000.0,14087000.0,13115000.0
Depreciation And Amortization In Income Statement,,10057000.0,9134000.0,8750000.0,7620000.0
Depreciation Income Statement,,10057000.0,9134000.0,8750000.0,7620000.0
Selling General And Administration,-18124000.0,,,,
General And Administrative Expense,-18124000.0,,,,
Gross Profit,,,15866000.0,10722000.0,11107000.0
Cost Of Revenue,,,0.0,0.0,-1624000.0
Total Revenue,15179000.0,22675000.0,12598000.0,10722000.0,
Operating Revenue,15179000.0,22675000.0,12598000.0,10722000.0,
