,2024-12-31,2023-12-31,2022-12-31,2021-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.206,0.206,0.206,0.206
Normalized EBITDA,7241451.0,4872277.0,4979836.0,4203000.0
Net Income From Continuing Operation Net Minority Interest,375828.0,-990513.0,1072200.0,3327000.0
Reconciled Depreciation,5439179.0,4859693.0,2699233.0,9000.0
Reconciled Cost Of Revenue,41319291.0,29402852.0,21050553.0,14593000.0
EBITDA,7241451.0,4872277.0,4979836.0,4203000.0
EBIT,1802272.0,12584.0,2280603.0,4194000.0
Net Interest Income,-333263.0,17319.0,-40697.0,62000.0
Interest Expense,372798.0,45587.0,40697.0,
Interest Income,39535.0,62906.0,0.0,62000.0
Normalized Income,375828.0,-990513.0,1072200.0,3327000.0
Net Income From Continuing And Discontinued Operation,375828.0,-990513.0,1072200.0,3327000.0
Total Expenses,57396270.0,46447159.0,34387746.0,15843000.0
Total Operating Income As Reported,1762738.0,-50322.0,2280604.0,2401000.0
Diluted Average Shares,549344133.0,549344133.0,549344133.0,549344133.0
Basic Average Shares,549344133.0,549344133.0,549344133.0,549344133.0
Diluted EPS,0.001,-0.002,0.001952,0.006056
Basic EPS,0.001,-0.002,0.001952,0.006056
Diluted NI Availto Com Stockholders,375828.0,-990513.0,1072200.0,3327000.0
Net Income Common Stockholders,375828.0,-990513.0,1072200.0,3327000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,375828.0,-990513.0,1072200.0,3327000.0
Net Income Including Noncontrolling Interests,375827.0,-990513.0,1072199.0,3327000.0
Net Income Continuous Operations,375827.0,-990513.0,1072199.0,3327000.0
Tax Provision,1053647.0,957510.0,1167707.0,-926000.0
Pretax Income,1429474.0,-33003.0,2239906.0,2401000.0
Net Non Operating Interest Income Expense,-333263.0,17319.0,-40697.0,62000.0
Interest Expense Non Operating,372798.0,45587.0,40697.0,
Interest Income Non Operating,39535.0,62906.0,0.0,62000.0
Operating Income,1762737.0,-50322.0,2280605.0,4194000.0
Operating Expense,16076979.0,17044307.0,13337193.0,1250000.0
Other Operating Expenses,6056044.0,8484200.0,6077562.0,1601000.0
Depreciation And Amortization In Income Statement,5439179.0,4859693.0,2699233.0,9000.0
Amortization,3900000.0,3900000.0,,
Depreciation Income Statement,5439179.0,4859693.0,2699233.0,9000.0
Gross Profit,17839716.0,16993985.0,15617798.0,5444000.0
Cost Of Revenue,41319291.0,29402852.0,21050553.0,14593000.0
Total Revenue,59159007.0,46396837.0,36668351.0,20037000.0
Operating Revenue,59159007.0,46396837.0,36668351.0,20037000.0
