,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-14964089.472115,-1487502.52325,488366.466715,1204.708371,
Tax Rate For Calcs,0.236654,0.187982,0.124266,0.200785,
Normalized EBITDA,94011000.0,151352000.0,223471000.0,214061000.0,
Total Unusual Items,-63232000.0,-7913000.0,3930000.0,6000.0,
Total Unusual Items Excluding Goodwill,-63232000.0,-7913000.0,3930000.0,6000.0,
Net Income From Continuing Operation Net Minority Interest,-61429000.0,45054000.0,149641000.0,133011000.0,
Reconciled Depreciation,69879000.0,61735000.0,47623000.0,41557000.0,
Reconciled Cost Of Revenue,1404042000.0,1610855000.0,1414969000.0,1172898000.0,
EBITDA,30779000.0,143439000.0,227401000.0,214067000.0,
EBIT,-39100000.0,81704000.0,179778000.0,172510000.0,
Net Interest Income,-36250000.0,-40709000.0,-23732000.0,-4353000.0,
Interest Expense,41372000.0,26220000.0,8903000.0,6083000.0,
Interest Income,5122000.0,1427000.0,668000.0,1730000.0,
Normalized Income,-13161089.472115,51479497.47675,146199366.466715,133006204.708371,
Net Income From Continuing And Discontinued Operation,-61429000.0,45054000.0,149641000.0,133011000.0,
Total Expenses,1620927000.0,1793800000.0,1560499000.0,1292232000.0,
Total Operating Income As Reported,-60721000.0,99115000.0,191976000.0,165860000.0,
Diluted Average Shares,,20938653.0,19377810.0,18769641.0,15531656.0
Basic Average Shares,,20938653.0,19377810.0,18769641.0,15531656.0
Diluted EPS,,2.15,7.72,7.09,4.93946
Basic EPS,,2.15,7.72,7.09,4.93946
Diluted NI Availto Com Stockholders,-61429000.0,45054000.0,149641000.0,133011000.0,
Net Income Common Stockholders,-61429000.0,45054000.0,149641000.0,133011000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-61429000.0,45054000.0,149641000.0,133011000.0,
Net Income Including Noncontrolling Interests,-61429000.0,45054000.0,149641000.0,133011000.0,
Net Income Continuous Operations,-61428000.0,45054000.0,149641000.0,133011000.0,
Tax Provision,-19044000.0,10430000.0,21234000.0,33416000.0,
Pretax Income,-80472000.0,55484000.0,170875000.0,166427000.0,
Other Non Operating Income Expenses,27000.0,759000.0,880000.0,2691000.0,
Special Income Charges,-58562000.0,-7914000.0,3919000.0,0.0,
Other Special Charges,-846000.0,1896000.0,-3919000.0,,
Write Off,4674000.0,4490000.0,,,
Impairment Of Capital Assets,-551000.0,1528000.0,,,
Restructuring And Mergern Acquisition,55285000.0,0.0,,,
Net Non Operating Interest Income Expense,-36250000.0,-40709000.0,-23732000.0,-4353000.0,
Total Other Finance Cost,,15916000.0,15497000.0,-6000.0,-15000.0
Interest Expense Non Operating,41372000.0,26220000.0,8903000.0,6083000.0,
Interest Income Non Operating,5122000.0,1427000.0,668000.0,1730000.0,
Operating Income,-2186000.0,104618000.0,190702000.0,163169000.0,
Operating Expense,216885000.0,182945000.0,145530000.0,119334000.0,
Other Operating Expenses,234000.0,7522000.0,20000.0,41677000.0,
Selling General And Administration,225796000.0,190519000.0,153979000.0,85235000.0,
Selling And Marketing Expense,164573000.0,139441000.0,103391000.0,85235000.0,
General And Administrative Expense,61223000.0,51078000.0,50588000.0,45220000.0,
Gross Profit,214699000.0,287563000.0,336232000.0,282503000.0,
Cost Of Revenue,1404042000.0,1610855000.0,1414969000.0,1172898000.0,
Total Revenue,1618741000.0,1898418000.0,1751201000.0,1455401000.0,
Operating Revenue,1618741000.0,1898418000.0,1751201000.0,1455401000.0,
