,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.042427,0.0,0.0
Normalized EBITDA,2408962.0,-1697991.0,-2802352.0,-2340192.92
Net Income From Continuing Operation Net Minority Interest,475326.0,-3283131.0,-3707552.0,-2889531.87
Reconciled Depreciation,1760114.0,1308284.0,821437.0,527800.0
Reconciled Cost Of Revenue,3133063.0,4465776.0,4248953.0,1125999.82
EBITDA,2408962.0,-1697991.0,-2802352.0,-2340192.92
EBIT,648848.0,-3006275.0,-3623789.0,-2868018.37
Net Interest Income,-178853.0,-403749.0,-86282.0,-21485.45
Interest Expense,173522.0,422320.0,83763.0,21513.5
Interest Income,1031.0,21379.0,20.0,28.05
Normalized Income,475326.0,-3283131.0,-3707552.0,-2889531.87
Net Income From Continuing And Discontinued Operation,475326.0,-3283131.0,-3707552.0,-2889531.87
Total Expenses,10738732.0,11872120.0,10876834.0,5510965.76
Total Operating Income As Reported,654179.0,-3024847.0,-3621271.0,-2868046.42
Diluted Average Shares,24924364.0,17440052.0,12900123.0,11248658.0
Basic Average Shares,24924364.0,17440052.0,12900123.0,11248658.0
Diluted EPS,0.02,-0.19,-0.29,-0.193744
Basic EPS,0.02,-0.19,-0.29,-0.193744
Diluted NI Availto Com Stockholders,475326.0,-3283131.0,-3707552.0,-2889531.87
Net Income Common Stockholders,475326.0,-3283131.0,-3707552.0,-2889531.87
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,475326.0,-3283131.0,-3707552.0,-2889531.87
Net Income Including Noncontrolling Interests,475326.0,-3283131.0,-3707552.0,-2889531.87
Net Income Continuous Operations,475326.0,-3283131.0,-3707552.0,-2889531.87
Tax Provision,0.0,-145464.0,0.0,
Pretax Income,475326.0,-3428595.0,-3707552.0,-2889531.87
Other Non Operating Income Expenses,842.0,5721.0,7641.0,7380.0
Net Non Operating Interest Income Expense,-178853.0,-403749.0,-86282.0,-21485.45
Total Other Finance Cost,6362.0,2808.0,2539.0,
Interest Expense Non Operating,173522.0,422320.0,83763.0,21513.5
Interest Income Non Operating,1031.0,21379.0,20.0,28.05
Operating Income,653338.0,-3030568.0,-3628913.0,-2875427.09
Operating Expense,7605669.0,7406344.0,6627881.0,4384965.94
Other Operating Expenses,1252143.0,2005103.0,1471200.0,1099202.0
Depreciation And Amortization In Income Statement,1760114.0,1308284.0,821437.0,527825.45
Amortization,1698134.0,1247865.0,775571.0,
Depreciation Income Statement,61980.0,60419.0,45866.0,527825.45
Selling General And Administration,564481.0,526981.0,476069.0,370224.0
General And Administrative Expense,564481.0,526981.0,476069.0,370224.0
Gross Profit,8259007.0,4375776.0,2998968.0,1509538.85
Cost Of Revenue,3133063.0,4465776.0,4248953.0,1125999.82
Total Revenue,11392070.0,8841552.0,7247921.0,2635538.67
Operating Revenue,11392070.0,8841552.0,7247921.0,2635538.67
