,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-3565862.742475,-3311326.36108,2531031.768338,132300.0
Tax Rate For Calcs,0.363344,0.151444,0.17948,0.135
Normalized EBITDA,52106000.0,46541000.0,111665000.0,78576000.0
Total Unusual Items,-9814000.0,-21865000.0,14102000.0,980000.0
Total Unusual Items Excluding Goodwill,-9814000.0,-21865000.0,14102000.0,980000.0
Net Income From Continuing Operation Net Minority Interest,-4759000.0,-19919000.0,79990000.0,51370000.0
Reconciled Depreciation,77000.0,80000.0,93000.0,14000.0
Reconciled Cost Of Revenue,25913000.0,25276000.0,24412000.0,17428000.0
EBITDA,42292000.0,24676000.0,125767000.0,79556000.0
EBIT,42215000.0,24596000.0,125674000.0,79542000.0
Net Interest Income,-56589000.0,-51337000.0,-33956000.0,-22200000.0
Interest Expense,49690000.0,48070000.0,28187000.0,20177000.0
Interest Income,2117000.0,829000.0,92000.0,36000.0
Normalized Income,1489137.257525,-1365326.36108,68419031.768338,50522300.0
Net Income From Continuing And Discontinued Operation,-4759000.0,-19919000.0,79990000.0,51370000.0
Total Expenses,38001000.0,35212000.0,32943000.0,23813000.0
Diluted Average Shares,58951923.0,54448046.0,47425672.0,40284932.0
Basic Average Shares,58951923.0,54448046.0,47425672.0,40284932.0
Diluted EPS,-0.12,-0.41,1.66,1.25
Basic EPS,-0.12,-0.41,1.66,1.25
Diluted NI Availto Com Stockholders,-7350000.0,-22330000.0,78555000.0,51370000.0
Net Income Common Stockholders,-7350000.0,-22330000.0,78555000.0,51370000.0
Otherunder Preferred Stock Dividend,2591000.0,2411000.0,1435000.0,0.0
Preferred Stock Dividends,0.0,0.0,,
Net Income,-4759000.0,-19919000.0,79990000.0,51370000.0
Net Income Including Noncontrolling Interests,-4759000.0,-19919000.0,79990000.0,51370000.0
Net Income Continuous Operations,-4759000.0,-19919000.0,79990000.0,51370000.0
Tax Provision,-2716000.0,-3555000.0,17497000.0,7995000.0
Pretax Income,-7475000.0,-23474000.0,97487000.0,59365000.0
Net Non Operating Interest Income Expense,-56589000.0,-51337000.0,-33956000.0,-22200000.0
Total Other Finance Cost,9016000.0,4096000.0,5861000.0,2059000.0
Interest Expense Non Operating,49690000.0,48070000.0,28187000.0,20177000.0
Interest Income Non Operating,2117000.0,829000.0,92000.0,36000.0
Operating Income,104394000.0,104793000.0,91076000.0,69941000.0
Operating Expense,12088000.0,9936000.0,8531000.0,6385000.0
Other Operating Expenses,20906000.0,20195000.0,,
Depreciation And Amortization In Income Statement,77000.0,80000.0,93000.0,14000.0
Depreciation Income Statement,77000.0,80000.0,93000.0,14000.0
Selling General And Administration,7146000.0,5586000.0,5394000.0,3919000.0
General And Administrative Expense,7146000.0,5586000.0,5394000.0,3919000.0
Gross Profit,116482000.0,114729000.0,99607000.0,76326000.0
Cost Of Revenue,25913000.0,25276000.0,24412000.0,17428000.0
Total Revenue,142395000.0,140005000.0,124019000.0,93754000.0
Operating Revenue,142395000.0,140005000.0,124019000.0,93754000.0
