,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.206,0.104478,0.0,0.000381,
Normalized EBITDA,-26000000.0,-36000000.0,-12000000.0,-73623000.0,
Total Unusual Items,0.0,0.0,0.0,29863000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,29863000.0,
Net Income From Continuing Operation Net Minority Interest,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Reconciled Depreciation,82000000.0,28000000.0,23000000.0,9895000.0,
Reconciled Cost Of Revenue,172000000.0,205000000.0,232000000.0,166778000.0,
EBITDA,-26000000.0,-36000000.0,-12000000.0,-73623000.0,
EBIT,-108000000.0,-65000000.0,-36000000.0,-83518000.0,
Net Interest Income,-46000000.0,2000000.0,2000000.0,-366000.0,
Interest Expense,53000000.0,2000000.0,0.0,368000.0,
Interest Income,7000000.0,4000000.0,2000000.0,2000.0,
Normalized Income,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Net Income From Continuing And Discontinued Operation,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Total Expenses,416000000.0,385000000.0,438000000.0,304761000.0,
Total Operating Income As Reported,-82000000.0,-95000000.0,-81000000.0,-113383000.0,
Diluted Average Shares,111530516.0,54728671.0,62346814.0,57182279.0,
Basic Average Shares,111530516.0,54728671.0,62346814.0,57182279.0,
Diluted EPS,-1.45,-1.09,-0.583868,-1.463782,
Basic EPS,-1.45,-1.09,-0.583868,-1.463782,
Diluted NI Availto Com Stockholders,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Net Income Common Stockholders,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Net Income Including Noncontrolling Interests,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Net Income Continuous Operations,-162000000.0,-60000000.0,-36000000.0,-83854000.0,
Tax Provision,1000000.0,-7000000.0,0.0,-32000.0,
Pretax Income,-161000000.0,-67000000.0,-36000000.0,-83886000.0,
Special Income Charges,0.0,0.0,0.0,,
Impairment Of Capital Assets,0.0,0.0,0.0,,
Net Non Operating Interest Income Expense,-46000000.0,2000000.0,2000000.0,-366000.0,
Total Other Finance Cost,,,-2000.0,,14818000.0
Interest Expense Non Operating,53000000.0,2000000.0,0.0,368000.0,
Interest Income Non Operating,7000000.0,4000000.0,2000000.0,2000.0,
Operating Income,-82000000.0,-95000000.0,-81000000.0,-113383000.0,
Operating Expense,244000000.0,180000000.0,206000000.0,137983000.0,
Other Operating Expenses,77000000.0,100000000.0,117000000.0,62470000.0,
Depreciation And Amortization In Income Statement,82000000.0,29000000.0,24000000.0,9895000.0,
Amortization,7000000.0,2000000.0,2000000.0,1684000.0,
Depreciation Income Statement,75000000.0,27000000.0,22000000.0,8211000.0,
Selling General And Administration,,,105260000.0,58868000.0,48368000.0
General And Administrative Expense,,,105260000.0,58868000.0,48368000.0
Gross Profit,162000000.0,85000000.0,125000000.0,24600000.0,
Cost Of Revenue,172000000.0,205000000.0,232000000.0,166778000.0,
Total Revenue,334000000.0,290000000.0,357000000.0,191378000.0,
Operating Revenue,334000000.0,290000000.0,357000000.0,191378000.0,
