,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.206,0.206,0.206,0.0,
Normalized EBITDA,-39566868.0,-56472533.0,-32784362.0,-29982981.0,
Net Income From Continuing Operation Net Minority Interest,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Reconciled Depreciation,2757789.0,4111388.0,4754240.0,5458149.0,
Reconciled Cost Of Revenue,26829293.0,11111161.0,4452508.0,5296000.0,
EBITDA,-39566868.0,-56472533.0,-32784362.0,-29982981.0,
EBIT,-42324657.0,-60583921.0,-37538602.0,-35441130.0,
Net Interest Income,3046438.0,-447201.0,-8045387.0,-3308972.0,
Interest Expense,1488844.0,587076.0,8045387.0,3308972.0,
Interest Income,5665282.0,139875.0,0.0,0.0,
Normalized Income,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Net Income From Continuing And Discontinued Operation,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Total Expenses,82152149.0,78324546.0,55649034.0,45619860.0,
Total Operating Income As Reported,-42190770.0,-54160628.0,36678690.0,-35441130.0,
Diluted Average Shares,,165610681.0,191959005.0,76011683.0,82371150.0
Basic Average Shares,,165610681.0,191959005.0,76011683.0,82371150.0
Diluted EPS,,-0.37,-0.509791,-0.509791,-0.452879
Basic EPS,,-0.37,-0.509791,-0.509791,-0.452879
Diluted NI Availto Com Stockholders,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Net Income Common Stockholders,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Net Income Including Noncontrolling Interests,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Net Income Continuous Operations,-44041882.0,-61275952.0,-45612930.0,-38750102.0,
Tax Provision,228381.0,104956.0,28941.0,0.0,
Pretax Income,-43813501.0,-61170997.0,-45583989.0,-38750102.0,
Net Non Operating Interest Income Expense,3046438.0,-447201.0,-8045387.0,-3308972.0,
Total Other Finance Cost,1130000.0,,,,
Interest Expense Non Operating,1488844.0,587076.0,8045387.0,3308972.0,
Interest Income Non Operating,5665282.0,139875.0,0.0,0.0,
Operating Income,-42190770.0,-55097542.0,-38060627.0,-36355518.0,
Operating Expense,55322856.0,67213385.0,51196526.0,40323860.0,
Other Operating Expenses,20923063.0,30671499.0,28696352.0,28069858.0,
Depreciation And Amortization In Income Statement,2757789.0,4111388.0,4754240.0,5458149.0,
Depreciation Income Statement,2757789.0,4111388.0,4754240.0,5458149.0,
Selling General And Administration,,,,27579530.0,17650042.0
General And Administrative Expense,,,,27579530.0,17650042.0
Gross Profit,13132086.0,12115843.0,13135899.0,3968342.0,
Cost Of Revenue,26829293.0,11111161.0,4452508.0,5296000.0,
Total Revenue,39961379.0,23227004.0,17588407.0,9264342.0,
Operating Revenue,39961379.0,23227004.0,17588407.0,9264342.0,
