,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,5324000.0,11266000.0,-205076000.0,113000000.0
Tax Rate For Calcs,0.242,0.262,0.334,0.25
Normalized EBITDA,14588000000.0,14735000000.0,12279000000.0,13370000000.0
Total Unusual Items,22000000.0,43000000.0,-614000000.0,452000000.0
Total Unusual Items Excluding Goodwill,22000000.0,43000000.0,-614000000.0,452000000.0
Net Income From Continuing Operation Net Minority Interest,6474000000.0,6395000000.0,4469000000.0,7331000000.0
Reconciled Depreciation,4432000000.0,4297000000.0,3784000000.0,3305000000.0
Reconciled Cost Of Revenue,71349000000.0,77541000000.0,72465000000.0,58457000000.0
EBITDA,14610000000.0,14778000000.0,11665000000.0,13822000000.0
EBIT,10178000000.0,10481000000.0,7881000000.0,10517000000.0
Net Interest Income,-854000000.0,-815000000.0,-486000000.0,-502000000.0
Interest Expense,1089000000.0,1300000000.0,588000000.0,454000000.0
Interest Income,436000000.0,562000000.0,135000000.0,35000000.0
Normalized Income,6457324000.0,6363266000.0,4877924000.0,6992000000.0
Net Income From Continuing And Discontinued Operation,6474000000.0,6395000000.0,4469000000.0,7331000000.0
Total Expenses,88170000000.0,92629000000.0,87554000000.0,71414000000.0
Total Operating Income As Reported,10339000000.0,11084000000.0,8532000000.0,10758000000.0
Diluted Average Shares,455351068.0,455351068.0,455351068.0,455351068.0
Basic Average Shares,455351068.0,455351068.0,455351068.0,455351068.0
Diluted EPS,14.22,14.04,9.81,16.1
Basic EPS,14.22,14.04,9.81,16.1
Diluted NI Availto Com Stockholders,6474000000.0,6395000000.0,4469000000.0,7331000000.0
Net Income Common Stockholders,6474000000.0,6395000000.0,4469000000.0,7331000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,6474000000.0,6395000000.0,4469000000.0,7331000000.0
Minority Interests,-413000000.0,-382000000.0,-386000000.0,-248000000.0
Net Income Including Noncontrolling Interests,6887000000.0,6777000000.0,4855000000.0,7579000000.0
Net Income Continuous Operations,6887000000.0,6777000000.0,4855000000.0,7579000000.0
Tax Provision,2202000000.0,2404000000.0,2438000000.0,2484000000.0
Pretax Income,9089000000.0,9181000000.0,7293000000.0,10063000000.0
Special Income Charges,22000000.0,43000000.0,-614000000.0,452000000.0
Other Special Charges,-22000000.0,-43000000.0,614000000.0,-452000000.0
Net Non Operating Interest Income Expense,-854000000.0,-815000000.0,-486000000.0,-502000000.0
Total Other Finance Cost,201000000.0,77000000.0,33000000.0,83000000.0
Interest Expense Non Operating,1089000000.0,1300000000.0,588000000.0,454000000.0
Interest Income Non Operating,436000000.0,562000000.0,135000000.0,35000000.0
Operating Income,10552000000.0,11252000000.0,9379000000.0,10318000000.0
Operating Expense,16821000000.0,15088000000.0,15089000000.0,12957000000.0
Other Operating Expenses,271000000.0,-104000000.0,85000000.0,161000000.0
Research And Development,3326000000.0,3303000000.0,3177000000.0,2751000000.0
Selling General And Administration,13364000000.0,12057000000.0,12023000000.0,10250000000.0
Selling And Marketing Expense,12763000000.0,11450000000.0,11362000000.0,9736000000.0
General And Administrative Expense,601000000.0,607000000.0,661000000.0,514000000.0
Gross Profit,27373000000.0,26340000000.0,24468000000.0,23275000000.0
Cost Of Revenue,71349000000.0,77541000000.0,72465000000.0,58457000000.0
Total Revenue,98722000000.0,103881000000.0,96933000000.0,81732000000.0
Operating Revenue,98722000000.0,103881000000.0,96933000000.0,81732000000.0
