,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-1089094.0,-2724264.0,1688374.230389,-1468895.0,
Tax Rate For Calcs,0.226,0.241,0.240646,0.241,
Normalized EBITDA,152329000.0,158643000.0,112949000.0,88601000.0,
Total Unusual Items,-4819000.0,-11304000.0,7016000.0,-6095000.0,
Total Unusual Items Excluding Goodwill,-4819000.0,-11304000.0,7016000.0,-6095000.0,
Net Income From Continuing Operation Net Minority Interest,59121000.0,70822000.0,56117000.0,40227000.0,
Reconciled Depreciation,58706000.0,46479000.0,41322000.0,26672000.0,
Reconciled Cost Of Revenue,579411000.0,522377000.0,476942000.0,325113000.0,
EBITDA,147510000.0,147339000.0,119965000.0,82506000.0,
EBIT,88804000.0,100860000.0,78643000.0,55834000.0,
Net Interest Income,-12557000.0,-7687000.0,-4985000.0,-2806000.0,
Interest Expense,12615000.0,7585000.0,4742000.0,2849000.0,
Interest Income,1598000.0,915000.0,144000.0,48000.0,
Normalized Income,62850906.0,79401736.0,50789374.230389,44853105.0,
Net Income From Continuing And Discontinued Operation,59121000.0,70822000.0,56117000.0,40227000.0,
Total Expenses,716442000.0,639066000.0,584798000.0,398213000.0,
Total Operating Income As Reported,89784000.0,100793000.0,79198000.0,55798000.0,
Diluted Average Shares,,13400896.0,13354650.0,12858338.0,12217500.0
Basic Average Shares,,12934732.0,12842150.0,12345838.0,11705000.0
Diluted EPS,,5.28,4.2,3.13,0.2
Basic EPS,,5.48,4.37,3.26,0.2
Diluted NI Availto Com Stockholders,59121000.0,70822000.0,56117000.0,40227000.0,
Net Income Common Stockholders,59121000.0,70822000.0,56117000.0,40227000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,59121000.0,70822000.0,56117000.0,40227000.0,
Minority Interests,113000.0,0.0,,0.0,138000.0
Net Income Including Noncontrolling Interests,59008000.0,70822000.0,56117000.0,40227000.0,
Net Income Continuous Operations,59008000.0,70822000.0,56117000.0,40227000.0,
Tax Provision,17181000.0,22453000.0,17784000.0,12758000.0,
Pretax Income,76189000.0,93275000.0,73901000.0,52985000.0,
Special Income Charges,-4819000.0,-11304000.0,7016000.0,-6095000.0,
Other Special Charges,-544000.0,-1249000.0,-21697000.0,-549000.0,
Restructuring And Mergern Acquisition,5363000.0,12553000.0,14681000.0,6644000.0,
Net Non Operating Interest Income Expense,-12557000.0,-7687000.0,-4985000.0,-2806000.0,
Total Other Finance Cost,1540000.0,1017000.0,387000.0,5000.0,
Interest Expense Non Operating,12615000.0,7585000.0,4742000.0,2849000.0,
Interest Income Non Operating,1598000.0,915000.0,144000.0,48000.0,
Operating Income,94906000.0,112207000.0,71784000.0,61974000.0,
Operating Expense,137031000.0,116689000.0,107856000.0,73100000.0,
Other Operating Expenses,79514000.0,71219000.0,68136000.0,46428000.0,
Depreciation And Amortization In Income Statement,58667000.0,46479000.0,41322000.0,26672000.0,
Amortization,24938000.0,18555000.0,18317000.0,10806000.0,
Depreciation Income Statement,33729000.0,27924000.0,23005000.0,15866000.0,
Selling General And Administration,,,,56976000.0,29872000.0
General And Administrative Expense,,,,56976000.0,29872000.0
Gross Profit,231937000.0,228896000.0,179640000.0,135074000.0,
Cost Of Revenue,579411000.0,522377000.0,476942000.0,325113000.0,
Total Revenue,811348000.0,751273000.0,656582000.0,460187000.0,
Operating Revenue,811348000.0,751273000.0,656582000.0,460187000.0,
