,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,2079000.0,24955947.136564,0.0,0.0
Tax Rate For Calcs,0.231,0.242291,0.225,0.249
Normalized EBITDA,1501000000.0,1281000000.0,753000000.0,593000000.0
Total Unusual Items,9000000.0,103000000.0,0.0,
Total Unusual Items Excluding Goodwill,9000000.0,103000000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,623000000.0,515000000.0,376000000.0,308000000.0
Reconciled Depreciation,453000000.0,428000000.0,213000000.0,167000000.0
Reconciled Cost Of Revenue,4248000000.0,4277000000.0,2919000000.0,2456000000.0
EBITDA,1510000000.0,1384000000.0,753000000.0,593000000.0
EBIT,1057000000.0,956000000.0,540000000.0,426000000.0
Net Interest Income,-208000000.0,-267000000.0,-67000000.0,-26000000.0
Interest Expense,247000000.0,275000000.0,55000000.0,16000000.0
Interest Income,53000000.0,34000000.0,5000000.0,1000000.0
Normalized Income,616079000.0,436955947.136564,376000000.0,308000000.0
Net Income From Continuing And Discontinued Operation,623000000.0,515000000.0,376000000.0,308000000.0
Total Expenses,6119000000.0,6232000000.0,3927000000.0,3282000000.0
Total Operating Income As Reported,998000000.0,945000000.0,546000000.0,448000000.0
Diluted Average Shares,107573000.0,107573000.0,54158000.0,72541908.0
Basic Average Shares,107573000.0,107573000.0,54158000.0,72541908.0
Diluted EPS,5.87,5.25,5.26,4.240548
Basic EPS,5.89,5.25,5.26,4.240548
Diluted NI Availto Com Stockholders,623000000.0,515000000.0,376000000.0,308000000.0
Net Income Common Stockholders,623000000.0,515000000.0,376000000.0,308000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,623000000.0,515000000.0,376000000.0,308000000.0
Net Income Including Noncontrolling Interests,623000000.0,515000000.0,376000000.0,308000000.0
Net Income Continuous Operations,623000000.0,516000000.0,376000000.0,308000000.0
Tax Provision,187000000.0,165000000.0,109000000.0,102000000.0
Pretax Income,810000000.0,681000000.0,485000000.0,410000000.0
Special Income Charges,9000000.0,103000000.0,0.0,
Other Special Charges,,-55000000.0,,
Restructuring And Mergern Acquisition,-9000000.0,-48000000.0,0.0,
Net Non Operating Interest Income Expense,-208000000.0,-267000000.0,-67000000.0,-26000000.0
Total Other Finance Cost,14000000.0,26000000.0,17000000.0,11000000.0
Interest Expense Non Operating,247000000.0,275000000.0,55000000.0,16000000.0
Interest Income Non Operating,53000000.0,34000000.0,5000000.0,1000000.0
Operating Income,981000000.0,865000000.0,585000000.0,446000000.0
Operating Expense,1871000000.0,1955000000.0,1008000000.0,826000000.0
Other Operating Expenses,1000000.0,16000000.0,4000000.0,
Research And Development,166000000.0,150000000.0,117000000.0,101000000.0
Selling General And Administration,1709000000.0,1795000000.0,897000000.0,739000000.0
Selling And Marketing Expense,911000000.0,916000000.0,431000000.0,357000000.0
General And Administrative Expense,798000000.0,879000000.0,466000000.0,382000000.0
Gross Profit,2852000000.0,2820000000.0,1593000000.0,1272000000.0
Cost Of Revenue,4248000000.0,4277000000.0,2919000000.0,2456000000.0
Total Revenue,7099000000.0,7097000000.0,4512000000.0,3728000000.0
Operating Revenue,7099000000.0,7097000000.0,4512000000.0,3728000000.0
