,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.214995,0.223921,0.202,0.212,
Normalized EBITDA,64229000.0,55870000.0,34604000.0,56880000.0,
Net Income From Continuing Operation Net Minority Interest,37389000.0,29997000.0,17130000.0,34823000.0,
Reconciled Depreciation,14574000.0,15156000.0,13136000.0,12356000.0,
Reconciled Cost Of Revenue,261876000.0,285215000.0,261039000.0,224978000.0,
EBITDA,64229000.0,55870000.0,34604000.0,56880000.0,
EBIT,49655000.0,40714000.0,21468000.0,44524000.0,
Net Interest Income,-3197000.0,-6176000.0,63000.0,-171000.0,
Interest Expense,2026000.0,2062000.0,15000.0,309000.0,
Interest Income,3031000.0,1690000.0,78000.0,138000.0,
Normalized Income,37389000.0,29997000.0,17130000.0,34823000.0,
Net Income From Continuing And Discontinued Operation,37389000.0,29997000.0,17130000.0,34823000.0,
Total Expenses,358379000.0,376078000.0,344179000.0,288632000.0,
Rent Expense Supplemental,,,,,595000.0
Total Operating Income As Reported,46326000.0,40871000.0,18798000.0,44328000.0,
Diluted Average Shares,18471000.0,18468000.0,18468000.0,18468000.0,
Basic Average Shares,18468000.0,18468000.0,18468000.0,18468000.0,
Diluted EPS,2.02,1.62,0.92,1.89,
Basic EPS,2.02,1.62,0.92,1.89,
Diluted NI Availto Com Stockholders,37389000.0,29997000.0,17130000.0,34823000.0,
Net Income Common Stockholders,37389000.0,29997000.0,17130000.0,34823000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,37389000.0,29997000.0,17130000.0,34823000.0,
Minority Interests,0.0,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,37389000.0,29997000.0,17130000.0,34823000.0,
Net Income Continuous Operations,37389000.0,29997000.0,17130000.0,34823000.0,
Tax Provision,10240000.0,8655000.0,4323000.0,9392000.0,
Pretax Income,47629000.0,38652000.0,21453000.0,44215000.0,
Net Non Operating Interest Income Expense,-3197000.0,-6176000.0,63000.0,-171000.0,
Total Other Finance Cost,4202000.0,5804000.0,,,
Interest Expense Non Operating,2026000.0,2062000.0,15000.0,309000.0,
Interest Income Non Operating,3031000.0,1690000.0,78000.0,138000.0,
Operating Income,46326000.0,40871000.0,18798000.0,44328000.0,
Operating Expense,96503000.0,90863000.0,83140000.0,63654000.0,
Other Operating Expenses,81929000.0,75708000.0,70004000.0,51298000.0,
Depreciation And Amortization In Income Statement,14574000.0,15155000.0,13136000.0,12356000.0,
Depreciation Income Statement,14574000.0,15155000.0,13136000.0,12356000.0,
Selling General And Administration,,,,51298000.0,49662000.0
General And Administrative Expense,,,,51298000.0,49662000.0
Gross Profit,142829000.0,131734000.0,101938000.0,107982000.0,
Cost Of Revenue,261876000.0,285215000.0,261039000.0,224978000.0,
Total Revenue,404705000.0,416949000.0,362977000.0,332960000.0,
Operating Revenue,404705000.0,416949000.0,362977000.0,332960000.0,
