,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-5679433.58058,5262478.777589,0.0,-300000.0,
Tax Rate For Calcs,0.246932,0.14618,0.2,0.15,
Normalized EBITDA,7845000000.0,5906000000.0,13149000000.0,11316000000.0,
Total Unusual Items,-23000000.0,36000000.0,-1000000.0,-2000000.0,
Total Unusual Items Excluding Goodwill,-23000000.0,36000000.0,-1000000.0,-2000000.0,
Net Income From Continuing Operation Net Minority Interest,5552000000.0,4998000000.0,8256000000.0,6864000000.0,
Reconciled Depreciation,,5554000000.0,2789000000.0,2966000000.0,3277000000.0
Reconciled Cost Of Revenue,162001000000.0,153870000000.0,146483000000.0,128156000000.0,
EBITDA,7822000000.0,5942000000.0,13149000000.0,11314000000.0,
EBIT,7822000000.0,5942000000.0,10360000000.0,8348000000.0,
Net Interest Income,690000000.0,571000000.0,270000000.0,-176000000.0,
Interest Expense,407000000.0,52000000.0,48000000.0,223000000.0,
Interest Income,1153000000.0,712000000.0,355000000.0,68000000.0,
Normalized Income,5569320566.41942,4967262478.777589,8256000000.0,6865700000.0,
Net Income From Continuing And Discontinued Operation,5552000000.0,4998000000.0,8256000000.0,6864000000.0,
Total Expenses,170725000000.0,163256000000.0,155484000000.0,136021000000.0,
Total Operating Income As Reported,6748000000.0,5282000000.0,10021000000.0,8293000000.0,
Diluted Average Shares,414305022.0,414137628.0,414922620.0,415491861.0,
Basic Average Shares,410828510.0,410758367.0,412037581.0,412387142.0,
Diluted EPS,13.4,12.07,19.9,16.52,
Basic EPS,13.51,12.17,20.04,16.64,
Diluted NI Availto Com Stockholders,5552000000.0,4998000000.0,8256000000.0,6864000000.0,
Net Income Common Stockholders,5552000000.0,4998000000.0,8256000000.0,6864000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,5552000000.0,4998000000.0,8256000000.0,6864000000.0,
Minority Interests,-32000000.0,-31000000.0,-28000000.0,-23000000.0,
Net Income Including Noncontrolling Interests,5584000000.0,5029000000.0,8284000000.0,6887000000.0,
Net Income Continuous Operations,5584000000.0,5029000000.0,8285000000.0,6887000000.0,
Tax Provision,1831000000.0,861000000.0,2027000000.0,1238000000.0,
Pretax Income,7415000000.0,5890000000.0,10312000000.0,8125000000.0,
Special Income Charges,,,-5000000.0,,-15000000.0
Write Off,,,5000000.0,,15000000.0
Net Non Operating Interest Income Expense,690000000.0,571000000.0,270000000.0,-176000000.0,
Total Other Finance Cost,56000000.0,89000000.0,37000000.0,21000000.0,
Interest Expense Non Operating,407000000.0,52000000.0,48000000.0,223000000.0,
Interest Income Non Operating,1153000000.0,712000000.0,355000000.0,68000000.0,
Operating Income,5756000000.0,3911000000.0,7691000000.0,7844000000.0,
Operating Expense,8724000000.0,9386000000.0,9001000000.0,7865000000.0,
Other Operating Expenses,,,5000000.0,,
Selling General And Administration,8724000000.0,9386000000.0,8996000000.0,7865000000.0,
General And Administrative Expense,8724000000.0,9386000000.0,8996000000.0,7865000000.0,
Gross Profit,14480000000.0,13297000000.0,16692000000.0,15709000000.0,
Cost Of Revenue,162001000000.0,153870000000.0,146483000000.0,128156000000.0,
Total Revenue,176481000000.0,167169000000.0,163174000000.0,143865000000.0,
Operating Revenue,176481000000.0,167169000000.0,163174000000.0,143865000000.0,
