,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-1836795.0,-1209293.0,-1781059.0,-2075528.0
Total Unusual Items,-545485.0,-91403.0,27435.0,-327176.0
Total Unusual Items Excluding Goodwill,-545485.0,-91403.0,27435.0,-327176.0
Net Income From Continuing Operation Net Minority Interest,-2689754.0,-1316790.0,-1726189.0,-2729880.0
EBITDA,-2382280.0,-1300696.0,-1753624.0,-2402704.0
EBIT,-2382280.0,-1300696.0,-1753624.0,-2402704.0
Net Interest Income,162404.0,28745.0,0.0,
Interest Income,162404.0,28745.0,0.0,
Normalized Income,-2144269.0,-1225387.0,-1753624.0,-2402704.0
Net Income From Continuing And Discontinued Operation,-2689754.0,-1316790.0,-1726189.0,-2729880.0
Total Expenses,2382280.0,1300696.0,1753624.0,2402704.0
Diluted Average Shares,116215195.0,72989092.0,70268907.0,67770446.0
Basic Average Shares,116215195.0,72989092.0,70268907.0,67770446.0
Diluted EPS,-0.02,-0.02,-0.02,-0.04
Basic EPS,-0.02,-0.02,-0.02,-0.04
Diluted NI Availto Com Stockholders,-2689754.0,-1316790.0,-1726189.0,-2729880.0
Net Income Common Stockholders,-2689754.0,-1316790.0,-1726189.0,-2729880.0
Net Income,-2689754.0,-1316790.0,-1726189.0,-2729880.0
Net Income Including Noncontrolling Interests,-2689754.0,-1316790.0,-1726189.0,-2729880.0
Net Income Continuous Operations,-2689754.0,-1316790.0,-1726189.0,-2729880.0
Pretax Income,-2689754.0,-1316790.0,-1726189.0,-2729880.0
Other Income Expense,-469878.0,-44839.0,27435.0,-327176.0
Other Non Operating Income Expenses,75607.0,46564.0,,
Special Income Charges,-461778.0,0.0,0.0,-397936.0
Impairment Of Capital Assets,461778.0,0.0,0.0,397936.0
Gain On Sale Of Security,-83707.0,-91403.0,27435.0,70760.0
Net Non Operating Interest Income Expense,162404.0,28745.0,0.0,
Interest Income Non Operating,162404.0,28745.0,0.0,
Operating Income,-2382280.0,-1300696.0,-1753624.0,-2402704.0
Operating Expense,2382280.0,1300696.0,1753624.0,2402704.0
Other Operating Expenses,73333.0,95834.0,40919.0,27429.0
Selling General And Administration,2308947.0,1204862.0,1712705.0,2375275.0
Selling And Marketing Expense,247877.0,122509.0,301753.0,578791.0
General And Administrative Expense,2061070.0,1082353.0,1410952.0,1796484.0
Other Gand A,387409.0,165172.0,387248.0,1001685.0
Salaries And Wages,1673661.0,917181.0,1023704.0,794799.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
