,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-36995000.0,-75599000.0,-102968000.0,-97622000.0
Total Unusual Items,2157000.0,4233000.0,-1311000.0,80000.0
Total Unusual Items Excluding Goodwill,2157000.0,4233000.0,-1311000.0,80000.0
Net Income From Continuing Operation Net Minority Interest,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Reconciled Depreciation,4913000.0,57374000.0,252294000.0,28877000.0
Reconciled Cost Of Revenue,,0.0,11671000.0,44122000.0
EBITDA,-34838000.0,-71366000.0,-104279000.0,-97542000.0
EBIT,-39751000.0,-128740000.0,-356573000.0,-126419000.0
Net Interest Income,0.0,5000.0,-19000.0,-5136000.0
Interest Expense,3000.0,0.0,39000.0,6303000.0
Interest Income,3000.0,5000.0,20000.0,1167000.0
Normalized Income,-41911000.0,-132973000.0,-355301000.0,-132802000.0
Net Income From Continuing And Discontinued Operation,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Total Expenses,41962000.0,138808000.0,358737000.0,157712000.0
Total Operating Income As Reported,-41962000.0,-132171000.0,-355397000.0,-128647000.0
Diluted Average Shares,538043000.0,538043000.0,493207000.0,448370000.0
Basic Average Shares,538043000.0,538043000.0,493207000.0,448370000.0
Diluted EPS,-0.07,-0.24,-0.72,-0.3
Basic EPS,-0.07,-0.24,-0.72,-0.3
Diluted NI Availto Com Stockholders,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Net Income Common Stockholders,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Minority Interests,,,0.0,0.0
Net Income Including Noncontrolling Interests,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Net Income Continuous Operations,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Tax Provision,0.0,0.0,0.0,0.0
Pretax Income,-39754000.0,-128740000.0,-356612000.0,-132722000.0
Special Income Charges,131000.0,1913000.0,,
Other Special Charges,-131000.0,-1913000.0,,
Net Non Operating Interest Income Expense,0.0,5000.0,-19000.0,-5136000.0
Interest Expense Non Operating,3000.0,0.0,39000.0,6303000.0
Interest Income Non Operating,3000.0,5000.0,20000.0,1167000.0
Operating Income,-41962000.0,-138808000.0,-357722000.0,-131520000.0
Operating Expense,41962000.0,138808000.0,347066000.0,113590000.0
Other Operating Expenses,22621000.0,50769000.0,62580000.0,79438000.0
Depreciation And Amortization In Income Statement,4913000.0,57374000.0,252294000.0,28877000.0
Depreciation Income Statement,4913000.0,57374000.0,252294000.0,28877000.0
Selling General And Administration,,,,79438000.0
General And Administrative Expense,,,,79438000.0
Gross Profit,,0.0,-10656000.0,-17930000.0
Cost Of Revenue,,0.0,11671000.0,44122000.0
Total Revenue,0.0,0.0,1015000.0,26192000.0
Operating Revenue,0.0,0.0,1015000.0,26192000.0
