,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,1854.0,14832.0,-1222501.702553,0.0,
Tax Rate For Calcs,0.206,0.206,0.14752,0.208253,
Normalized EBITDA,115846000.0,97306000.0,142952000.0,109791000.0,
Total Unusual Items,9000.0,72000.0,-8287000.0,0.0,
Total Unusual Items Excluding Goodwill,9000.0,72000.0,-8287000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,3341000.0,-16654000.0,33297000.0,51344000.0,
Reconciled Depreciation,98335000.0,95015000.0,86319000.0,40881000.0,
Reconciled Cost Of Revenue,4045529000.0,4227643000.0,4042349000.0,3124458000.0,
EBITDA,115855000.0,97378000.0,134665000.0,109791000.0,
EBIT,17520000.0,2363000.0,48346000.0,68910000.0,
Net Interest Income,-5135000.0,-5633000.0,-4017000.0,-731000.0,
Interest Expense,16000000.0,14287000.0,9287000.0,4061000.0,
Interest Income,10865000.0,8654000.0,5270000.0,3330000.0,
Normalized Income,3333854.0,-16711168.0,40361498.297447,51344000.0,
Net Income From Continuing And Discontinued Operation,3341000.0,-16654000.0,33297000.0,51344000.0,
Total Expenses,4719721000.0,4884511000.0,4663423000.0,3590875000.0,
Total Operating Income As Reported,,,,34234000.0,30704000.0
Diluted Average Shares,,15490343.0,13333627.0,9659233.0,5201120.0
Basic Average Shares,,14860343.0,12936641.0,9659233.0,5201120.0
Diluted EPS,,-1.12,2.58,5.31,4.33
Basic EPS,,-1.12,2.75,5.31,4.33
Diluted NI Availto Com Stockholders,3341000.0,-16654000.0,33297000.0,51344000.0,
Net Income Common Stockholders,3341000.0,-16654000.0,33297000.0,51344000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,3341000.0,-16654000.0,33297000.0,51344000.0,
Minority Interests,,,,,0.0
Net Income Including Noncontrolling Interests,3341000.0,-16654000.0,33297000.0,51344000.0,
Net Income Continuous Operations,3341000.0,-16654000.0,33297000.0,51344000.0,
Tax Provision,-1821000.0,4730000.0,5762000.0,13505000.0,
Pretax Income,1520000.0,-11924000.0,39059000.0,64849000.0,
Other Non Operating Income Expenses,1671000.0,1414000.0,2428000.0,,
Special Income Charges,9000.0,72000.0,-8287000.0,0.0,
Other Special Charges,,-16000.0,9281000.0,,
Write Off,-9000.0,-56000.0,-994000.0,,
Net Non Operating Interest Income Expense,-5135000.0,-5633000.0,-4017000.0,-731000.0,
Total Other Finance Cost,,-56000.0,-994000.0,,
Interest Expense Non Operating,16000000.0,14287000.0,9287000.0,4061000.0,
Interest Income Non Operating,10865000.0,8654000.0,5270000.0,3330000.0,
Operating Income,8379000.0,3228000.0,55852000.0,65580000.0,
Operating Expense,674192000.0,656868000.0,621074000.0,466417000.0,
Other Operating Expenses,171326000.0,178964000.0,157516000.0,141534000.0,
Depreciation And Amortization In Income Statement,98335000.0,95015000.0,86319000.0,40881000.0,
Depreciation Income Statement,98335000.0,95015000.0,86319000.0,40881000.0,
Selling General And Administration,196856000.0,182692000.0,228463000.0,183572000.0,
Selling And Marketing Expense,196856000.0,182692000.0,228463000.0,183572000.0,
General And Administrative Expense,,,,40645000.0,45554000.0
Gross Profit,682571000.0,660096000.0,676926000.0,531997000.0,
Cost Of Revenue,4045529000.0,4227643000.0,4042349000.0,3124458000.0,
Total Revenue,4728100000.0,4887739000.0,4719275000.0,3656455000.0,
Operating Revenue,4728100000.0,4887739000.0,4719275000.0,3656455000.0,
