,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-247200000.0,-48720000.0,-147002461.033634,-31807382.265592
Tax Rate For Calcs,0.206,0.29,0.268253,0.267289
Normalized EBITDA,3739000000.0,4569000000.0,5067000000.0,3830000000.0
Total Unusual Items,-1200000000.0,-168000000.0,-548000000.0,-119000000.0
Total Unusual Items Excluding Goodwill,-1200000000.0,-168000000.0,-548000000.0,-119000000.0
Net Income From Continuing Operation Net Minority Interest,-2303000000.0,1332000000.0,1784000000.0,1726000000.0
Reconciled Depreciation,3510000000.0,1525000000.0,1477000000.0,920000000.0
Reconciled Cost Of Revenue,17800000000.0,19994000000.0,21883000000.0,15155000000.0
EBITDA,2539000000.0,4401000000.0,4519000000.0,3711000000.0
EBIT,-971000000.0,2876000000.0,3042000000.0,2791000000.0
Net Interest Income,-888000000.0,-853000000.0,-578000000.0,-441000000.0
Interest Expense,999000000.0,993000000.0,604000000.0,434000000.0
Interest Income,151000000.0,168000000.0,45000000.0,13000000.0
Normalized Income,-1350200000.0,1451280000.0,2184997538.966366,1813192617.734408
Net Income From Continuing And Discontinued Operation,-2303000000.0,1332000000.0,1784000000.0,1726000000.0
Total Expenses,24519000000.0,24841000000.0,26550000000.0,18614000000.0
Total Operating Income As Reported,-1123000000.0,2682000000.0,2789000000.0,2855000000.0
Diluted Average Shares,319499993.0,319499993.0,319499993.0,309644288.0
Basic Average Shares,319499993.0,319499993.0,319499993.0,309644288.0
Diluted EPS,-7.21,4.17,5.58,5.58
Basic EPS,-7.21,4.17,5.58,5.58
Diluted NI Availto Com Stockholders,-2303000000.0,1332000000.0,1784000000.0,1726000000.0
Net Income Common Stockholders,-2303000000.0,1332000000.0,1784000000.0,1726000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2303000000.0,1332000000.0,1784000000.0,1726000000.0
Net Income Including Noncontrolling Interests,-2303000000.0,1332000000.0,1784000000.0,1726000000.0
Net Income Continuous Operations,-2302000000.0,1332000000.0,1784000000.0,1727000000.0
Tax Provision,332000000.0,551000000.0,654000000.0,630000000.0
Pretax Income,-1970000000.0,1883000000.0,2438000000.0,2357000000.0
Special Income Charges,-1200000000.0,-168000000.0,-548000000.0,-119000000.0
Other Special Charges,40000000.0,23000000.0,32000000.0,-4000000.0
Restructuring And Mergern Acquisition,1160000000.0,145000000.0,516000000.0,123000000.0
Net Non Operating Interest Income Expense,-888000000.0,-853000000.0,-578000000.0,-441000000.0
Total Other Finance Cost,40000000.0,28000000.0,19000000.0,20000000.0
Interest Expense Non Operating,999000000.0,993000000.0,604000000.0,434000000.0
Interest Income Non Operating,151000000.0,168000000.0,45000000.0,13000000.0
Operating Income,101000000.0,2934000000.0,3214000000.0,2902000000.0
Operating Expense,6719000000.0,4847000000.0,4667000000.0,3459000000.0
Other Operating Expenses,3000000.0,5000000.0,5000000.0,7000000.0
Depreciation And Amortization In Income Statement,2593000000.0,613000000.0,611000000.0,369000000.0
Amortization,2593000000.0,613000000.0,611000000.0,369000000.0
Depreciation Income Statement,0.0,0.0,0.0,0.0
Research And Development,587000000.0,591000000.0,531000000.0,412000000.0
Selling General And Administration,3700000000.0,3750000000.0,3561000000.0,2679000000.0
Selling And Marketing Expense,2160000000.0,2184000000.0,2185000000.0,1593000000.0
General And Administrative Expense,1540000000.0,1566000000.0,1376000000.0,1086000000.0
Gross Profit,6820000000.0,7781000000.0,7881000000.0,6361000000.0
Cost Of Revenue,17800000000.0,19994000000.0,21883000000.0,15155000000.0
Total Revenue,24620000000.0,27775000000.0,29764000000.0,21516000000.0
Operating Revenue,24620000000.0,27775000000.0,29764000000.0,21516000000.0
