,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,-24001775.804661,0.0,0.0
Tax Rate For Calcs,0.195629,0.27525,0.206,0.0
Normalized EBITDA,501800000.0,305900000.0,233700000.0,-7300000.0
Total Unusual Items,0.0,-87200000.0,,
Total Unusual Items Excluding Goodwill,0.0,-87200000.0,,
Net Income From Continuing Operation Net Minority Interest,371700000.0,130600000.0,255500000.0,-7300000.0
Reconciled Depreciation,35900000.0,33300000.0,11200000.0,
Reconciled Cost Of Revenue,428700000.0,368700000.0,244700000.0,
EBITDA,501800000.0,218700000.0,233700000.0,-7300000.0
EBIT,465900000.0,185400000.0,222500000.0,-7300000.0
Net Interest Income,18800000.0,7200000.0,-700000.0,0.0
Interest Expense,3800000.0,5200000.0,2100000.0,0.0
Interest Income,22600000.0,12400000.0,1400000.0,0.0
Normalized Income,371700000.0,193798224.195339,255500000.0,-7300000.0
Net Income From Continuing And Discontinued Operation,371700000.0,130600000.0,255500000.0,-7300000.0
Total Expenses,1892400000.0,1558300000.0,1364900000.0,7300000.0
Total Operating Income As Reported,437500000.0,179100000.0,215300000.0,-7300000.0
Diluted Average Shares,88600000.0,59700000.0,35000000.0,27086575.0
Basic Average Shares,86100000.0,59700000.0,35000000.0,27086575.0
Diluted EPS,4.2,2.19,7.3,-0.27
Basic EPS,4.32,2.19,7.3,-0.27
Diluted NI Availto Com Stockholders,371700000.0,130600000.0,255500000.0,-7300000.0
Net Income Common Stockholders,371700000.0,130600000.0,255500000.0,-7300000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,371700000.0,130600000.0,255500000.0,-7300000.0
Net Income Including Noncontrolling Interests,371700000.0,130600000.0,255500000.0,-7300000.0
Net Income Continuous Operations,371700000.0,130600000.0,255500000.0,-7300000.0
Tax Provision,90400000.0,49600000.0,-35100000.0,0.0
Pretax Income,462100000.0,180200000.0,220400000.0,-7300000.0
Other Non Operating Income Expenses,5600000.0,-100000.0,,
Special Income Charges,0.0,-87200000.0,,
Restructuring And Mergern Acquisition,0.0,87200000.0,,
Net Non Operating Interest Income Expense,18800000.0,7200000.0,-700000.0,0.0
Interest Expense Non Operating,3800000.0,5200000.0,2100000.0,0.0
Interest Income Non Operating,22600000.0,12400000.0,1400000.0,0.0
Operating Income,433800000.0,269000000.0,196100000.0,-7300000.0
Operating Expense,1463700000.0,1189600000.0,1120200000.0,7300000.0
Other Operating Expenses,100000.0,300000.0,275800000.0,7300000.0
Depreciation And Amortization In Income Statement,,14600000.0,11200000.0,
Depreciation Income Statement,,14600000.0,11200000.0,
Research And Development,336100000.0,274100000.0,,
Selling General And Administration,1129500000.0,918200000.0,15500000.0,7300000.0
Selling And Marketing Expense,836000000.0,649400000.0,,
General And Administrative Expense,293500000.0,268800000.0,15500000.0,7300000.0
Gross Profit,1897500000.0,1458600000.0,1316300000.0,
Cost Of Revenue,428700000.0,368700000.0,244700000.0,
Total Revenue,2326200000.0,1827300000.0,1561000000.0,0.0
Operating Revenue,2326200000.0,1827300000.0,1561000000.0,0.0
