,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.004318,0.001464,0.0011,0.000222,
Normalized EBITDA,-13693000.0,-16155000.0,-47465000.0,-28353000.0,
Net Income From Continuing Operation Net Minority Interest,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Reconciled Depreciation,10859000.0,14305000.0,10504000.0,7468000.0,
Reconciled Cost Of Revenue,-22331000.0,-29830000.0,-24311000.0,-15636000.0,
EBITDA,-13693000.0,-16155000.0,-47465000.0,-28353000.0,
EBIT,-24552000.0,-76023000.0,-57969000.0,-35821000.0,
Net Interest Income,1049000.0,115000.0,-655000.0,-186000.0,
Interest Expense,461000.0,487000.0,666000.0,186000.0,
Interest Income,1510000.0,602000.0,11000.0,0.0,
Normalized Income,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Net Income From Continuing And Discontinued Operation,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Total Expenses,50739000.0,105662000.0,61161000.0,38058000.0,
Total Operating Income As Reported,-26062000.0,-76625000.0,-57981000.0,-35821000.0,
Diluted Average Shares,,72738358.0,52679086.0,42071338.0,22655354.0
Basic Average Shares,,70147681.0,50695626.0,35633470.0,19914967.0
Diluted EPS,,-1.09,-1.16,-1.01,-1.09
Basic EPS,,-1.09,-1.16,-1.01,-1.09
Diluted NI Availto Com Stockholders,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Net Income Common Stockholders,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Net Income Including Noncontrolling Interests,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Net Income Continuous Operations,-24905000.0,-76398000.0,-58571000.0,-35999000.0,
Tax Provision,-108000.0,-112000.0,-64000.0,-8000.0,
Pretax Income,-25013000.0,-76510000.0,-58635000.0,-36007000.0,
Other Non Operating Income Expenses,180000.0,,,,
Net Non Operating Interest Income Expense,1049000.0,115000.0,-655000.0,-186000.0,
Interest Expense Non Operating,461000.0,487000.0,666000.0,186000.0,
Interest Income Non Operating,1510000.0,602000.0,11000.0,0.0,
Operating Income,-26378000.0,-76335000.0,-58301000.0,-35684000.0,
Operating Expense,73070000.0,135492000.0,85472000.0,53694000.0,
Other Operating Expenses,20607000.0,24697000.0,28816000.0,15844000.0,
Depreciation And Amortization In Income Statement,10859000.0,59868000.0,10504000.0,7468000.0,
Depreciation Income Statement,10859000.0,59868000.0,10504000.0,7468000.0,
Research And Development,16527000.0,27709000.0,23769000.0,13698000.0,
Selling General And Administration,,,,15844000.0,9888000.0
General And Administrative Expense,,,,15844000.0,9888000.0
Gross Profit,46692000.0,59157000.0,27171000.0,18010000.0,
Cost Of Revenue,-22331000.0,-29830000.0,-24311000.0,-15636000.0,
Total Revenue,24361000.0,29327000.0,2860000.0,2374000.0,
Operating Revenue,24361000.0,29327000.0,2860000.0,2374000.0,
