,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,902400.0,-10053600.0,-5346300.0,455600.0
Tax Rate For Calcs,0.282,0.284,0.251,0.268
Normalized EBITDA,896900000.0,899200000.0,725800000.0,630400000.0
Total Unusual Items,3200000.0,-35400000.0,-21300000.0,1700000.0
Total Unusual Items Excluding Goodwill,3200000.0,-35400000.0,-21300000.0,1700000.0
Net Income From Continuing Operation Net Minority Interest,345200000.0,340900000.0,328700000.0,305300000.0
Reconciled Depreciation,273100000.0,258500000.0,201800000.0,174300000.0
Reconciled Cost Of Revenue,3576200000.0,3941600000.0,3311000000.0,2518500000.0
EBITDA,900100000.0,863800000.0,704500000.0,632100000.0
EBIT,627000000.0,605300000.0,502700000.0,457800000.0
Net Interest Income,-113100000.0,-103400000.0,-52900000.0,-38600000.0
Interest Expense,146300000.0,129100000.0,63900000.0,40700000.0
Interest Income,33200000.0,25700000.0,11000000.0,2100000.0
Normalized Income,342902400.0,366246400.0,344653700.0,304055600.0
Net Income From Continuing And Discontinued Operation,345200000.0,340900000.0,328700000.0,305300000.0
Total Expenses,5312600000.0,5549100000.0,4695800000.0,3581600000.0
Total Operating Income As Reported,592500000.0,592800000.0,480200000.0,458900000.0
Diluted Average Shares,35112042.0,35101313.0,35093096.0,35093096.0
Basic Average Shares,35112042.0,35101313.0,35093096.0,35093096.0
Diluted EPS,9.83,9.71,9.37,8.7
Basic EPS,9.83,9.71,9.37,8.7
Diluted NI Availto Com Stockholders,345200000.0,340900000.0,328700000.0,305300000.0
Net Income Common Stockholders,345200000.0,340900000.0,328700000.0,305300000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,345200000.0,340900000.0,328700000.0,305300000.0
Minority Interests,0.0,0.0,,
Net Income Including Noncontrolling Interests,345200000.0,340900000.0,328700000.0,305300000.0
Net Income Continuous Operations,345200000.0,340900000.0,328700000.0,305300000.0
Tax Provision,135500000.0,135300000.0,110100000.0,111800000.0
Pretax Income,480700000.0,476200000.0,438800000.0,417100000.0
Special Income Charges,3200000.0,-35400000.0,-21300000.0,1700000.0
Other Special Charges,-6300000.0,100000.0,-800000.0,-4400000.0
Write Off,5300000.0,20900000.0,22100000.0,2700000.0
Restructuring And Mergern Acquisition,-2200000.0,14400000.0,0.0,1300000.0
Net Non Operating Interest Income Expense,-113100000.0,-103400000.0,-52900000.0,-38600000.0
Interest Expense Non Operating,146300000.0,129100000.0,63900000.0,40700000.0
Interest Income Non Operating,33200000.0,25700000.0,11000000.0,2100000.0
Operating Income,587300000.0,638700000.0,483100000.0,460200000.0
Operating Expense,1736400000.0,1607500000.0,1384800000.0,1063100000.0
Other Operating Expenses,7000000.0,5400000.0,13500000.0,5200000.0
Research And Development,99100000.0,78600000.0,72500000.0,57000000.0
Selling General And Administration,1651700000.0,1547600000.0,1307700000.0,1038500000.0
Selling And Marketing Expense,1139900000.0,1075200000.0,877800000.0,702100000.0
General And Administrative Expense,511800000.0,472400000.0,429900000.0,336400000.0
Gross Profit,2323700000.0,2246200000.0,1867900000.0,1523300000.0
Cost Of Revenue,3576200000.0,3941600000.0,3311000000.0,2518500000.0
Total Revenue,5899900000.0,6187800000.0,5178900000.0,4041800000.0
Operating Revenue,5899900000.0,6187800000.0,5178900000.0,4041800000.0
