,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,996000.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.249,0.071,0.265,0.234,
Normalized EBITDA,4607000000.0,3994000000.0,2474000000.0,1844000000.0,
Total Unusual Items,4000000.0,0.0,,,
Total Unusual Items Excluding Goodwill,4000000.0,0.0,,,
Net Income From Continuing Operation Net Minority Interest,2227000000.0,2375000000.0,1248000000.0,979000000.0,
Reconciled Depreciation,990000000.0,872000000.0,571000000.0,474000000.0,
Reconciled Cost Of Revenue,24149000000.0,21821000000.0,15811000000.0,11869000000.0,
EBITDA,4611000000.0,3994000000.0,2474000000.0,1844000000.0,
EBIT,3621000000.0,3122000000.0,1903000000.0,1370000000.0,
Net Interest Income,-615000000.0,-588000000.0,-174000000.0,-70000000.0,
Interest Expense,613000000.0,539000000.0,182000000.0,78000000.0,
Interest Income,43000000.0,29000000.0,6000000.0,6000000.0,
Normalized Income,2223996000.0,2375000000.0,1248000000.0,979000000.0,
Net Income From Continuing And Discontinued Operation,2227000000.0,2375000000.0,1248000000.0,979000000.0,
Total Expenses,32172000000.0,29069000000.0,20821000000.0,15567000000.0,
Total Operating Income As Reported,3571000000.0,3159000000.0,1900000000.0,1361000000.0,
Diluted Average Shares,,486922447.0,415478482.0,417644942.0,417382985.0
Basic Average Shares,,486922447.0,415478482.0,415277687.0,414574220.0
Diluted EPS,,4.88,3.0,2.344096,1.730602
Basic EPS,,4.88,3.0,2.36241,1.739759
Diluted NI Availto Com Stockholders,2227000000.0,2375000000.0,1248000000.0,979000000.0,
Net Income Common Stockholders,2227000000.0,2375000000.0,1248000000.0,979000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,2227000000.0,2375000000.0,1248000000.0,979000000.0,
Minority Interests,-32000000.0,-25000000.0,-17000000.0,-11000000.0,
Net Income Including Noncontrolling Interests,2259000000.0,2400000000.0,1266000000.0,990000000.0,
Net Income Continuous Operations,2259000000.0,2400000000.0,1266000000.0,990000000.0,
Tax Provision,749000000.0,183000000.0,456000000.0,302000000.0,
Pretax Income,3008000000.0,2583000000.0,1721000000.0,1292000000.0,
Other Non Operating Income Expenses,2000000.0,,,1256000.0,5365000.0
Special Income Charges,4000000.0,0.0,,,
Other Special Charges,-4000000.0,,,,
Net Non Operating Interest Income Expense,-615000000.0,-588000000.0,-174000000.0,-70000000.0,
Total Other Finance Cost,45000000.0,78000000.0,-2000000.0,-2000000.0,
Interest Expense Non Operating,613000000.0,539000000.0,182000000.0,78000000.0,
Interest Income Non Operating,43000000.0,29000000.0,6000000.0,6000000.0,
Operating Income,3490000000.0,3081000000.0,1817000000.0,1338000000.0,
Operating Expense,8023000000.0,7248000000.0,5010000000.0,3698000000.0,
Other Operating Expenses,2595000000.0,2369000000.0,1718000000.0,986000000.0,
Depreciation And Amortization In Income Statement,989000000.0,872000000.0,571000000.0,474000000.0,
Depreciation Income Statement,989000000.0,872000000.0,571000000.0,474000000.0,
Selling General And Administration,,,,957637000.0,838226000.0
General And Administrative Expense,,,,957637000.0,838226000.0
Gross Profit,11513000000.0,10329000000.0,6827000000.0,5036000000.0,
Cost Of Revenue,24149000000.0,21821000000.0,15811000000.0,11869000000.0,
Total Revenue,35662000000.0,32150000000.0,22638000000.0,16905000000.0,
Operating Revenue,35662000000.0,32150000000.0,22638000000.0,16905000000.0,
