,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-337429000.0,-961402000.0,-279702000.0,-274068000.0
Tax Rate For Calcs,0.263,0.206,0.246,0.276
Normalized EBITDA,15334000000.0,14175000000.0,11326000000.0,8756000000.0
Total Unusual Items,-1283000000.0,-4667000000.0,-1137000000.0,-993000000.0
Total Unusual Items Excluding Goodwill,-1283000000.0,-4667000000.0,-1137000000.0,-993000000.0
Net Income From Continuing Operation Net Minority Interest,5160000000.0,1285000000.0,4310000000.0,3133000000.0
Reconciled Depreciation,4362000000.0,4176000000.0,3534000000.0,2994000000.0
Reconciled Cost Of Revenue,127935000000.0,125123000000.0,107124000000.0,87855000000.0
EBITDA,14051000000.0,9508000000.0,10189000000.0,7763000000.0
EBIT,9689000000.0,5332000000.0,6655000000.0,4769000000.0
Net Interest Income,-2310000000.0,-2233000000.0,-796000000.0,-388000000.0
Interest Expense,2670000000.0,2499000000.0,929000000.0,438000000.0
Interest Income,288000000.0,206000000.0,68000000.0,51000000.0
Normalized Income,6105571000.0,4990598000.0,5167298000.0,3851932000.0
Net Income From Continuing And Discontinued Operation,5160000000.0,1285000000.0,4310000000.0,3133000000.0
Total Expenses,151406000000.0,147693000000.0,125668000000.0,102055000000.0
Total Operating Income As Reported,9296000000.0,4948000000.0,6484000000.0,4695000000.0
Diluted Average Shares,572917552.0,572917552.0,468284366.0,438627461.0
Basic Average Shares,572917552.0,572917552.0,468284366.0,438627461.0
Diluted EPS,9.01,2.24,9.2,7.14
Basic EPS,9.01,2.24,9.2,7.14
Diluted NI Availto Com Stockholders,5160000000.0,1285000000.0,4310000000.0,3133000000.0
Net Income Common Stockholders,5160000000.0,1285000000.0,4310000000.0,3133000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5160000000.0,1285000000.0,4310000000.0,3133000000.0
Minority Interests,-12000000.0,-12000000.0,-6000000.0,-1000000.0
Net Income Including Noncontrolling Interests,5172000000.0,1297000000.0,4316000000.0,3134000000.0
Net Income Continuous Operations,5172000000.0,1297000000.0,4316000000.0,3134000000.0
Tax Provision,1847000000.0,1536000000.0,1410000000.0,1197000000.0
Pretax Income,7019000000.0,2833000000.0,5726000000.0,4331000000.0
Special Income Charges,-1285000000.0,-4669000000.0,-1135000000.0,-993000000.0
Other Special Charges,536000000.0,3321000000.0,1086000000.0,871000000.0
Restructuring And Mergern Acquisition,749000000.0,1348000000.0,1135000000.0,122000000.0
Net Non Operating Interest Income Expense,-2310000000.0,-2233000000.0,-796000000.0,-388000000.0
Total Other Finance Cost,-72000000.0,-60000000.0,-65000000.0,1000000.0
Interest Expense Non Operating,2670000000.0,2499000000.0,929000000.0,438000000.0
Interest Income Non Operating,288000000.0,206000000.0,68000000.0,51000000.0
Operating Income,10515000000.0,9556000000.0,7569000000.0,5645000000.0
Operating Expense,23471000000.0,22570000000.0,18544000000.0,14200000000.0
Depreciation And Amortization In Income Statement,2782000000.0,2589000000.0,414000000.0,290000000.0
Amortization,1248000000.0,1108000000.0,414000000.0,290000000.0
Depreciation Income Statement,1534000000.0,1481000000.0,0.0,0.0
Selling General And Administration,20760000000.0,20045000000.0,18182000000.0,13953000000.0
General And Administrative Expense,20760000000.0,20045000000.0,18182000000.0,13953000000.0
Gross Profit,33986000000.0,32126000000.0,26113000000.0,19845000000.0
Cost Of Revenue,127935000000.0,125123000000.0,107124000000.0,87855000000.0
Total Revenue,161921000000.0,157249000000.0,133237000000.0,107700000000.0
Operating Revenue,161921000000.0,157249000000.0,133237000000.0,107700000000.0
