,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-618000.0,0.0,8190.0,1189248.0,
Tax Rate For Calcs,0.206,0.254006,0.273,0.128,
Normalized EBITDA,68302000.0,92664000.0,76288000.0,57605000.0,
Total Unusual Items,-3000000.0,,30000.0,9291000.0,0.0
Total Unusual Items Excluding Goodwill,-3000000.0,,30000.0,9291000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-3185000.0,25282000.0,24292000.0,23910000.0,
Reconciled Depreciation,49801000.0,51257000.0,35899000.0,32574000.0,
Reconciled Cost Of Revenue,1655289000.0,1572876000.0,1293472000.0,1144779000.0,
EBITDA,65302000.0,92664000.0,76318000.0,66896000.0,
EBIT,15501000.0,41407000.0,40419000.0,34322000.0,
Net Interest Income,-7297000.0,-5648000.0,-4187000.0,-7611000.0,
Interest Expense,9317000.0,7518000.0,6987000.0,6901000.0,
Interest Income,2914000.0,3461000.0,3757000.0,258000.0,
Normalized Income,-803000.0,25282000.0,24270190.0,15808248.0,
Net Income From Continuing And Discontinued Operation,-3185000.0,25282000.0,24292000.0,23910000.0,
Total Expenses,2093603000.0,1947230000.0,1596449000.0,1394901000.0,
Total Operating Income As Reported,19798000.0,39526000.0,43101000.0,28392000.0,
Diluted Average Shares,48709000.0,45137000.0,45503967.0,45137000.0,
Basic Average Shares,48709000.0,45137000.0,45503967.0,45137000.0,
Diluted EPS,-0.07,0.56,0.533844,0.53,
Basic EPS,-0.07,0.56,0.535645,0.53,
Diluted NI Availto Com Stockholders,-3185000.0,25282000.0,24292000.0,23910000.0,
Net Income Common Stockholders,-3185000.0,25282000.0,24292000.0,23910000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-3185000.0,25282000.0,24292000.0,23910000.0,
Net Income Including Noncontrolling Interests,-3185000.0,25282000.0,24292000.0,23910000.0,
Net Income Continuous Operations,-3185000.0,25282000.0,24292000.0,23910000.0,
Tax Provision,9369000.0,8608000.0,9139000.0,3511000.0,
Pretax Income,6184000.0,33889000.0,33432000.0,27421000.0,
Net Non Operating Interest Income Expense,-7297000.0,-5648000.0,-4187000.0,-7611000.0,
Total Other Finance Cost,894000.0,1591000.0,957000.0,968000.0,
Interest Expense Non Operating,9317000.0,7518000.0,6987000.0,6901000.0,
Interest Income Non Operating,2914000.0,3461000.0,3757000.0,258000.0,
Operating Income,19798000.0,39525000.0,43101000.0,28393000.0,
Operating Expense,438314000.0,374354000.0,302977000.0,250122000.0,
Other Operating Expenses,,,,,79000.0
Research And Development,45362000.0,46292000.0,30084000.0,28121000.0,
Selling General And Administration,392952000.0,328062000.0,272893000.0,220187000.0,
Selling And Marketing Expense,305400000.0,268241000.0,215576000.0,169022000.0,
General And Administrative Expense,87552000.0,59821000.0,57317000.0,51165000.0,
Gross Profit,458112000.0,413879000.0,346078000.0,278515000.0,
Cost Of Revenue,1655289000.0,1572876000.0,1293472000.0,1144779000.0,
Total Revenue,2113401000.0,1986755000.0,1639550000.0,1423294000.0,
Operating Revenue,2113401000.0,1986755000.0,1639550000.0,1423294000.0,
