,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.206,0.206,
Normalized EBITDA,7044000.0,-786000.0,-12081000.0,-19052000.0,
Total Unusual Items,0.0,-99000.0,,,
Total Unusual Items Excluding Goodwill,0.0,-99000.0,,,
Net Income From Continuing Operation Net Minority Interest,507000.0,-6452000.0,-17129000.0,-23320000.0,
Reconciled Depreciation,7211000.0,5822000.0,4921000.0,4160000.0,
Reconciled Cost Of Revenue,34314000.0,34242000.0,32627000.0,30707000.0,
EBITDA,7044000.0,-885000.0,-12081000.0,-19052000.0,
EBIT,-167000.0,-6707000.0,-17002000.0,-23212000.0,
Net Interest Income,675000.0,355000.0,-123000.0,-80000.0,
Interest Expense,,,123000.0,80000.0,222000.0
Interest Income,675000.0,355000.0,,,0.0
Normalized Income,507000.0,-6353000.0,-17129000.0,-23320000.0,
Net Income From Continuing And Discontinued Operation,507000.0,-6452000.0,-17129000.0,-23320000.0,
Total Expenses,56570000.0,55621000.0,52827000.0,50008000.0,
Total Operating Income As Reported,-167000.0,-6708000.0,-17002000.0,-23212000.0,
Diluted Average Shares,40113043.0,40375543.0,36043517.0,29630990.0,
Basic Average Shares,39147043.0,39147043.0,34630077.0,27813110.0,
Diluted EPS,0.01,-0.16,-0.49,-0.84,
Basic EPS,0.01,-0.16,-0.49,-0.84,
Diluted NI Availto Com Stockholders,507000.0,-6452000.0,-17129000.0,-23320000.0,
Net Income Common Stockholders,507000.0,-6452000.0,-17129000.0,-23320000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,507000.0,-6452000.0,-17129000.0,-23320000.0,
Minority Interests,,,,,0.0
Net Income Including Noncontrolling Interests,507000.0,-6452000.0,-17129000.0,-23320000.0,
Net Income Continuous Operations,507000.0,-6452000.0,-17128000.0,-23319000.0,
Tax Provision,0.0,0.0,3000.0,27000.0,
Pretax Income,507000.0,-6452000.0,-17125000.0,-23292000.0,
Other Non Operating Income Expenses,507000.0,-368000.0,,,
Special Income Charges,0.0,-99000.0,,,
Write Off,0.0,99000.0,,,
Net Non Operating Interest Income Expense,675000.0,355000.0,-123000.0,-80000.0,
Interest Expense Non Operating,,,123000.0,80000.0,222000.0
Interest Income Non Operating,675000.0,355000.0,,,0.0
Operating Income,-167000.0,-6707000.0,-17002000.0,-23212000.0,
Operating Expense,22256000.0,21379000.0,20200000.0,19301000.0,
Other Operating Expenses,17715000.0,16649000.0,15926000.0,15588000.0,
Depreciation And Amortization In Income Statement,6709000.0,5822000.0,4921000.0,4160000.0,
Depreciation Income Statement,6709000.0,5822000.0,4921000.0,4160000.0,
Selling General And Administration,,,,8750000.0,11685000.0
General And Administrative Expense,,,,8750000.0,11685000.0
Gross Profit,22089000.0,14672000.0,3198000.0,-3911000.0,
Cost Of Revenue,34314000.0,34242000.0,32627000.0,30707000.0,
Total Revenue,56403000.0,48914000.0,35825000.0,26796000.0,
Operating Revenue,56403000.0,48914000.0,35825000.0,26796000.0,
