,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-45114000.0,-254069647.696477,347165991.902834,104381406.436234
Tax Rate For Calcs,0.206,0.252304,0.198381,0.195471
Normalized EBITDA,1159000000.0,-5376000000.0,1930000000.0,6700000000.0
Total Unusual Items,-219000000.0,-1007000000.0,1750000000.0,534000000.0
Total Unusual Items Excluding Goodwill,-219000000.0,-1007000000.0,1750000000.0,534000000.0
Net Income From Continuing Operation Net Minority Interest,-213000000.0,-5518000000.0,2376000000.0,5400000000.0
Reconciled Depreciation,13000000.0,11000000.0,88000000.0,7000000.0
Reconciled Cost Of Revenue,1139000000.0,1402000000.0,1166000000.0,775000000.0
EBITDA,940000000.0,-6383000000.0,3680000000.0,7234000000.0
EBIT,927000000.0,-6394000000.0,3592000000.0,7227000000.0
Net Interest Income,-962000000.0,-962000000.0,-612000000.0,-495000000.0
Interest Expense,1016000000.0,986000000.0,628000000.0,515000000.0
Interest Income,54000000.0,24000000.0,16000000.0,20000000.0
Normalized Income,-39114000.0,-4765069647.696477,973165991.902834,4970381406.436234
Net Income From Continuing And Discontinued Operation,-213000000.0,-5518000000.0,2376000000.0,5400000000.0
Total Expenses,1273000000.0,1544000000.0,1310000000.0,921000000.0
Rent Expense Supplemental,41000000.0,45000000.0,42000000.0,36000000.0
Diluted Average Shares,314600000.0,314600000.0,317200000.0,322700000.0
Basic Average Shares,314600000.0,314600000.0,317200000.0,322700000.0
Diluted EPS,-0.68,-17.54,7.49,16.73
Basic EPS,-0.68,-17.54,7.49,16.73
Diluted NI Availto Com Stockholders,-213000000.0,-5518000000.0,2376000000.0,5400000000.0
Net Income Common Stockholders,-213000000.0,-5518000000.0,2376000000.0,5400000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-213000000.0,-5518000000.0,2376000000.0,5400000000.0
Net Income Including Noncontrolling Interests,-213000000.0,-5518000000.0,2376000000.0,5400000000.0
Net Income Continuous Operations,-213000000.0,-5518000000.0,2376000000.0,5400000000.0
Tax Provision,124000000.0,-1862000000.0,588000000.0,1312000000.0
Pretax Income,-89000000.0,-7380000000.0,2964000000.0,6712000000.0
Special Income Charges,-73000000.0,0.0,,
Impairment Of Capital Assets,73000000.0,0.0,,
Net Non Operating Interest Income Expense,-962000000.0,-962000000.0,-612000000.0,-495000000.0
Interest Expense Non Operating,1016000000.0,986000000.0,628000000.0,515000000.0
Interest Income Non Operating,54000000.0,24000000.0,16000000.0,20000000.0
Operating Income,2398000000.0,2386000000.0,2017000000.0,2030000000.0
Operating Expense,134000000.0,142000000.0,144000000.0,146000000.0
Selling General And Administration,93000000.0,97000000.0,102000000.0,110000000.0
General And Administrative Expense,93000000.0,97000000.0,102000000.0,110000000.0
Rent And Landing Fees,41000000.0,45000000.0,42000000.0,36000000.0
Gross Profit,2532000000.0,2528000000.0,2161000000.0,2176000000.0
Cost Of Revenue,1139000000.0,1402000000.0,1166000000.0,775000000.0
Total Revenue,3671000000.0,3930000000.0,3327000000.0,2951000000.0
Operating Revenue,3671000000.0,3930000000.0,3327000000.0,2951000000.0
