,2024-12-31,2023-12-31,2022-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,-1761300.0,0.0
Tax Rate For Calcs,0.152424,0.283324,0.206,0.213807
Normalized EBITDA,-5763000.0,2160000.0,2375000.0,-4568000.0
Total Unusual Items,,-649000.0,-8550000.0,0.0
Total Unusual Items Excluding Goodwill,,-649000.0,-8550000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-5961000.0,1328000.0,-6745000.0,-3634000.0
Reconciled Depreciation,143000.0,135000.0,87000.0,7000.0
Reconciled Cost Of Revenue,8575000.0,8543000.0,6145000.0,6199000.0
EBITDA,-5763000.0,2160000.0,-6175000.0,-4568000.0
EBIT,-5906000.0,2025000.0,-6262000.0,-4575000.0
Net Interest Income,-1127000.0,-172000.0,112000.0,17000.0
Interest Expense,,2000.0,0.0,46000.0
Interest Income,,479000.0,112000.0,63000.0
Normalized Income,-5961000.0,1328000.0,43700.0,-3634000.0
Net Income From Continuing And Discontinued Operation,-5961000.0,1328000.0,-6745000.0,-3634000.0
Total Expenses,14160000.0,14857000.0,11894000.0,11805000.0
Total Operating Income As Reported,-5906000.0,2025000.0,2176000.0,-4639000.0
Diluted Average Shares,13557000.0,13557000.0,13557000.0,11159514.0
Basic Average Shares,13557000.0,13557000.0,13557000.0,11159514.0
Diluted EPS,-0.44,0.1,-0.5,-0.323958
Basic EPS,-0.44,0.1,-0.5,-0.323958
Diluted NI Availto Com Stockholders,-5961000.0,1328000.0,-6745000.0,-3634000.0
Net Income Common Stockholders,-5961000.0,1328000.0,-6745000.0,-3634000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-5961000.0,1328000.0,-6745000.0,-3634000.0
Net Income Including Noncontrolling Interests,-5961000.0,1328000.0,-6745000.0,-3633000.0
Net Income Continuous Operations,-5961000.0,1328000.0,-6745000.0,-3633000.0
Tax Provision,-1072000.0,525000.0,483000.0,-988000.0
Pretax Income,-7033000.0,1853000.0,-6262000.0,-4621000.0
Special Income Charges,,,,0.0
Write Off,,,,0.0
Net Non Operating Interest Income Expense,-1127000.0,-172000.0,112000.0,17000.0
Interest Expense Non Operating,,2000.0,0.0,46000.0
Interest Income Non Operating,,479000.0,112000.0,63000.0
Operating Income,-5906000.0,2025000.0,2176000.0,-4638000.0
Operating Expense,5585000.0,6314000.0,5749000.0,5606000.0
Other Operating Expenses,5442000.0,6179000.0,3164000.0,5599000.0
Depreciation And Amortization In Income Statement,143000.0,135000.0,87000.0,7000.0
Depreciation Income Statement,143000.0,135000.0,87000.0,7000.0
Selling General And Administration,,,3164000.0,5599000.0
General And Administrative Expense,,,3164000.0,5599000.0
Gross Profit,-321000.0,8339000.0,7925000.0,968000.0
Cost Of Revenue,8575000.0,8543000.0,6145000.0,6199000.0
Total Revenue,8254000.0,16882000.0,14070000.0,7167000.0
Operating Revenue,8254000.0,16882000.0,14070000.0,7167000.0
