,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-6334000.0,-3469000.0,-2837000.0,-1547000.0
Net Income From Continuing Operation Net Minority Interest,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Reconciled Depreciation,1375000.0,1666000.0,1683000.0,1515000.0
Reconciled Cost Of Revenue,-1844000.0,-2970000.0,-873000.0,96000.0
EBITDA,-6334000.0,-3469000.0,-2837000.0,-1547000.0
EBIT,-7709000.0,-5135000.0,-4520000.0,-3062000.0
Net Interest Income,-165000.0,-40000.0,-78000.0,-138000.0
Interest Expense,165000.0,40000.0,78000.0,138000.0
Interest Income,,1000.0,0.0,
Normalized Income,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Net Income From Continuing And Discontinued Operation,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Total Expenses,8357000.0,6703000.0,5543000.0,3757000.0
Total Operating Income As Reported,-7709000.0,-5135000.0,-4520000.0,-3062000.0
Diluted Average Shares,,1859100000.0,2438867.0,2438867.0
Basic Average Shares,,1859100000.0,2438867.0,2438867.0
Diluted EPS,,-0.002784,-1.885302,-1.312085
Basic EPS,,-0.002784,-1.885302,-1.312085
Diluted NI Availto Com Stockholders,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Net Income Common Stockholders,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Net Income Including Noncontrolling Interests,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Net Income Continuous Operations,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Pretax Income,-7874000.0,-5175000.0,-4598000.0,-3200000.0
Net Non Operating Interest Income Expense,-165000.0,-40000.0,-78000.0,-138000.0
Interest Expense Non Operating,165000.0,40000.0,78000.0,138000.0
Interest Income Non Operating,,1000.0,0.0,
Operating Income,-7709000.0,-5135000.0,-4520000.0,-3554000.0
Operating Expense,10201000.0,9673000.0,6416000.0,3661000.0
Other Operating Expenses,5911000.0,5539000.0,3090000.0,2716000.0
Depreciation And Amortization In Income Statement,1375000.0,1666000.0,1683000.0,1515000.0
Amortization,,,1683000.0,1515000.0
Depreciation Income Statement,1375000.0,1666000.0,1683000.0,1515000.0
Gross Profit,2492000.0,4538000.0,1896000.0,107000.0
Cost Of Revenue,-1844000.0,-2970000.0,-873000.0,96000.0
Total Revenue,648000.0,1568000.0,1023000.0,203000.0
Operating Revenue,648000.0,1568000.0,1023000.0,203000.0
