,2024-12-31,2023-12-31,2022-12-31,2021-03-31
Tax Effect Of Unusual Items,0.0,0.0,363807.63,15982.8
Tax Rate For Calcs,0.16483,0.143331,0.19,0.19
Normalized EBITDA,4845735.0,5515218.0,1914618.0,98684.0
Total Unusual Items,,2237661.0,1914777.0,84120.0
Total Unusual Items Excluding Goodwill,,2237661.0,1914777.0,84120.0
Net Income From Continuing Operation Net Minority Interest,-2261001.0,1545584.0,334992.0,-142206.0
Reconciled Depreciation,6997590.0,2719275.0,2576056.0,262712.0
Reconciled Cost Of Revenue,61738293.0,58372814.0,57463846.0,21200477.0
EBITDA,4845735.0,5515218.0,3829395.0,182804.0
EBIT,-2151855.0,2795943.0,1253339.0,-79908.0
Net Interest Income,-347021.0,-923315.0,-960753.0,-12867.0
Interest Expense,555381.0,991764.0,960753.0,12867.0
Interest Income,208360.0,68449.0,,
Normalized Income,-2261001.0,1545584.0,-1215977.37,-210343.2
Net Income From Continuing And Discontinued Operation,-2261001.0,1545584.0,334992.0,-142206.0
Total Expenses,78904264.0,66943667.0,69143646.0,24563481.0
Rent Expense Supplemental,,,54039.0,38534.0
Total Operating Income As Reported,-2360215.0,3080414.0,1300745.0,-79908.0
Diluted Average Shares,56870865.0,55912668.0,54696502.0,43706362.0
Basic Average Shares,56870865.0,55912668.0,51740827.0,43706362.0
Diluted EPS,-0.039757,0.0226,0.006125,-0.0033
Basic EPS,-0.039757,0.0226,0.006474,-0.0033
Diluted NI Availto Com Stockholders,-2261001.0,1545584.0,334992.0,-142206.0
Net Income Common Stockholders,-2261001.0,1545584.0,334992.0,-142206.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2261001.0,1545584.0,334992.0,-142206.0
Net Income Including Noncontrolling Interests,-2261001.0,1545584.0,334992.0,-142206.0
Net Income Continuous Operations,-2261001.0,1545584.0,334992.0,-142206.0
Tax Provision,-446235.0,258595.0,-42406.0,49431.0
Pretax Income,-2707236.0,1804179.0,292586.0,-92775.0
Special Income Charges,,2237661.0,1914777.0,84120.0
Other Special Charges,,1105044.0,,
Write Off,,,0.0,-84120.0
Restructuring And Mergern Acquisition,,-3342705.0,-1914777.0,
Net Non Operating Interest Income Expense,-347021.0,-923315.0,-960753.0,-12867.0
Interest Expense Non Operating,555381.0,991764.0,960753.0,12867.0
Interest Income Non Operating,208360.0,68449.0,,
Operating Income,-2360215.0,3080414.0,-614032.0,-125995.0
Operating Expense,17165971.0,8570853.0,11679800.0,3363004.0
Depreciation And Amortization In Income Statement,,2719275.0,2576056.0,262712.0
Amortization,,2585586.0,2460915.0,187952.0
Depreciation Income Statement,,133689.0,115141.0,74760.0
Selling General And Administration,20819639.0,11913558.0,4568946.0,689267.0
General And Administrative Expense,20819639.0,11913558.0,4568946.0,689267.0
Rent And Landing Fees,,,54039.0,38534.0
Gross Profit,14805756.0,11651267.0,11065768.0,3237009.0
Cost Of Revenue,61738293.0,58372814.0,57463846.0,21200477.0
Total Revenue,76544049.0,70024081.0,68529614.0,24437486.0
Operating Revenue,76544049.0,70024081.0,68529614.0,24437486.0
