,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,16031250.0,710659.898477,-17922000.0,-266666.666667
Tax Rate For Calcs,0.28125,0.35533,0.206,0.266667
Normalized EBITDA,471000000.0,454000000.0,436000000.0,396000000.0
Total Unusual Items,57000000.0,2000000.0,-87000000.0,-1000000.0
Total Unusual Items Excluding Goodwill,57000000.0,2000000.0,-87000000.0,-1000000.0
Net Income From Continuing Operation Net Minority Interest,135000000.0,103000000.0,55000000.0,143000000.0
Reconciled Depreciation,197000000.0,189000000.0,175000000.0,168000000.0
Reconciled Cost Of Revenue,4737000000.0,4789000000.0,3648000000.0,3020000000.0
EBITDA,528000000.0,456000000.0,349000000.0,395000000.0
EBIT,331000000.0,267000000.0,174000000.0,227000000.0
Net Interest Income,-95000000.0,-63000000.0,-23000000.0,-22000000.0
Interest Expense,107000000.0,70000000.0,19000000.0,17000000.0
Interest Income,18000000.0,13000000.0,2000000.0,1000000.0
Normalized Income,94031250.0,101710659.898477,124078000.0,143733333.333333
Net Income From Continuing And Discontinued Operation,135000000.0,103000000.0,55000000.0,143000000.0
Total Expenses,5574000000.0,5520000000.0,4218000000.0,3512000000.0
Total Operating Income As Reported,301000000.0,230000000.0,180000000.0,232000000.0
Diluted Average Shares,20987992.0,20987992.0,20987992.0,20987992.0
Basic Average Shares,20987992.0,20987992.0,20987992.0,20987992.0
Diluted EPS,6.45,4.89,2.65,6.85
Basic EPS,6.45,4.89,2.65,6.85
Diluted NI Availto Com Stockholders,135000000.0,103000000.0,55000000.0,143000000.0
Net Income Common Stockholders,135000000.0,103000000.0,55000000.0,143000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,135000000.0,103000000.0,55000000.0,143000000.0
Minority Interests,-26000000.0,-24000000.0,-19000000.0,-11000000.0
Net Income Including Noncontrolling Interests,161000000.0,127000000.0,74000000.0,154000000.0
Net Income Continuous Operations,161000000.0,127000000.0,74000000.0,154000000.0
Tax Provision,63000000.0,70000000.0,81000000.0,56000000.0
Pretax Income,224000000.0,197000000.0,155000000.0,210000000.0
Special Income Charges,57000000.0,2000000.0,-87000000.0,-1000000.0
Other Special Charges,-76000000.0,-2000000.0,87000000.0,1000000.0
Impairment Of Capital Assets,19000000.0,0.0,,
Net Non Operating Interest Income Expense,-95000000.0,-63000000.0,-23000000.0,-22000000.0
Total Other Finance Cost,6000000.0,6000000.0,6000000.0,6000000.0
Interest Expense Non Operating,107000000.0,70000000.0,19000000.0,17000000.0
Interest Income Non Operating,18000000.0,13000000.0,2000000.0,1000000.0
Operating Income,233000000.0,237000000.0,256000000.0,218000000.0
Operating Expense,837000000.0,731000000.0,570000000.0,492000000.0
Other Operating Expenses,24000000.0,3000000.0,3000000.0,2000000.0
Selling General And Administration,850000000.0,735000000.0,573000000.0,502000000.0
Selling And Marketing Expense,446000000.0,396000000.0,320000000.0,279000000.0
General And Administrative Expense,404000000.0,339000000.0,253000000.0,223000000.0
Gross Profit,1070000000.0,968000000.0,826000000.0,710000000.0
Cost Of Revenue,4737000000.0,4789000000.0,3648000000.0,3020000000.0
Total Revenue,5807000000.0,5757000000.0,4474000000.0,3730000000.0
Operating Revenue,5807000000.0,5757000000.0,4474000000.0,3730000000.0
