,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.000233,0.206
Normalized EBITDA,9885000.0,-2113000.0,-12361000.0,-11289000.0
Total Unusual Items,641000.0,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,641000.0,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,9002000.0,-447000.0,-21499000.0,-14794000.0
Reconciled Depreciation,1491000.0,-1673000.0,9143000.0,3445000.0
Reconciled Cost Of Revenue,732824000.0,538486000.0,625747000.0,743736000.0
EBITDA,10526000.0,-2113000.0,-12361000.0,-11289000.0
EBIT,9035000.0,-440000.0,-21504000.0,-14734000.0
Net Interest Income,58000.0,-2000.0,3000.0,-2000.0
Interest Expense,33000.0,7000.0,1000.0,2000.0
Interest Income,91000.0,5000.0,4000.0,0.0
Normalized Income,8361000.0,-447000.0,-21499000.0,-14794000.0
Net Income From Continuing And Discontinued Operation,9002000.0,-447000.0,-21499000.0,-14794000.0
Total Expenses,758512000.0,561459000.0,656406000.0,772574000.0
Total Operating Income As Reported,8435000.0,-350000.0,-20507000.0,-14675000.0
Diluted Average Shares,21720498.0,21783475.0,21440668.0,20458736.0
Basic Average Shares,20449600.0,20449600.0,20449600.0,19467668.0
Diluted EPS,0.41,-0.02,-1.05,-0.76
Basic EPS,0.44,-0.02,-1.05,-0.76
Diluted NI Availto Com Stockholders,9002000.0,-447000.0,-21499000.0,-14794000.0
Net Income Common Stockholders,9002000.0,-447000.0,-21499000.0,-14794000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,9002000.0,-447000.0,-21499000.0,-14794000.0
Minority Interests,0.0,0.0,0.0,0.0
Net Income Including Noncontrolling Interests,9002000.0,-447000.0,-21499000.0,-14794000.0
Net Income Continuous Operations,9002000.0,-447000.0,-21500000.0,-14793000.0
Tax Provision,0.0,0.0,-5000.0,57000.0
Pretax Income,9002000.0,-447000.0,-21505000.0,-14736000.0
Net Non Operating Interest Income Expense,58000.0,-2000.0,3000.0,-2000.0
Interest Expense Non Operating,33000.0,7000.0,1000.0,2000.0
Interest Income Non Operating,91000.0,5000.0,4000.0,0.0
Operating Income,8436000.0,-349000.0,-21508000.0,-14676000.0
Operating Expense,25688000.0,22973000.0,30659000.0,28838000.0
Other Operating Expenses,19723000.0,15270000.0,11973000.0,25398000.0
Depreciation And Amortization In Income Statement,1490000.0,-1673000.0,9123000.0,3445000.0
Depreciation Income Statement,1490000.0,-1673000.0,9123000.0,3445000.0
Selling General And Administration,474000.0,473000.0,425000.0,24389000.0
General And Administrative Expense,474000.0,473000.0,425000.0,24389000.0
Gross Profit,34124000.0,22624000.0,9151000.0,14162000.0
Cost Of Revenue,732824000.0,538486000.0,625747000.0,743736000.0
Total Revenue,766948000.0,561110000.0,634898000.0,757898000.0
Operating Revenue,766948000.0,561110000.0,634898000.0,757898000.0
