,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.22,0.246,0.205,0.207346
Net Income From Continuing Operation Net Minority Interest,164711000.0,165363000.0,110656000.0,119980000.0
Reconciled Depreciation,7058000.0,6867000.0,6827000.0,10004000.0
EBIT,211916000.0,220023000.0,139541000.0,151652000.0
Net Interest Income,-753000.0,-247000.0,-341000.0,-287000.0
Interest Expense,753000.0,247000.0,341000.0,287000.0
Interest Income,70927000.0,58160000.0,21651000.0,15292000.0
Normalized Income,164711000.0,165363000.0,110656000.0,119980000.0
Net Income From Continuing And Discontinued Operation,164711000.0,165363000.0,110656000.0,119980000.0
Total Expenses,1042154000.0,992263000.0,969142000.0,887751000.0
Diluted Average Shares,18319717.0,19071378.0,19962107.0,20000000.0
Basic Average Shares,18319717.0,19071378.0,19962107.0,20000000.0
Diluted EPS,8.99,8.67,5.54,6.0
Basic EPS,8.99,8.67,5.54,6.0
Diluted NI Availto Com Stockholders,164711000.0,165363000.0,110656000.0,119980000.0
Net Income Common Stockholders,164711000.0,165363000.0,110656000.0,119980000.0
Net Income,164711000.0,165363000.0,110656000.0,119980000.0
Net Income Including Noncontrolling Interests,164711000.0,165363000.0,110656000.0,119980000.0
Net Income Extraordinary,0.0,0.0,0.0,0.0
Net Income Continuous Operations,164711000.0,165363000.0,110656000.0,119980000.0
Tax Provision,46452000.0,54413000.0,28544000.0,31385000.0
Pretax Income,211163000.0,219776000.0,139200000.0,151365000.0
Other Income Expense,498000.0,1425000.0,3050000.0,8218000.0
Net Non Operating Interest Income Expense,-753000.0,-247000.0,-341000.0,-287000.0
Interest Expense Non Operating,753000.0,247000.0,341000.0,287000.0
Other Operating Expenses,-3109000.0,-2776000.0,-4362000.0,981000.0
Selling General And Administration,124739000.0,116927000.0,103705000.0,110250000.0
General And Administrative Expense,124739000.0,116927000.0,103705000.0,110250000.0
Total Revenue,1253317000.0,1212039000.0,1108342000.0,1039116000.0
Operating Revenue,1253317000.0,1212039000.0,1108342000.0,1039116000.0
Net Policyholder Benefits And Claims,329901000.0,300818000.0,258584000.0,235477000.0
