,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-08-31
Tax Effect Of Unusual Items,-412000.0,11040333.79694,2678000.0,-14000000.0,
Tax Rate For Calcs,0.206,0.204451,0.206,0.4,
Normalized EBITDA,337000000.0,713000000.0,126000000.0,17000000.0,
Total Unusual Items,-2000000.0,54000000.0,13000000.0,-35000000.0,
Total Unusual Items Excluding Goodwill,-2000000.0,54000000.0,13000000.0,-35000000.0,
Net Income From Continuing Operation Net Minority Interest,155000000.0,573000000.0,-5000000.0,-19000000.0,
Reconciled Depreciation,10000000.0,10000000.0,14000000.0,5000000.0,
Reconciled Cost Of Revenue,199000000.0,1297000000.0,2047000000.0,2485000000.0,
EBITDA,335000000.0,767000000.0,139000000.0,-18000000.0,
EBIT,325000000.0,757000000.0,125000000.0,-23000000.0,
Net Interest Income,-31000000.0,-21000000.0,-14000000.0,-17000000.0,
Interest Expense,53000000.0,38000000.0,16000000.0,17000000.0,
Interest Income,24000000.0,22000000.0,4000000.0,2000000.0,
Normalized Income,156588000.0,530040333.79694,-15322000.0,2000000.0,
Net Income From Continuing And Discontinued Operation,155000000.0,573000000.0,-5000000.0,-19000000.0,
Total Expenses,553000000.0,1584000000.0,2258000000.0,2617000000.0,
Total Operating Income As Reported,288000000.0,764000000.0,80000000.0,-25000000.0,
Diluted Average Shares,,24907000.0,24907000.0,24907000.0,24907000.0
Basic Average Shares,,24907000.0,24907000.0,24907000.0,24907000.0
Diluted EPS,,23.0,-0.22,-0.74,6.75
Basic EPS,,23.0,-0.22,-0.74,6.75
Diluted NI Availto Com Stockholders,155000000.0,573000000.0,-5000000.0,-19000000.0,
Net Income Common Stockholders,155000000.0,573000000.0,-5000000.0,-19000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,155000000.0,573000000.0,-5000000.0,-19000000.0,
Minority Interests,0.0,0.0,-122000000.0,5000000.0,
Net Income Including Noncontrolling Interests,155000000.0,573000000.0,116000000.0,-24000000.0,
Net Income Continuous Operations,155000000.0,573000000.0,116000000.0,-24000000.0,
Tax Provision,118000000.0,147000000.0,-8000000.0,-16000000.0,
Pretax Income,272000000.0,719000000.0,109000000.0,-40000000.0,
Special Income Charges,0.0,36000000.0,0.0,0.0,
Other Special Charges,,-36000000.0,,,
Net Non Operating Interest Income Expense,-31000000.0,-21000000.0,-14000000.0,-17000000.0,
Total Other Finance Cost,2000000.0,5000000.0,2000000.0,2000000.0,
Interest Expense Non Operating,53000000.0,38000000.0,16000000.0,17000000.0,
Interest Income Non Operating,24000000.0,22000000.0,4000000.0,2000000.0,
Operating Income,298000000.0,717000000.0,98000000.0,-3000000.0,
Operating Expense,354000000.0,287000000.0,211000000.0,132000000.0,
Other Operating Expenses,197000000.0,168000000.0,138000000.0,93000000.0,
Depreciation And Amortization In Income Statement,10000000.0,10000000.0,14000000.0,5000000.0,
Depreciation Income Statement,10000000.0,10000000.0,14000000.0,5000000.0,
Selling General And Administration,,,137000000.0,93000000.0,56058000.0
General And Administrative Expense,,,137000000.0,93000000.0,56058000.0
Gross Profit,652000000.0,1004000000.0,309000000.0,129000000.0,
Cost Of Revenue,199000000.0,1297000000.0,2047000000.0,2485000000.0,
Total Revenue,851000000.0,2301000000.0,2356000000.0,2614000000.0,
Operating Revenue,851000000.0,2301000000.0,2356000000.0,2614000000.0,
