,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-370800.0,
Tax Rate For Calcs,0.206,0.347826,0.206,0.206,
Normalized EBITDA,152100000.0,63600000.0,-14500000.0,-29100000.0,
Total Unusual Items,0.0,0.0,0.0,-1800000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,-1800000.0,
Net Income From Continuing Operation Net Minority Interest,83400000.0,-1500000.0,-71700000.0,-47800000.0,
Reconciled Depreciation,52500000.0,48500000.0,44000000.0,9600000.0,
Reconciled Cost Of Revenue,512900000.0,552900000.0,732700000.0,789600000.0,
EBITDA,152100000.0,63600000.0,-14500000.0,-30900000.0,
EBIT,99600000.0,15100000.0,-58500000.0,-40500000.0,
Net Interest Income,-12000000.0,-14400000.0,-12800000.0,-6800000.0,
Interest Expense,17300000.0,17400000.0,13100000.0,6700000.0,
Interest Income,5700000.0,3100000.0,400000.0,0.0,
Normalized Income,83400000.0,-1500000.0,-71700000.0,-46370800.0,
Net Income From Continuing And Discontinued Operation,83400000.0,-1500000.0,-71700000.0,-47800000.0,
Total Expenses,1001100000.0,1047100000.0,1353500000.0,1465700000.0,
Total Operating Income As Reported,93100000.0,10900000.0,-56100000.0,-38600000.0,
Diluted Average Shares,29972946.0,26129478.0,18017359.0,21599088.0,
Basic Average Shares,29972946.0,26129478.0,18017359.0,21599088.0,
Diluted EPS,2.78,-0.06,-3.98,-2.210556,
Basic EPS,2.78,-0.06,-3.98,-2.210556,
Diluted NI Availto Com Stockholders,83400000.0,-1500000.0,-71700000.0,-47800000.0,
Net Income Common Stockholders,83400000.0,-1500000.0,-71700000.0,-47800000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,83400000.0,-1500000.0,-71700000.0,-47800000.0,
Minority Interests,,,,,0.0
Net Income Including Noncontrolling Interests,83400000.0,-1500000.0,-71700000.0,-47800000.0,
Net Income Discontinuous Operations,,,,0.0,583200000.0
Net Income Continuous Operations,83400000.0,-1500000.0,-71700000.0,-47800000.0,
Tax Provision,-1100000.0,-800000.0,100000.0,600000.0,
Pretax Income,82300000.0,-2300000.0,-71600000.0,-47200000.0,
Special Income Charges,0.0,0.0,0.0,-1800000.0,
Other Special Charges,,,,1800000.0,300000.0
Net Non Operating Interest Income Expense,-12000000.0,-14400000.0,-12800000.0,-6800000.0,
Total Other Finance Cost,400000.0,100000.0,100000.0,100000.0,
Interest Expense Non Operating,17300000.0,17400000.0,13100000.0,6700000.0,
Interest Income Non Operating,5700000.0,3100000.0,400000.0,0.0,
Operating Income,93200000.0,13700000.0,-54600000.0,-37400000.0,
Operating Expense,488200000.0,494200000.0,620800000.0,676100000.0,
Other Operating Expenses,,,,,2300000.0
Selling General And Administration,488600000.0,494900000.0,621800000.0,678500000.0,
Selling And Marketing Expense,259900000.0,271800000.0,353100000.0,410600000.0,
General And Administrative Expense,228700000.0,223100000.0,268700000.0,267900000.0,
Gross Profit,581400000.0,507900000.0,566200000.0,638700000.0,
Cost Of Revenue,512900000.0,552900000.0,732700000.0,789600000.0,
Total Revenue,1094300000.0,1060800000.0,1299000000.0,1428400000.0,
Operating Revenue,1094300000.0,1060800000.0,1299000000.0,1428400000.0,
