,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-16226277.0,-2900804.0,-8670000.0,-3684000.0,
Net Income From Continuing Operation Net Minority Interest,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Reconciled Depreciation,3791170.0,3764964.0,3703000.0,98000.0,
Reconciled Cost Of Revenue,4977503.0,-1008654.0,5240000.0,2009000.0,
EBITDA,-16226277.0,-2900804.0,-8670000.0,-3684000.0,
EBIT,-20017447.0,-6665768.0,-12373000.0,-3782000.0,
Net Interest Income,-1007139.0,-122262.0,-198000.0,-303000.0,
Interest Expense,1065846.0,229671.0,241000.0,303000.0,
Interest Income,58707.0,107409.0,43000.0,0.0,
Normalized Income,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Net Income From Continuing And Discontinued Operation,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Total Expenses,21167372.0,14355819.0,13116000.0,5865000.0,
Total Operating Income As Reported,-20076154.0,-6773177.0,-12416000.0,-3782000.0,
Diluted Average Shares,120017240.0,75504507.0,75504507.0,60339642.0,
Basic Average Shares,120017240.0,75504507.0,75504507.0,60339642.0,
Diluted EPS,-0.175669,-0.091325,-0.168068,-0.067227,
Basic EPS,-0.175669,-0.091325,-0.168068,-0.067227,
Diluted NI Availto Com Stockholders,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Net Income Common Stockholders,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Net Income Including Noncontrolling Interests,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Net Income Continuous Operations,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Tax Provision,0.0,0.0,0.0,0.0,
Pretax Income,-21083293.0,-6895439.0,-12614000.0,-4085000.0,
Net Non Operating Interest Income Expense,-1007139.0,-122262.0,-198000.0,-303000.0,
Interest Expense Non Operating,1065846.0,229671.0,241000.0,303000.0,
Interest Income Non Operating,58707.0,107409.0,43000.0,0.0,
Operating Income,-20076154.0,-6773177.0,-12416000.0,-3782000.0,
Operating Expense,16189869.0,15364473.0,7876000.0,3856000.0,
Other Operating Expenses,5673047.0,3428020.0,3524000.0,2009000.0,
Depreciation And Amortization In Income Statement,3791170.0,3764964.0,3703000.0,98000.0,
Depreciation Income Statement,3791170.0,3764964.0,3703000.0,98000.0,
Selling General And Administration,,,,3277000.0,1319000.0
General And Administrative Expense,,,,3277000.0,1319000.0
Gross Profit,-3886285.0,8591296.0,-4540000.0,74000.0,
Cost Of Revenue,4977503.0,-1008654.0,5240000.0,2009000.0,
Total Revenue,1091218.0,7582642.0,700000.0,2083000.0,
Operating Revenue,1091218.0,7582642.0,700000.0,2083000.0,
