,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-5667334.669339,0.0,0.0,0.0
Tax Rate For Calcs,0.101202,0.206,0.260623,0.25
Normalized EBITDA,81700000.0,62000000.0,82900000.0,77900000.0
Total Unusual Items,-56000000.0,0.0,,
Total Unusual Items Excluding Goodwill,-56000000.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-89600000.0,2600000.0,26000000.0,27500000.0
Reconciled Depreciation,108700000.0,40800000.0,41200000.0,37200000.0
Reconciled Cost Of Revenue,589500000.0,630600000.0,618600000.0,537100000.0
EBITDA,25700000.0,62000000.0,82900000.0,77900000.0
EBIT,-83000000.0,21200000.0,41700000.0,40700000.0
Net Interest Income,-11800000.0,-10500000.0,-4700000.0,-4200000.0
Interest Expense,16800000.0,13900000.0,6400000.0,3900000.0
Interest Income,6400000.0,3900000.0,1100000.0,200000.0
Normalized Income,-39267334.669339,2600000.0,26000000.0,27500000.0
Net Income From Continuing And Discontinued Operation,-89600000.0,2600000.0,26000000.0,27500000.0
Total Expenses,904800000.0,939000000.0,898400000.0,788000000.0
Total Operating Income As Reported,-88500000.0,20900000.0,41400000.0,39400000.0
Diluted Average Shares,8448000.0,8448000.0,8448000.0,8448000.0
Basic Average Shares,8448000.0,8448000.0,8448000.0,8448000.0
Diluted EPS,-10.62,0.33,3.1,3.26
Basic EPS,-10.62,0.33,3.1,3.26
Diluted NI Availto Com Stockholders,-89600000.0,2600000.0,26000000.0,27500000.0
Net Income Common Stockholders,-89600000.0,2600000.0,26000000.0,27500000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-89600000.0,2600000.0,26000000.0,27500000.0
Minority Interests,100000.0,-200000.0,-100000.0,-100000.0
Net Income Including Noncontrolling Interests,-89700000.0,2800000.0,26100000.0,27600000.0
Net Income Continuous Operations,-89700000.0,2800000.0,26100000.0,27600000.0
Tax Provision,-10100000.0,4500000.0,9200000.0,9200000.0
Pretax Income,-99800000.0,7300000.0,35300000.0,36800000.0
Special Income Charges,-56000000.0,0.0,,
Write Off,56000000.0,0.0,,
Impairment Of Capital Assets,16000000.0,0.0,,
Net Non Operating Interest Income Expense,-11800000.0,-10500000.0,-4700000.0,-4200000.0
Total Other Finance Cost,1400000.0,500000.0,-600000.0,500000.0
Interest Expense Non Operating,16800000.0,13900000.0,6400000.0,3900000.0
Interest Income Non Operating,6400000.0,3900000.0,1100000.0,200000.0
Operating Income,-33900000.0,19500000.0,39000000.0,39600000.0
Operating Expense,315300000.0,308400000.0,279800000.0,250900000.0
Other Operating Expenses,1500000.0,900000.0,200000.0,200000.0
Research And Development,31000000.0,24300000.0,23200000.0,
Selling General And Administration,284800000.0,287400000.0,262500000.0,259800000.0
Selling And Marketing Expense,187500000.0,191700000.0,173100000.0,148700000.0
General And Administrative Expense,97300000.0,95700000.0,89400000.0,111100000.0
Gross Profit,281400000.0,327900000.0,318800000.0,290500000.0
Cost Of Revenue,589500000.0,630600000.0,618600000.0,537100000.0
Total Revenue,870900000.0,958500000.0,937400000.0,827600000.0
Operating Revenue,870900000.0,958500000.0,937400000.0,827600000.0
