,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.22,0.213,0.214,0.219
Normalized EBITDA,2182000000.0,2349000000.0,2167000000.0,1939000000.0
Net Income From Continuing Operation Net Minority Interest,1056000000.0,1227000000.0,1267000000.0,1148000000.0
Reconciled Depreciation,633000000.0,597000000.0,468000000.0,432000000.0
Reconciled Cost Of Revenue,25362000000.0,25026000000.0,22335000000.0,18577000000.0
EBITDA,2182000000.0,2349000000.0,2167000000.0,1939000000.0
EBIT,1549000000.0,1752000000.0,1699000000.0,1507000000.0
Net Interest Income,-168000000.0,-147000000.0,-64000000.0,-58000000.0
Interest Expense,183000000.0,174000000.0,67000000.0,51000000.0
Interest Income,32000000.0,40000000.0,15000000.0,4000000.0
Normalized Income,1056000000.0,1227000000.0,1267000000.0,1148000000.0
Net Income From Continuing And Discontinued Operation,1056000000.0,1227000000.0,1267000000.0,1148000000.0
Total Expenses,28119000000.0,27698000000.0,24607000000.0,20364000000.0
Total Operating Income As Reported,1534000000.0,1725000000.0,1696000000.0,1512000000.0
Diluted Average Shares,204581242.0,204475034.0,204139264.0,203331677.0
Basic Average Shares,204355604.0,203988938.0,203589438.0,202857641.0
Diluted EPS,5.16,6.0,6.21,5.64
Basic EPS,5.17,6.02,6.22,5.66
Diluted NI Availto Com Stockholders,1056000000.0,1227000000.0,1267000000.0,1148000000.0
Net Income Common Stockholders,1056000000.0,1227000000.0,1267000000.0,1148000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1056000000.0,1227000000.0,1267000000.0,1148000000.0
Minority Interests,-9000000.0,-15000000.0,-16000000.0,10000000.0
Net Income Including Noncontrolling Interests,1065000000.0,1242000000.0,1283000000.0,1138000000.0
Net Income Continuous Operations,1065000000.0,1242000000.0,1283000000.0,1138000000.0
Tax Provision,301000000.0,336000000.0,349000000.0,318000000.0
Pretax Income,1366000000.0,1578000000.0,1632000000.0,1456000000.0
Net Non Operating Interest Income Expense,-168000000.0,-147000000.0,-64000000.0,-58000000.0
Total Other Finance Cost,17000000.0,13000000.0,12000000.0,11000000.0
Interest Expense Non Operating,183000000.0,174000000.0,67000000.0,51000000.0
Interest Income Non Operating,32000000.0,40000000.0,15000000.0,4000000.0
Operating Income,1534000000.0,1725000000.0,1696000000.0,1512000000.0
Operating Expense,2757000000.0,2672000000.0,2272000000.0,1787000000.0
Selling General And Administration,2757000000.0,2672000000.0,2272000000.0,1787000000.0
General And Administrative Expense,2757000000.0,2672000000.0,2272000000.0,1787000000.0
Gross Profit,4291000000.0,4397000000.0,3968000000.0,3299000000.0
Cost Of Revenue,25362000000.0,25026000000.0,22335000000.0,18577000000.0
Total Revenue,29653000000.0,29423000000.0,26303000000.0,21876000000.0
Operating Revenue,29653000000.0,29423000000.0,26303000000.0,21876000000.0
