,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,81075000.0,165396000.0,64000000.0,63893000.0
Tax Rate For Calcs,0.141,0.231,0.25,0.181
Normalized EBITDA,4680000000.0,4306000000.0,4076000000.0,4384000000.0
Total Unusual Items,575000000.0,716000000.0,256000000.0,353000000.0
Total Unusual Items Excluding Goodwill,575000000.0,716000000.0,256000000.0,353000000.0
Net Income From Continuing Operation Net Minority Interest,2392000000.0,1988000000.0,1832000000.0,2377000000.0
Reconciled Depreciation,1863000000.0,1918000000.0,1713000000.0,1707000000.0
Reconciled Cost Of Revenue,55402000000.0,56183000000.0,56345000000.0,53022000000.0
EBITDA,5255000000.0,5022000000.0,4332000000.0,4737000000.0
EBIT,3392000000.0,3104000000.0,2619000000.0,3030000000.0
Net Interest Income,-512000000.0,-417000000.0,-121000000.0,-84000000.0
Interest Expense,612000000.0,518000000.0,179000000.0,128000000.0
Interest Income,127000000.0,131000000.0,84000000.0,73000000.0
Normalized Income,1898075000.0,1437396000.0,1640000000.0,2087893000.0
Net Income From Continuing And Discontinued Operation,2392000000.0,1988000000.0,1832000000.0,2377000000.0
Total Expenses,58563000000.0,59305000000.0,59628000000.0,56314000000.0
Total Operating Income As Reported,3163000000.0,2586000000.0,2557000000.0,2975000000.0
Diluted Average Shares,287451746.0,287451746.0,292152397.0,294962746.0
Basic Average Shares,287451746.0,287451746.0,292152397.0,294962746.0
Diluted EPS,8.32,6.92,6.27,8.06
Basic EPS,8.32,6.92,6.27,8.06
Diluted NI Availto Com Stockholders,2392000000.0,1988000000.0,1832000000.0,2377000000.0
Net Income Common Stockholders,2392000000.0,1988000000.0,1832000000.0,2377000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2392000000.0,1988000000.0,1832000000.0,2377000000.0
Minority Interests,4000000.0,0.0,1000000.0,0.0
Net Income Including Noncontrolling Interests,2388000000.0,1988000000.0,1831000000.0,2377000000.0
Net Income Continuous Operations,2388000000.0,1988000000.0,1831000000.0,2377000000.0
Tax Provision,392000000.0,598000000.0,609000000.0,525000000.0
Pretax Income,2780000000.0,2586000000.0,2440000000.0,2902000000.0
Special Income Charges,575000000.0,744000000.0,255000000.0,361000000.0
Other Special Charges,-575000000.0,-731000000.0,-255000000.0,-369000000.0
Restructuring And Mergern Acquisition,0.0,-13000000.0,0.0,8000000.0
Net Non Operating Interest Income Expense,-512000000.0,-417000000.0,-121000000.0,-84000000.0
Total Other Finance Cost,27000000.0,30000000.0,26000000.0,29000000.0
Interest Expense Non Operating,612000000.0,518000000.0,179000000.0,128000000.0
Interest Income Non Operating,127000000.0,131000000.0,84000000.0,73000000.0
Operating Income,2720000000.0,2295000000.0,2305000000.0,2609000000.0
Operating Expense,3161000000.0,3122000000.0,3283000000.0,3292000000.0
Other Operating Expenses,2000000.0,8000000.0,6000000.0,4000000.0
Selling General And Administration,3189000000.0,3164000000.0,3286000000.0,3300000000.0
General And Administrative Expense,3189000000.0,3164000000.0,3286000000.0,3300000000.0
Gross Profit,5881000000.0,5417000000.0,5588000000.0,5901000000.0
Cost Of Revenue,55402000000.0,56183000000.0,56345000000.0,53022000000.0
Total Revenue,61283000000.0,61350000000.0,61933000000.0,58923000000.0
Operating Revenue,61283000000.0,61350000000.0,61933000000.0,58923000000.0
