,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,4120000.0,-4681824.83,-10049577.954,0.0,
Tax Rate For Calcs,0.206,0.206,0.206,0.206,
Normalized EBITDA,-557832.0,-981744.0,-9972818.0,-30728671.0,
Total Unusual Items,20000000.0,-22727305.0,-48784359.0,0.0,
Total Unusual Items Excluding Goodwill,20000000.0,-22727305.0,-48784359.0,0.0,
Net Income From Continuing Operation Net Minority Interest,6087722.0,-36430519.0,-74400652.0,-39877936.0,
Reconciled Depreciation,8998472.0,7843364.0,8888094.0,3951215.0,
Reconciled Cost Of Revenue,233075959.0,213874321.0,181290627.0,23465139.0,
EBITDA,19442168.0,-23709049.0,-58757177.0,-30728671.0,
EBIT,10443695.0,-32058243.0,-67645271.0,-34679886.0,
Net Interest Income,-4512326.0,-3456232.0,-5993004.0,-2743504.0,
Interest Expense,4567565.0,4079900.0,5993004.0,3502716.0,
Interest Income,55239.0,623668.0,0.0,759212.0,
Normalized Income,-9792278.0,-18385038.83,-35665870.954,-39877936.0,
Net Income From Continuing And Discontinued Operation,6087722.0,-36430519.0,-74400652.0,-39877936.0,
Total Expenses,266155645.0,248193506.0,228958517.0,64364868.0,
Total Operating Income As Reported,10388224.0,-32684044.0,-68383176.0,-35439098.0,
Diluted Average Shares,1191291.0,453805.0,453804.0,125977.0,
Basic Average Shares,1191291.0,453805.0,453804.0,125977.0,
Diluted EPS,5.11,-80.277915,-171.507529,-316.549338,
Basic EPS,5.11,-80.277915,-171.507529,-316.549338,
Diluted NI Availto Com Stockholders,6087722.0,-36430519.0,-74400652.0,-39877936.0,
Net Income Common Stockholders,6087722.0,-36430519.0,-74400652.0,-39877936.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,6087722.0,-36430519.0,-74400652.0,-39877936.0,
Net Income Including Noncontrolling Interests,6087722.0,-36430519.0,-74400652.0,-39877936.0,
Net Income Continuous Operations,6087722.0,-36430519.0,-74400652.0,-39877936.0,
Tax Provision,-211592.0,292376.0,762377.0,1695334.0,
Pretax Income,5876130.0,-36138143.0,-73638275.0,-38182602.0,
Special Income Charges,20000000.0,-22727305.0,-48784359.0,0.0,
Other Special Charges,,4608.0,42034359.0,,
Write Off,-20000000.0,22722697.0,6750000.0,0.0,
Net Non Operating Interest Income Expense,-4512326.0,-3456232.0,-5993004.0,-2743504.0,
Interest Expense Non Operating,4567565.0,4079900.0,5993004.0,3502716.0,
Interest Income Non Operating,55239.0,623668.0,0.0,759212.0,
Operating Income,-9611776.0,-9956739.0,-19598817.0,-35439098.0,
Operating Expense,33079686.0,34319185.0,47667890.0,40899729.0,
Other Operating Expenses,11601836.0,14181700.0,24053264.0,24824544.0,
Depreciation And Amortization In Income Statement,8998473.0,8349194.0,8888094.0,3951215.0,
Depreciation Income Statement,8998473.0,8349194.0,8888094.0,3951215.0,
Selling General And Administration,,,24037461.0,24761926.0,17200330.0
General And Administrative Expense,,,24037461.0,24761926.0,17200330.0
Gross Profit,23467910.0,24362446.0,28069073.0,5460631.0,
Cost Of Revenue,233075959.0,213874321.0,181290627.0,23465139.0,
Total Revenue,256543869.0,238236767.0,209359700.0,28925770.0,
Operating Revenue,256543869.0,238236767.0,209359700.0,28925770.0,
