,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.206,0.206,0.206,0.237981,
Normalized EBITDA,-1429000.0,-1765000.0,-1997000.0,29483000.0,
Total Unusual Items,,,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-7699000.0,-6194000.0,-2823000.0,21303000.0,
Reconciled Depreciation,2624000.0,1894000.0,1644000.0,935000.0,
Reconciled Cost Of Revenue,195614000.0,185620000.0,169001000.0,164797000.0,
EBITDA,-1429000.0,-1765000.0,-1997000.0,29483000.0,
EBIT,-4053000.0,-3659000.0,-3641000.0,28548000.0,
Net Interest Income,-2686000.0,-2280000.0,-1522000.0,-591000.0,
Interest Expense,2711000.0,2256000.0,1525000.0,592000.0,
Interest Income,25000.0,76000.0,3000.0,3000.0,
Normalized Income,-7699000.0,-6194000.0,-2823000.0,21303000.0,
Net Income From Continuing And Discontinued Operation,-7699000.0,-6194000.0,-2823000.0,21303000.0,
Total Expenses,554752000.0,537016000.0,492250000.0,486296000.0,
Total Operating Income As Reported,-4445000.0,-3165000.0,-4749000.0,28548000.0,
Diluted Average Shares,6195200.0,6195200.0,6195200.0,6195200.0,
Basic Average Shares,6195200.0,6195200.0,6195200.0,6195200.0,
Diluted EPS,-1.24,-1.0,-0.46,3.44,
Basic EPS,-1.24,-1.0,-0.46,3.44,
Diluted NI Availto Com Stockholders,-7699000.0,-6194000.0,-2823000.0,21303000.0,
Net Income Common Stockholders,-7699000.0,-6194000.0,-2823000.0,21303000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-7699000.0,-6194000.0,-2823000.0,21303000.0,
Net Income Including Noncontrolling Interests,-7700000.0,-6195000.0,-2823000.0,21303000.0,
Net Income Continuous Operations,-7700000.0,-6195000.0,-2823000.0,21303000.0,
Tax Provision,936000.0,280000.0,-2343000.0,6653000.0,
Pretax Income,-6764000.0,-5915000.0,-5166000.0,27956000.0,
Special Income Charges,,,0.0,0.0,0.0
Write Off,,,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-2686000.0,-2280000.0,-1522000.0,-591000.0,
Total Other Finance Cost,,100000.0,,2000.0,
Interest Expense Non Operating,2711000.0,2256000.0,1525000.0,592000.0,
Interest Income Non Operating,25000.0,76000.0,3000.0,3000.0,
Operating Income,-4445000.0,-3167000.0,-4749000.0,28549000.0,
Operating Expense,359138000.0,351396000.0,323249000.0,321499000.0,
Other Operating Expenses,283943000.0,279473000.0,261331000.0,264782000.0,
Depreciation And Amortization In Income Statement,2624000.0,1894000.0,1644000.0,934000.0,
Amortization,1418000.0,984000.0,820000.0,341000.0,
Depreciation Income Statement,1206000.0,910000.0,824000.0,593000.0,
Selling General And Administration,,,,264782000.0,237708000.0
General And Administrative Expense,,,,264782000.0,237708000.0
Gross Profit,354693000.0,348229000.0,318500000.0,350048000.0,
Cost Of Revenue,195614000.0,185620000.0,169001000.0,164797000.0,
Total Revenue,550307000.0,533849000.0,487501000.0,514845000.0,
Operating Revenue,550307000.0,533849000.0,487501000.0,514845000.0,
