,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.14,0.135,0.141,0.16
Net Income From Continuing Operation Net Minority Interest,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Reconciled Depreciation,92000000.0,88000000.0,81000000.0,70000000.0
Net Interest Income,1581000000.0,1574000000.0,788000000.0,321000000.0
Interest Expense,1178000000.0,966000000.0,147000000.0,107000000.0
Interest Income,2759000000.0,2540000000.0,935000000.0,428000000.0
Normalized Income,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Net Income From Continuing And Discontinued Operation,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Diluted Average Shares,157386210.0,156837612.0,156208550.0,157456453.0
Basic Average Shares,157236949.0,156753717.0,155916066.0,155150335.0
Diluted EPS,14.32,12.64,10.67,13.0
Basic EPS,14.33,12.64,10.69,13.19
Diluted NI Availto Com Stockholders,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Net Income Common Stockholders,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Net Income,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Net Income Including Noncontrolling Interests,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Net Income Continuous Operations,2254000000.0,1982000000.0,1666000000.0,2047000000.0
Tax Provision,367000000.0,310000000.0,274000000.0,390000000.0
Pretax Income,2621000000.0,2292000000.0,1940000000.0,2437000000.0
Gain On Sale Of Security,1000000.0,-1000000.0,1000000.0,1000000.0
Operating Expense,1280000000.0,1148000000.0,1031000000.0,863000000.0
Other Operating Expenses,40000000.0,24000000.0,22000000.0,17000000.0
Depreciation And Amortization In Income Statement,92000000.0,88000000.0,81000000.0,70000000.0
Depreciation Income Statement,92000000.0,88000000.0,81000000.0,70000000.0
Selling General And Administration,360000000.0,332000000.0,292000000.0,211000000.0
Selling And Marketing Expense,110000000.0,107000000.0,91000000.0,85000000.0
General And Administrative Expense,250000000.0,225000000.0,201000000.0,126000000.0
Insurance And Claims,52000000.0,36000000.0,,
Total Revenue,3901000000.0,3437000000.0,2973000000.0,3301000000.0
Operating Revenue,3901000000.0,3437000000.0,2973000000.0,3301000000.0
