,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.206,0.206,0.206,0.206
Normalized EBITDA,-261805000.0,-231622000.0,-319636000.0,-1405430000.0
Total Unusual Items,,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-284608000.0,-249111000.0,-337951000.0,-1430317000.0
Reconciled Depreciation,9746000.0,11040000.0,17161000.0,14994000.0
Reconciled Cost Of Revenue,2663000.0,-1079000.0,6000.0,53121000.0
EBITDA,-261805000.0,-231622000.0,-319636000.0,-1405430000.0
EBIT,-271551000.0,-242662000.0,-336797000.0,-1420424000.0
Net Interest Income,-4461000.0,2807000.0,1733000.0,-456000.0
Interest Expense,12658000.0,5785000.0,883000.0,948000.0
Interest Income,8197000.0,8592000.0,2616000.0,492000.0
Normalized Income,-284608000.0,-249111000.0,-337951000.0,-1430317000.0
Net Income From Continuing And Discontinued Operation,-284608000.0,-249111000.0,-337951000.0,-1430317000.0
Total Expenses,316146000.0,289764000.0,360491000.0,1539212000.0
Total Operating Income As Reported,-283498000.0,-253447000.0,-349350000.0,-1420917000.0
Diluted Average Shares,166442000.0,90389000.0,115513039.0,105651211.0
Basic Average Shares,166442000.0,90389000.0,115513039.0,105651211.0
Diluted EPS,-1.71,-2.76,-2.928978,-13.54029
Basic EPS,-1.71,-2.76,-2.928978,-13.54029
Diluted NI Availto Com Stockholders,-284608000.0,-249111000.0,-337951000.0,-1430317000.0
Net Income Common Stockholders,-284608000.0,-249111000.0,-337951000.0,-1430317000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-284608000.0,-249111000.0,-337951000.0,-1430317000.0
Net Income Including Noncontrolling Interests,-284607000.0,-249111000.0,-337951000.0,-1430318000.0
Net Income Continuous Operations,-284607000.0,-249111000.0,-337951000.0,-1430318000.0
Tax Provision,398000.0,664000.0,271000.0,8946000.0
Pretax Income,-284209000.0,-248447000.0,-337680000.0,-1421372000.0
Other Non Operating Income Expenses,1911000.0,1754000.0,3760000.0,
Special Income Charges,,0.0,0.0,0.0
Write Off,,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-4461000.0,2807000.0,1733000.0,-456000.0
Interest Expense Non Operating,12658000.0,5785000.0,883000.0,948000.0
Interest Income Non Operating,8197000.0,8592000.0,2616000.0,492000.0
Operating Income,-284498000.0,-254544000.0,-352136000.0,-1420917000.0
Operating Expense,313483000.0,290843000.0,360485000.0,1486091000.0
Other Operating Expenses,-5985000.0,-5681000.0,1440000.0,3896000.0
Research And Development,121186000.0,106948000.0,217657000.0,679926000.0
Selling General And Administration,197282000.0,188479000.0,142195000.0,873805000.0
Selling And Marketing Expense,136439000.0,119601000.0,58102000.0,698346000.0
General And Administrative Expense,60843000.0,68878000.0,84093000.0,175459000.0
Gross Profit,28985000.0,36299000.0,8349000.0,65174000.0
Cost Of Revenue,2663000.0,-1079000.0,6000.0,53121000.0
Total Revenue,31648000.0,35220000.0,8355000.0,118295000.0
Operating Revenue,31648000.0,35220000.0,8355000.0,118295000.0
