,2024-04-30,2023-04-30,2022-04-30,2021-04-30
Tax Effect Of Unusual Items,-9060.123892,92101.51956,637266.055046,611403.716638
Tax Rate For Calcs,0.283129,0.301972,0.208257,0.177476
Normalized EBITDA,16983000.0,12391000.0,8830000.0,14183000.0
Total Unusual Items,-32000.0,305000.0,3060000.0,3445000.0
Total Unusual Items Excluding Goodwill,-32000.0,305000.0,3060000.0,3445000.0
Net Income From Continuing Operation Net Minority Interest,4088000.0,2988000.0,5266000.0,13190000.0
Reconciled Depreciation,7324000.0,5377000.0,2498000.0,1123000.0
Reconciled Cost Of Revenue,109828000.0,110170000.0,82736000.0,74079000.0
EBITDA,16951000.0,12696000.0,11890000.0,17628000.0
EBIT,9627000.0,7318000.0,9392000.0,16505000.0
Net Interest Income,-1204000.0,-1127000.0,-670000.0,-370000.0
Interest Expense,1394000.0,1132000.0,672000.0,469000.0
Interest Income,190000.0,5000.0,2000.0,99000.0
Normalized Income,4110939.876108,2775101.51956,2843266.055046,10356403.716638
Net Income From Continuing And Discontinued Operation,4088000.0,2988000.0,5266000.0,13190000.0
Total Expenses,194985000.0,188292000.0,143489000.0,129268000.0
Total Operating Income As Reported,9437000.0,6948000.0,6191000.0,12820000.0
Diluted Average Shares,11200000.0,11200000.0,10000000.0,10000000.0
Basic Average Shares,11200000.0,11200000.0,10000000.0,10000000.0
Diluted EPS,0.365,0.266786,0.5266,1.319
Basic EPS,0.365,0.266786,0.5266,1.319
Diluted NI Availto Com Stockholders,4088000.0,2988000.0,5266000.0,13190000.0
Net Income Common Stockholders,4088000.0,2988000.0,5266000.0,13190000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4088000.0,2988000.0,5266000.0,13190000.0
Minority Interests,-1814000.0,-1330000.0,-1638000.0,0.0
Net Income Including Noncontrolling Interests,5902000.0,4318000.0,6904000.0,13190000.0
Net Income Continuous Operations,5902000.0,4318000.0,6904000.0,13190000.0
Tax Provision,2331000.0,1868000.0,1816000.0,2846000.0
Pretax Income,8233000.0,6186000.0,8720000.0,16036000.0
Net Non Operating Interest Income Expense,-1204000.0,-1127000.0,-670000.0,-370000.0
Interest Expense Non Operating,1394000.0,1132000.0,672000.0,469000.0
Interest Income Non Operating,190000.0,5000.0,2000.0,99000.0
Operating Income,9437000.0,6948000.0,6191000.0,12820000.0
Operating Expense,85157000.0,78122000.0,60753000.0,55189000.0
Other Operating Expenses,62724000.0,62433000.0,47086000.0,45074000.0
Depreciation And Amortization In Income Statement,7323000.0,5378000.0,2498000.0,1084000.0
Depreciation Income Statement,7323000.0,5378000.0,2498000.0,1084000.0
Selling General And Administration,,110170000.0,82736000.0,74079000.0
Selling And Marketing Expense,,110170000.0,82736000.0,74079000.0
General And Administrative Expense,,,47086000.0,45074000.0
Gross Profit,94594000.0,85070000.0,66944000.0,68009000.0
Cost Of Revenue,109828000.0,110170000.0,82736000.0,74079000.0
Total Revenue,204422000.0,195240000.0,149680000.0,142088000.0
Operating Revenue,204422000.0,195240000.0,149680000.0,142088000.0
