,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,6289.461999,631802.0,-3449882.0,-53335.497748,
Tax Rate For Calcs,0.008846,0.206,0.206,0.022523,
Normalized EBITDA,-15625000.0,26061000.0,7154000.0,488000.0,
Total Unusual Items,711000.0,3067000.0,-15747000.0,-2368000.0,
Total Unusual Items Excluding Goodwill,711000.0,3067000.0,-16747000.0,-2368000.0,
Net Income From Continuing Operation Net Minority Interest,-76941000.0,-4259000.0,-34222000.0,-24086000.0,
Reconciled Depreciation,63196000.0,25178000.0,20784000.0,16866000.0,
Reconciled Cost Of Revenue,69444000.0,107268000.0,57403000.0,49538000.0,
EBITDA,-14914000.0,29128000.0,-8593000.0,-1880000.0,
EBIT,-78110000.0,3950000.0,-29377000.0,-19953000.0,
Net Interest Income,-8619000.0,-4919000.0,-2365000.0,-798000.0,
Interest Expense,7466000.0,9197000.0,2441000.0,4688000.0,
Interest Income,123000.0,3978000.0,76000.0,3890000.0,
Normalized Income,-77645710.538001,-6694198.0,-19924882.0,-21771335.497748,
Net Income From Continuing And Discontinued Operation,-76941000.0,-4259000.0,-34222000.0,-24086000.0,
Total Expenses,403042000.0,339879000.0,237998000.0,225999000.0,
Total Operating Income As Reported,-76911000.0,5454000.0,-29453000.0,-21229000.0,
Diluted Average Shares,,20963006.0,9936650.0,2715600.0,2715600.0
Basic Average Shares,,20963006.0,9936650.0,2715600.0,2715600.0
Diluted EPS,,-0.3,-1.6,-8.9,-10.5
Basic EPS,,-0.3,-1.6,-8.9,-10.5
Diluted NI Availto Com Stockholders,-76941000.0,-4259000.0,-34222000.0,-24086000.0,
Net Income Common Stockholders,-76941000.0,-4259000.0,-34222000.0,-24086000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-76941000.0,-4259000.0,-34222000.0,-24086000.0,
Minority Interests,7878000.0,2149000.0,,-210000.0,-49000.0
Net Income Including Noncontrolling Interests,-84819000.0,-6408000.0,-34222000.0,-24086000.0,
Net Income Discontinuous Operations,,,,0.0,-9565000.0
Net Income Continuous Operations,-84819000.0,-6408000.0,-34222000.0,-24086000.0,
Tax Provision,-757000.0,1161000.0,2404000.0,-555000.0,
Pretax Income,-85576000.0,-5247000.0,-31818000.0,-24641000.0,
Special Income Charges,738000.0,3061000.0,-16747000.0,-2368000.0,
Other Special Charges,-738000.0,-3061000.0,15747000.0,-124000.0,
Write Off,,-6000.0,0.0,2492000.0,
Net Non Operating Interest Income Expense,-8619000.0,-4919000.0,-2365000.0,-798000.0,
Total Other Finance Cost,1276000.0,-300000.0,,,
Interest Expense Non Operating,7466000.0,9197000.0,2441000.0,4688000.0,
Interest Income Non Operating,123000.0,3978000.0,76000.0,3890000.0,
Operating Income,-79486000.0,1685000.0,-13169000.0,-22675000.0,
Operating Expense,333598000.0,232611000.0,180595000.0,176461000.0,
Other Operating Expenses,98852000.0,84318000.0,57970000.0,56482000.0,
Depreciation And Amortization In Income Statement,63039000.0,25028000.0,19634000.0,18073000.0,
Amortization,52499000.0,13893000.0,8294000.0,8800000.0,
Depreciation Income Statement,10540000.0,11135000.0,11340000.0,9273000.0,
Selling General And Administration,,,,100059000.0,79266000.0
General And Administrative Expense,,,,100059000.0,79266000.0
Gross Profit,254112000.0,234296000.0,167426000.0,153786000.0,
Cost Of Revenue,69444000.0,107268000.0,57403000.0,49538000.0,
Total Revenue,323556000.0,341564000.0,224829000.0,203324000.0,
Operating Revenue,323556000.0,341564000.0,224829000.0,203324000.0,
