,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-5960000.0,-6358000.0,-6743000.0,-5493000.0,
Net Income From Continuing Operation Net Minority Interest,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Reconciled Depreciation,1913000.0,912000.0,457000.0,240000.0,
Reconciled Cost Of Revenue,332000.0,168000.0,681000.0,516000.0,
EBITDA,-5960000.0,-6358000.0,-6743000.0,-5493000.0,
EBIT,-7873000.0,-7270000.0,-7200000.0,-5733000.0,
Net Interest Income,-640000.0,-360000.0,-1000.0,-4000.0,
Interest Expense,651000.0,370000.0,1000.0,4000.0,
Interest Income,11000.0,10000.0,0.0,0.0,
Normalized Income,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Net Income From Continuing And Discontinued Operation,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Total Expenses,8278000.0,7443000.0,7113000.0,5683000.0,
Total Operating Income As Reported,-7884000.0,-7280000.0,-7200000.0,-5733000.0,
Diluted Average Shares,30846000.0,27666000.0,26670370.0,20745000.0,
Basic Average Shares,30846000.0,27666000.0,26670370.0,20745000.0,
Diluted EPS,-0.28,-0.28,-0.27,-0.28,
Basic EPS,-0.28,-0.28,-0.27,-0.28,
Diluted NI Availto Com Stockholders,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Net Income Common Stockholders,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Minority Interests,,,,,0.0
Net Income Including Noncontrolling Interests,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Net Income Continuous Operations,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Tax Provision,0.0,0.0,,0.0,1000.0
Pretax Income,-8524000.0,-7640000.0,-7201000.0,-5737000.0,
Net Non Operating Interest Income Expense,-640000.0,-360000.0,-1000.0,-4000.0,
Interest Expense Non Operating,651000.0,370000.0,1000.0,4000.0,
Interest Income Non Operating,11000.0,10000.0,0.0,0.0,
Operating Income,-7884000.0,-7280000.0,-6963000.0,-5627000.0,
Operating Expense,7946000.0,7275000.0,6432000.0,5167000.0,
Other Operating Expenses,4042000.0,4062000.0,3900000.0,2885000.0,
Depreciation And Amortization In Income Statement,1913000.0,912000.0,457000.0,240000.0,
Amortization,,53000.0,53000.0,53000.0,54000.0
Depreciation Income Statement,1913000.0,912000.0,404000.0,187000.0,
Selling General And Administration,,,,2885000.0,4349000.0
General And Administrative Expense,,,,2885000.0,4349000.0
Gross Profit,62000.0,-5000.0,-531000.0,-460000.0,
Cost Of Revenue,332000.0,168000.0,681000.0,516000.0,
Total Revenue,394000.0,163000.0,150000.0,56000.0,
Operating Revenue,394000.0,163000.0,150000.0,56000.0,
