,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,3341.0,106914.0,50882.0,0.0
Tax Rate For Calcs,0.013,0.206,0.206,0.0
Normalized EBITDA,22948000.0,9425000.0,-172000.0,-8643000.0
Total Unusual Items,257000.0,519000.0,247000.0,1243000.0
Total Unusual Items Excluding Goodwill,257000.0,519000.0,247000.0,1243000.0
Net Income From Continuing Operation Net Minority Interest,8049000.0,-4115000.0,-1987000.0,-17017000.0
Reconciled Depreciation,14021000.0,13103000.0,302000.0,8154000.0
Reconciled Cost Of Revenue,71768000.0,62510000.0,48625000.0,29353000.0
EBITDA,23205000.0,9944000.0,75000.0,-7400000.0
EBIT,9184000.0,-3159000.0,-227000.0,-15554000.0
Net Interest Income,908000.0,870000.0,-1259000.0,-1463000.0
Interest Expense,1239000.0,855000.0,1331000.0,1463000.0
Interest Income,2147000.0,1725000.0,72000.0,175000.0
Normalized Income,7795341.0,-4527086.0,-2183118.0,-18260000.0
Net Income From Continuing And Discontinued Operation,8049000.0,-4115000.0,-1987000.0,-17017000.0
Total Expenses,156143000.0,154279000.0,120285000.0,118045000.0
Total Operating Income As Reported,6282000.0,-4898000.0,-1633000.0,-15540000.0
Diluted Average Shares,43986000.0,43986000.0,40320000.0,36993478.0
Basic Average Shares,43986000.0,43986000.0,40320000.0,36993478.0
Diluted EPS,0.18,-0.09,-0.05,-0.46
Basic EPS,0.18,-0.09,-0.05,-0.46
Diluted NI Availto Com Stockholders,8049000.0,-4115000.0,-1987000.0,-17017000.0
Net Income Common Stockholders,8049000.0,-4115000.0,-1987000.0,-17017000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,8049000.0,-4115000.0,-1987000.0,-17017000.0
Net Income Including Noncontrolling Interests,8049000.0,-4115000.0,-1987000.0,-17017000.0
Net Income Continuous Operations,8049000.0,-4115000.0,-1987000.0,-17017000.0
Tax Provision,-104000.0,101000.0,429000.0,0.0
Pretax Income,7945000.0,-4014000.0,-1558000.0,-17017000.0
Special Income Charges,257000.0,519000.0,247000.0,1243000.0
Other Special Charges,-257000.0,-519000.0,-247000.0,-1243000.0
Net Non Operating Interest Income Expense,908000.0,870000.0,-1259000.0,-1463000.0
Interest Expense Non Operating,1239000.0,855000.0,1331000.0,1463000.0
Interest Income Non Operating,2147000.0,1725000.0,72000.0,175000.0
Operating Income,6024000.0,-5417000.0,-1878000.0,-16783000.0
Operating Expense,84375000.0,91769000.0,71660000.0,88692000.0
Depreciation And Amortization In Income Statement,1139000.0,859000.0,302000.0,59000.0
Depreciation Income Statement,1139000.0,859000.0,302000.0,59000.0
Research And Development,28954000.0,36446000.0,25631000.0,47692000.0
Selling General And Administration,14774000.0,14024000.0,11117000.0,10099000.0
Selling And Marketing Expense,11173000.0,10608000.0,6011000.0,8091000.0
General And Administrative Expense,3601000.0,3416000.0,5106000.0,2008000.0
Gross Profit,90399000.0,86352000.0,69782000.0,71909000.0
Cost Of Revenue,71768000.0,62510000.0,48625000.0,29353000.0
Total Revenue,162167000.0,148862000.0,118407000.0,101262000.0
Operating Revenue,162167000.0,148862000.0,118407000.0,101262000.0
