,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,1066.622354,2758.233452,0.0,
Tax Rate For Calcs,0.008065,0.007729,0.011122,0.0,
Normalized EBITDA,-57077000.0,-77430000.0,-61170000.0,-43647000.0,
Total Unusual Items,0.0,138000.0,248000.0,77000.0,
Total Unusual Items Excluding Goodwill,0.0,138000.0,248000.0,77000.0,
Net Income From Continuing Operation Net Minority Interest,-97903000.0,-116441000.0,-109896000.0,-71830000.0,
Reconciled Depreciation,29547000.0,29646000.0,30250000.0,18688000.0,
Reconciled Cost Of Revenue,118975000.0,150703000.0,116242000.0,74228000.0,
EBITDA,-57077000.0,-77292000.0,-60922000.0,-43570000.0,
EBIT,-86625000.0,-106938000.0,-91172000.0,-62258000.0,
Net Interest Income,-12074000.0,-10410000.0,-19960000.0,-9572000.0,
Interest Expense,12074000.0,10410000.0,19960000.0,9572000.0,
Normalized Income,-97903000.0,-116577933.377646,-110141241.766548,-71907000.0,
Net Income From Continuing And Discontinued Operation,-97903000.0,-116441000.0,-109896000.0,-71830000.0,
Total Expenses,255957000.0,300660000.0,251199000.0,162130000.0,
Total Operating Income As Reported,-82203000.0,-107653000.0,-91172000.0,-62258000.0,
Diluted Average Shares,693040491.0,310415893.0,258443690.0,201769663.0,
Basic Average Shares,693040491.0,310415893.0,258443690.0,201769663.0,
Diluted EPS,-0.29,-0.38,-0.425222,-0.356,
Basic EPS,-0.29,-0.38,-0.425222,-0.356,
Diluted NI Availto Com Stockholders,-97903000.0,-116441000.0,-109896000.0,-71830000.0,
Net Income Common Stockholders,-97903000.0,-116441000.0,-109896000.0,-71830000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-97903000.0,-116441000.0,-109896000.0,-71830000.0,
Net Income Including Noncontrolling Interests,-97903000.0,-116441000.0,-109896000.0,-71830000.0,
Net Income Continuous Operations,-97903000.0,-116441000.0,-109896000.0,-71830000.0,
Tax Provision,-796000.0,-907000.0,-1236000.0,,
Pretax Income,-98699000.0,-117348000.0,-111132000.0,-71830000.0,
Special Income Charges,0.0,138000.0,248000.0,77000.0,
Other Special Charges,,-138000.0,-248000.0,-77000.0,
Net Non Operating Interest Income Expense,-12074000.0,-10410000.0,-19960000.0,-9572000.0,
Interest Expense Non Operating,12074000.0,10410000.0,19960000.0,9572000.0,
Operating Income,-82203000.0,-111070000.0,-102783000.0,-62335000.0,
Operating Expense,136982000.0,149957000.0,134957000.0,87902000.0,
Other Operating Expenses,58471000.0,71842000.0,54881000.0,40143000.0,
Depreciation And Amortization In Income Statement,29548000.0,29646000.0,30250000.0,18688000.0,
Depreciation Income Statement,29548000.0,29646000.0,30250000.0,18688000.0,
Research And Development,0.0,-705000.0,-625000.0,-11960000.0,
Selling General And Administration,,,52101000.0,38352000.0,73326000.0
General And Administrative Expense,,,52101000.0,38352000.0,73326000.0
Gross Profit,54779000.0,38887000.0,32174000.0,25567000.0,
Cost Of Revenue,118975000.0,150703000.0,116242000.0,74228000.0,
Total Revenue,173754000.0,189590000.0,148416000.0,99795000.0,
Operating Revenue,173754000.0,189590000.0,148416000.0,99795000.0,
