,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-1894000.0,-5595000.0,-11219000.0,-12760886.0,
Total Unusual Items,-620000.0,-4678000.0,-4600000.0,,
Total Unusual Items Excluding Goodwill,-620000.0,-4678000.0,-4600000.0,,
Net Income From Continuing Operation Net Minority Interest,-5814000.0,-13719000.0,-19127000.0,-15649345.0,
Reconciled Depreciation,3297000.0,3444000.0,3308000.0,2874965.0,
Reconciled Cost Of Revenue,442000.0,777000.0,-203000.0,-700422.0,
EBITDA,-2514000.0,-10273000.0,-15819000.0,-12760886.0,
EBIT,-5811000.0,-13717000.0,-19127000.0,-15635851.0,
Net Interest Income,11000.0,6000.0,31000.0,-13494.0,
Interest Expense,2000.0,2000.0,2000.0,13494.0,
Interest Income,13000.0,8000.0,33000.0,0.0,
Normalized Income,-5194000.0,-9041000.0,-14527000.0,-15649345.0,
Net Income From Continuing And Discontinued Operation,-5814000.0,-13719000.0,-19127000.0,-15649345.0,
Total Expenses,8593000.0,11990000.0,17661000.0,17159269.0,
Total Operating Income As Reported,-5824000.0,-13725000.0,-19158000.0,-15635851.0,
Diluted Average Shares,152871902.0,97815396.0,43555203.0,43555203.0,
Basic Average Shares,152871902.0,97815396.0,43555203.0,43555203.0,
Diluted EPS,-0.038032,-0.140254,-0.439144,-0.359299,
Basic EPS,-0.038032,-0.140254,-0.439144,-0.359299,
Diluted NI Availto Com Stockholders,-5814000.0,-13719000.0,-19127000.0,-15649345.0,
Net Income Common Stockholders,-5814000.0,-13719000.0,-19127000.0,-15649345.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-5814000.0,-13719000.0,-19127000.0,-15649345.0,
Net Income Including Noncontrolling Interests,-5813000.0,-13719000.0,-19129000.0,-15649345.0,
Net Income Continuous Operations,-5813000.0,-13719000.0,-19129000.0,-15649345.0,
Pretax Income,-5813000.0,-13719000.0,-19129000.0,-15649345.0,
Special Income Charges,-620000.0,-4678000.0,-4600000.0,,
Impairment Of Capital Assets,620000.0,4678000.0,4600000.0,,
Net Non Operating Interest Income Expense,11000.0,6000.0,31000.0,-13494.0,
Interest Expense Non Operating,2000.0,2000.0,2000.0,13494.0,
Interest Income Non Operating,13000.0,8000.0,33000.0,0.0,
Operating Income,-5235000.0,-9052000.0,-14581000.0,-15635851.0,
Operating Expense,8151000.0,11213000.0,17864000.0,17859691.0,
Other Operating Expenses,2408000.0,2824000.0,6447000.0,10538079.0,
Depreciation And Amortization In Income Statement,3297000.0,3444000.0,3308000.0,2874965.0,
Depreciation Income Statement,3297000.0,3444000.0,3308000.0,2874965.0,
Selling General And Administration,170000.0,449000.0,,10538079.0,1298669.0
General And Administrative Expense,170000.0,449000.0,,10538079.0,1298669.0
Gross Profit,2916000.0,2161000.0,3283000.0,2223840.0,
Cost Of Revenue,442000.0,777000.0,-203000.0,-700422.0,
Total Revenue,3358000.0,2938000.0,3080000.0,1523418.0,
Operating Revenue,3358000.0,2938000.0,3080000.0,1523418.0,
