,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,15381858.902576,-56441329.179647,21840000.0,6869080.779944
Tax Rate For Calcs,0.226204,0.117342,0.21,0.190808
Normalized EBITDA,1552000000.0,227000000.0,1190000000.0,2997000000.0
Total Unusual Items,68000000.0,-481000000.0,104000000.0,36000000.0
Total Unusual Items Excluding Goodwill,68000000.0,-481000000.0,104000000.0,36000000.0
Net Income From Continuing Operation Net Minority Interest,691000000.0,-850000000.0,830000000.0,2306000000.0
Reconciled Depreciation,7000000.0,7000000.0,0.0,0.0
Reconciled Cost Of Revenue,799000000.0,793000000.0,740000000.0,678000000.0
EBITDA,1620000000.0,-254000000.0,1294000000.0,3033000000.0
EBIT,1613000000.0,-261000000.0,1294000000.0,3033000000.0
Net Interest Income,-752000000.0,-719000000.0,-274000000.0,-184000000.0
Interest Expense,720000000.0,702000000.0,249000000.0,161000000.0
Interest Income,11000000.0,8000000.0,4000000.0,5000000.0
Normalized Income,638381858.902576,-425441329.179647,747840000.0,2276869080.779944
Net Income From Continuing And Discontinued Operation,691000000.0,-850000000.0,830000000.0,2306000000.0
Total Expenses,884000000.0,882000000.0,830000000.0,749000000.0
Total Operating Income As Reported,1728000000.0,1711000000.0,1469000000.0,1289000000.0
Diluted Average Shares,141430947.0,141430947.0,141427602.0,134668778.0
Basic Average Shares,141430947.0,141430947.0,141427602.0,134668778.0
Diluted EPS,4.88,-6.01,5.87,17.08
Basic EPS,4.88,-6.01,5.87,17.08
Diluted NI Availto Com Stockholders,691000000.0,-850000000.0,830000000.0,2306000000.0
Net Income Common Stockholders,691000000.0,-850000000.0,830000000.0,2306000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,691000000.0,-850000000.0,830000000.0,2306000000.0
Minority Interests,0.0,0.0,0.0,-17000000.0
Net Income Including Noncontrolling Interests,691000000.0,-850000000.0,830000000.0,2324000000.0
Net Income Continuous Operations,691000000.0,-850000000.0,830000000.0,2324000000.0
Tax Provision,202000000.0,-113000000.0,215000000.0,548000000.0
Pretax Income,893000000.0,-963000000.0,1045000000.0,2872000000.0
Net Non Operating Interest Income Expense,-752000000.0,-719000000.0,-274000000.0,-184000000.0
Total Other Finance Cost,43000000.0,25000000.0,29000000.0,28000000.0
Interest Expense Non Operating,720000000.0,702000000.0,249000000.0,161000000.0
Interest Income Non Operating,11000000.0,8000000.0,4000000.0,5000000.0
Operating Income,1643000000.0,1622000000.0,1378000000.0,1214000000.0
Operating Expense,85000000.0,89000000.0,90000000.0,71000000.0
Selling General And Administration,85000000.0,89000000.0,90000000.0,75000000.0
General And Administrative Expense,85000000.0,89000000.0,90000000.0,75000000.0
Gross Profit,1728000000.0,1711000000.0,1468000000.0,1285000000.0
Cost Of Revenue,799000000.0,793000000.0,740000000.0,678000000.0
Total Revenue,2527000000.0,2504000000.0,2208000000.0,1963000000.0
Operating Revenue,2527000000.0,2504000000.0,2208000000.0,1963000000.0
