,2025-04-30,2024-04-30,2023-04-30,2022-04-30,2021-04-30
Tax Effect Of Unusual Items,0.0,0.0,140.233104,233192.0,
Tax Rate For Calcs,0.206,0.206,0.00169,0.206,
Normalized EBITDA,-76223000.0,-114418000.0,-102268000.0,-54606000.0,
Total Unusual Items,,0.0,83000.0,1132000.0,1170000.0
Total Unusual Items Excluding Goodwill,,0.0,83000.0,1132000.0,1170000.0
Net Income From Continuing Operation Net Minority Interest,-87624000.0,-124823000.0,-110492000.0,-60003000.0,
Reconciled Depreciation,8843000.0,9429000.0,8214000.0,6439000.0,
Reconciled Cost Of Revenue,535000.0,413000.0,-1233000.0,-2621000.0,
EBITDA,-76223000.0,-114418000.0,-102185000.0,-53474000.0,
EBIT,-85066000.0,-123847000.0,-110399000.0,-59913000.0,
Net Interest Income,-143000.0,870000.0,-10000.0,-78000.0,
Interest Expense,917000.0,289000.0,281000.0,78000.0,
Interest Income,774000.0,1159000.0,271000.0,0.0,
Normalized Income,-87624000.0,-124823000.0,-110574859.766896,-60901808.0,
Net Income From Continuing And Discontinued Operation,-87624000.0,-124823000.0,-110492000.0,-60003000.0,
Total Expenses,96800000.0,134920000.0,114308000.0,63344000.0,
Total Operating Income As Reported,-85839000.0,-126845000.0,-110457000.0,-60101000.0,
Diluted Average Shares,,58408099.0,34828207.0,28756282.0,29421287.0
Basic Average Shares,,58408099.0,34828207.0,28756282.0,28720909.0
Diluted EPS,,-2.14,-3.17,-2.087774,-1.375358
Basic EPS,,-2.14,-3.17,-2.087774,-1.375358
Diluted NI Availto Com Stockholders,-87624000.0,-124823000.0,-110492000.0,-60003000.0,
Net Income Common Stockholders,-87624000.0,-124823000.0,-110492000.0,-60003000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-87624000.0,-124823000.0,-110492000.0,-60003000.0,
Net Income Including Noncontrolling Interests,-87624000.0,-124823000.0,-110492000.0,-60003000.0,
Net Income Continuous Operations,-87624000.0,-124823000.0,-110492000.0,-60003000.0,
Tax Provision,1641000.0,687000.0,-187000.0,12000.0,
Pretax Income,-85983000.0,-124136000.0,-110680000.0,-59991000.0,
Other Non Operating Income Expenses,2341000.0,,,,
Special Income Charges,,0.0,83000.0,51000.0,1000.0
Other Special Charges,,,-83000.0,-51000.0,-1000.0
Net Non Operating Interest Income Expense,-143000.0,870000.0,-10000.0,-78000.0,
Total Other Finance Cost,,285000.0,281000.0,77000.0,
Interest Expense Non Operating,917000.0,289000.0,281000.0,78000.0,
Interest Income Non Operating,774000.0,1159000.0,271000.0,0.0,
Operating Income,-88181000.0,-127630000.0,-110924000.0,-61299000.0,
Operating Expense,96265000.0,134507000.0,115541000.0,65965000.0,
Other Operating Expenses,30123000.0,39308000.0,40144000.0,17529000.0,
Depreciation And Amortization In Income Statement,8843000.0,9429000.0,8214000.0,6439000.0,
Depreciation Income Statement,8843000.0,9429000.0,8214000.0,6439000.0,
Selling General And Administration,,,,,370000.0
General And Administrative Expense,,,,,370000.0
Gross Profit,8084000.0,6877000.0,4617000.0,4666000.0,
Cost Of Revenue,535000.0,413000.0,-1233000.0,-2621000.0,
Total Revenue,8619000.0,7290000.0,3384000.0,2045000.0,
Operating Revenue,8619000.0,7290000.0,3384000.0,2045000.0,
