,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-2109548.0,-281280.0,0.0,0.0
Tax Rate For Calcs,0.196,0.192,0.224,0.241
Normalized EBITDA,102976000.0,113745000.0,69695000.0,134434000.0
Total Unusual Items,-10763000.0,-1465000.0,0.0,
Total Unusual Items Excluding Goodwill,-10763000.0,-1465000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,17093000.0,36913000.0,8759000.0,50435000.0
Reconciled Depreciation,69011000.0,64299000.0,56695000.0,65787000.0
Reconciled Cost Of Revenue,234821000.0,229419000.0,228410000.0,195761000.0
EBITDA,92213000.0,112280000.0,69695000.0,134434000.0
EBIT,23202000.0,47981000.0,13000000.0,67838000.0
Net Interest Income,-280000.0,-2063000.0,-2260000.0,-1914000.0
Interest Expense,1940000.0,2321000.0,1714000.0,1385000.0
Interest Income,2173000.0,712000.0,93000.0,1000.0
Normalized Income,25746452.0,38096720.0,8759000.0,50435000.0
Net Income From Continuing And Discontinued Operation,17093000.0,36913000.0,8759000.0,50435000.0
Total Expenses,493620000.0,474847000.0,469380000.0,404687000.0
Total Operating Income As Reported,24562000.0,48845000.0,15719000.0,68517000.0
Diluted Average Shares,54241000.0,54218000.0,54138643.0,53874650.0
Basic Average Shares,54241000.0,54218000.0,54112000.0,53616828.0
Diluted EPS,0.32,0.68,0.16,0.94
Basic EPS,0.32,0.68,0.16,0.94
Diluted NI Availto Com Stockholders,17093000.0,36913000.0,8759000.0,50435000.0
Net Income Common Stockholders,17093000.0,36913000.0,8759000.0,50435000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,17093000.0,36913000.0,8759000.0,50435000.0
Net Income Including Noncontrolling Interests,17093000.0,36913000.0,8759000.0,50435000.0
Net Income Continuous Operations,17093000.0,36913000.0,8759000.0,50435000.0
Tax Provision,4169000.0,8748000.0,2526000.0,16017000.0
Pretax Income,21262000.0,45660000.0,11286000.0,66453000.0
Special Income Charges,-10763000.0,-1465000.0,0.0,
Other Special Charges,10763000.0,1465000.0,,
Net Non Operating Interest Income Expense,-280000.0,-2063000.0,-2260000.0,-1914000.0
Total Other Finance Cost,513000.0,454000.0,639000.0,530000.0
Interest Expense Non Operating,1940000.0,2321000.0,1714000.0,1385000.0
Interest Income Non Operating,2173000.0,712000.0,93000.0,1000.0
Operating Income,35325000.0,50310000.0,15718000.0,68517000.0
Operating Expense,258799000.0,245428000.0,240970000.0,208926000.0
Other Operating Expenses,128538000.0,119210000.0,116984000.0,91414000.0
Depreciation And Amortization In Income Statement,69011000.0,64299000.0,56695000.0,66596000.0
Depreciation Income Statement,69011000.0,64299000.0,56695000.0,66596000.0
Selling General And Administration,61250000.0,61919000.0,67291000.0,50916000.0
Selling And Marketing Expense,61250000.0,61919000.0,67291000.0,50916000.0
Gross Profit,294124000.0,295738000.0,256688000.0,277443000.0
Cost Of Revenue,234821000.0,229419000.0,228410000.0,195761000.0
Total Revenue,528945000.0,525157000.0,485098000.0,473204000.0
Operating Revenue,528945000.0,525157000.0,485098000.0,473204000.0
