,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Tax Effect Of Unusual Items,-11143.811584,0.0,0.0,0.0
Tax Rate For Calcs,0.031402,0.010741,0.005722,0.091177
Normalized EBITDA,-4972789.0,-14216275.0,-14095887.0,-5952862.0
Total Unusual Items,-354879.0,0.0,,
Total Unusual Items Excluding Goodwill,-354879.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-8683501.0,-17324932.0,-18483543.0,-9781271.0
Reconciled Depreciation,1026134.0,1910529.0,3050931.0,3883682.0
Reconciled Cost Of Revenue,27423370.0,23459473.0,17785575.0,12114934.0
EBITDA,-5327668.0,-14216275.0,-14095887.0,-5952862.0
EBIT,-6353802.0,-16126804.0,-17146818.0,-9836544.0
Net Interest Income,-2146005.0,-1243383.0,-1043422.0,-892297.0
Interest Expense,2611216.0,1386244.0,1443095.0,926023.0
Interest Income,465211.0,142861.0,399673.0,33726.0
Normalized Income,-8339765.811584,-17324932.0,-18483543.0,-9781271.0
Net Income From Continuing And Discontinued Operation,-8683501.0,-17324932.0,-18483543.0,-9781271.0
Total Expenses,46555806.0,43157619.0,35773169.0,24461632.0
Total Operating Income As Reported,-6464134.0,-16269665.0,-17546491.0,-9870270.0
Diluted Average Shares,,9499998.0,9499998.0,9499998.0
Basic Average Shares,,9499998.0,9499998.0,9499998.0
Diluted EPS,,-1.823677,-1.945637,-1.029608
Basic EPS,,-1.823677,-1.945637,-1.029608
Diluted NI Availto Com Stockholders,-8683501.0,-17324932.0,-18483543.0,-9781271.0
Net Income Common Stockholders,-8683501.0,-17324932.0,-18483543.0,-9781271.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-8683501.0,-17324932.0,-18483543.0,-9781271.0
Net Income Including Noncontrolling Interests,-8683501.0,-17324932.0,-18483543.0,-9781271.0
Net Income Continuous Operations,-8683501.0,-17324932.0,-18483543.0,-9781271.0
Tax Provision,-281517.0,-188116.0,-106370.0,-981296.0
Pretax Income,-8965018.0,-17513048.0,-18589913.0,-10762567.0
Special Income Charges,-354879.0,0.0,,
Write Off,354879.0,0.0,,
Net Non Operating Interest Income Expense,-2146005.0,-1243383.0,-1043422.0,-892297.0
Interest Expense Non Operating,2611216.0,1386244.0,1443095.0,926023.0
Interest Income Non Operating,465211.0,142861.0,399673.0,33726.0
Operating Income,-6464134.0,-16269664.0,-17546491.0,-9870271.0
Operating Expense,19132436.0,19698146.0,17987594.0,12346698.0
Depreciation And Amortization In Income Statement,1026134.0,1910529.0,3050931.0,3883682.0
Depreciation Income Statement,1026134.0,1910529.0,3050931.0,3883682.0
Gross Profit,12668302.0,3428482.0,441103.0,2476427.0
Cost Of Revenue,27423370.0,23459473.0,17785575.0,12114934.0
Total Revenue,40091672.0,26887955.0,18226678.0,14591361.0
Operating Revenue,40091672.0,26887955.0,18226678.0,14591361.0
