,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0
Normalized EBITDA,-9239991.0,-1823510.0,-1662723.0,-3133260.0
Total Unusual Items,-812929.0,-2377.0,-1451.0,-4736.0
Total Unusual Items Excluding Goodwill,-812929.0,-2377.0,-1451.0,-4736.0
Net Income From Continuing Operation Net Minority Interest,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Reconciled Cost Of Revenue,448432.0,0.0,,
EBITDA,-10052920.0,-1825887.0,-1664174.0,-3137996.0
EBIT,-10052920.0,-1825887.0,-1664174.0,-3137996.0
Net Interest Income,1534.0,738.0,0.0,0.0
Interest Income,1534.0,738.0,0.0,0.0
Normalized Income,-10051386.0,-1825149.0,-1664174.0,-3137996.0
Net Income From Continuing And Discontinued Operation,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Total Expenses,10052920.0,1825887.0,1664174.0,3137996.0
Diluted Average Shares,199750266.0,137699884.0,133094270.0,129215175.0
Basic Average Shares,199750266.0,137699884.0,133094270.0,129215175.0
Diluted EPS,-0.05,-0.01,-0.01,-0.02
Basic EPS,-0.05,-0.01,-0.01,-0.02
Diluted NI Availto Com Stockholders,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Net Income Common Stockholders,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Net Income,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Net Income Including Noncontrolling Interests,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Net Income Continuous Operations,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Pretax Income,-10864315.0,-1827526.0,-1665625.0,-3142732.0
Other Income Expense,-812929.0,-2377.0,-1451.0,-4736.0
Special Income Charges,-844217.0,0.0,,
Impairment Of Capital Assets,844217.0,0.0,,
Gain On Sale Of Security,31288.0,-2377.0,-1451.0,-4736.0
Net Non Operating Interest Income Expense,1534.0,738.0,0.0,0.0
Interest Income Non Operating,1534.0,738.0,0.0,0.0
Operating Income,-10052920.0,-1825887.0,-1664174.0,-3137996.0
Operating Expense,9604488.0,1825887.0,1664174.0,3137996.0
Other Operating Expenses,4387900.0,1065440.0,1225141.0,1296745.0
Selling General And Administration,5216588.0,760447.0,439033.0,1841251.0
General And Administrative Expense,5216588.0,760447.0,439033.0,1841251.0
Other Gand A,2469337.0,466623.0,439033.0,637282.0
Salaries And Wages,2747251.0,293824.0,0.0,1203969.0
Gross Profit,-448432.0,0.0,,
Cost Of Revenue,448432.0,0.0,,
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
