,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-900000.0,-4102564.102564,239130.434783,-1557989.690722,
Tax Rate For Calcs,0.18,0.205128,0.23913,0.251289,
Normalized EBITDA,175000000.0,217000000.0,146000000.0,153700000.0,
Total Unusual Items,-5000000.0,1000000.0,1000000.0,-6200000.0,
Total Unusual Items Excluding Goodwill,-5000000.0,-20000000.0,1000000.0,-6200000.0,
Net Income From Continuing Operation Net Minority Interest,41000000.0,62000000.0,71000000.0,58100000.0,
Reconciled Depreciation,92000000.0,115000000.0,43000000.0,64300000.0,
Reconciled Cost Of Revenue,674000000.0,791000000.0,807000000.0,586500000.0,
EBITDA,170000000.0,218000000.0,147000000.0,147500000.0,
EBIT,78000000.0,103000000.0,104000000.0,83200000.0,
Net Interest Income,-25000000.0,-23000000.0,-8000000.0,-3800000.0,
Interest Expense,28000000.0,25000000.0,12000000.0,5600000.0,
Interest Income,3000000.0,2000000.0,4000000.0,1800000.0,
Normalized Income,45100000.0,98897435.897436,70239130.434783,62742010.309278,
Net Income From Continuing And Discontinued Operation,41000000.0,62000000.0,71000000.0,58100000.0,
Total Expenses,975000000.0,1070000000.0,1069000000.0,789600000.0,
Rent Expense Supplemental,1000000.0,1000000.0,1000000.0,500000.0,
Total Operating Income As Reported,70000000.0,99000000.0,102000000.0,69600000.0,
Diluted Average Shares,27702703.0,27679136.0,27679136.0,27329136.0,
Basic Average Shares,27300000.0,27329136.0,27329136.0,27329136.0,
Diluted EPS,1.48,2.24,2.57,2.12,
Basic EPS,1.5,2.27,2.6,2.12,
Diluted NI Availto Com Stockholders,41000000.0,62000000.0,71000000.0,58100000.0,
Net Income Common Stockholders,41000000.0,62000000.0,71000000.0,58100000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,41000000.0,62000000.0,71000000.0,58100000.0,
Minority Interests,0.0,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,41000000.0,62000000.0,71000000.0,58100000.0,
Net Income Discontinuous Operations,,,,,0.0
Net Income Continuous Operations,41000000.0,62000000.0,70000000.0,58100000.0,
Tax Provision,9000000.0,16000000.0,22000000.0,19500000.0,
Pretax Income,50000000.0,78000000.0,92000000.0,77600000.0,
Other Non Operating Income Expenses,,,2000000.0,1800000.0,2200000.0
Special Income Charges,-5000000.0,-20000000.0,1000000.0,-6200000.0,
Other Special Charges,5000000.0,-1000000.0,-1000000.0,-600000.0,
Write Off,,,,0.0,200000.0
Restructuring And Mergern Acquisition,,0.0,0.0,6800000.0,0.0
Net Non Operating Interest Income Expense,-25000000.0,-23000000.0,-8000000.0,-3800000.0,
Interest Expense Non Operating,28000000.0,25000000.0,12000000.0,5600000.0,
Interest Income Non Operating,3000000.0,2000000.0,4000000.0,1800000.0,
Operating Income,75000000.0,118000000.0,99000000.0,73600000.0,
Operating Expense,301000000.0,279000000.0,262000000.0,203100000.0,
Other Operating Expenses,-11000000.0,1000000.0,1000000.0,4000000.0,
Research And Development,20000000.0,27000000.0,21000000.0,16500000.0,
Selling General And Administration,295000000.0,292000000.0,266000000.0,189900000.0,
Selling And Marketing Expense,215000000.0,211000000.0,167000000.0,118000000.0,
General And Administrative Expense,80000000.0,81000000.0,99000000.0,71900000.0,
Gross Profit,376000000.0,397000000.0,361000000.0,276700000.0,
Cost Of Revenue,674000000.0,791000000.0,807000000.0,586500000.0,
Total Revenue,1050000000.0,1188000000.0,1168000000.0,863200000.0,
Operating Revenue,1050000000.0,1188000000.0,1168000000.0,863200000.0,
