,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.208,0.212568,0.212,0.211,
Normalized EBITDA,22128000.0,18268000.0,12171000.0,8895000.0,
Total Unusual Items,,,,0.0,0.0
Total Unusual Items Excluding Goodwill,,,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,17439000.0,13947000.0,9486000.0,6887000.0,
Reconciled Depreciation,0.0,100000.0,106000.0,109000.0,
Reconciled Cost Of Revenue,46476000.0,41948000.0,35851000.0,33020000.0,
EBITDA,22128000.0,18268000.0,12171000.0,8895000.0,
EBIT,22125000.0,18168000.0,12065000.0,8786000.0,
Net Interest Income,492000.0,-162000.0,-15000.0,-52000.0,
Interest Expense,98000.0,456000.0,17000.0,54000.0,
Interest Income,590000.0,294000.0,2000.0,2000.0,
Normalized Income,17439000.0,13947000.0,9486000.0,6887000.0,
Net Income From Continuing And Discontinued Operation,17439000.0,13947000.0,9486000.0,6887000.0,
Total Expenses,69731000.0,60305000.0,53453000.0,47043000.0,
Total Operating Income As Reported,21535000.0,17874000.0,12064000.0,8784000.0,
Diluted Average Shares,6000000.0,6000000.0,6000000.0,5755500.0,
Basic Average Shares,6000000.0,6000000.0,6000000.0,5755500.0,
Diluted EPS,2.91,2.32,1.58,1.15,
Basic EPS,2.91,2.32,1.58,1.15,
Diluted NI Availto Com Stockholders,17439000.0,13947000.0,9486000.0,6887000.0,
Net Income Common Stockholders,17439000.0,13947000.0,9486000.0,6887000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,17439000.0,13947000.0,9486000.0,6887000.0,
Minority Interests,0.0,0.0,0.0,0.0,
Net Income Including Noncontrolling Interests,17439000.0,13947000.0,9486000.0,6887000.0,
Net Income Continuous Operations,17439000.0,13947000.0,9486000.0,6887000.0,
Tax Provision,4588000.0,3765000.0,2562000.0,1845000.0,
Pretax Income,22027000.0,17712000.0,12048000.0,8732000.0,
Special Income Charges,,,,0.0,0.0
Net Non Operating Interest Income Expense,492000.0,-162000.0,-15000.0,-52000.0,
Interest Expense Non Operating,98000.0,456000.0,17000.0,54000.0,
Interest Income Non Operating,590000.0,294000.0,2000.0,2000.0,
Operating Income,21534000.0,17873000.0,12064000.0,8783000.0,
Operating Expense,23255000.0,18357000.0,17602000.0,14023000.0,
Other Operating Expenses,24253000.0,19260000.0,17775000.0,14519000.0,
Depreciation And Amortization In Income Statement,3000.0,100000.0,106000.0,109000.0,
Depreciation Income Statement,3000.0,100000.0,106000.0,109000.0,
Selling General And Administration,,,,14519000.0,11144000.0
General And Administrative Expense,,,,14519000.0,11144000.0
Gross Profit,44789000.0,36230000.0,29666000.0,22806000.0,
Cost Of Revenue,46476000.0,41948000.0,35851000.0,33020000.0,
Total Revenue,91265000.0,78178000.0,65517000.0,55826000.0,
Operating Revenue,91265000.0,78178000.0,65517000.0,55826000.0,
