,2024-12-31,2023-12-31,2022-12-31,2020-09-30
Tax Effect Of Unusual Items,0.0,19569738.210966,0.0,0.0
Tax Rate For Calcs,0.206,0.342458,0.163656,0.371277
Normalized EBITDA,68828000.0,34508000.0,31703000.0,14832000.0
Total Unusual Items,90857000.0,57145000.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,57145000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-958000.0,7710000.0,21904000.0,7959000.0
Reconciled Depreciation,114270000.0,52523000.0,4816000.0,1635000.0
Reconciled Cost Of Revenue,225660000.0,204540000.0,234911000.0,8145000.0
EBITDA,159685000.0,91653000.0,31703000.0,14832000.0
EBIT,45415000.0,39130000.0,26887000.0,13197000.0
Net Interest Income,-36637000.0,-25500000.0,-698000.0,-249000.0
Interest Expense,44222000.0,27403000.0,698000.0,538000.0
Interest Income,5155000.0,1903000.0,0.0,289000.0
Normalized Income,89899000.0,-29865261.789034,21904000.0,7959000.0
Net Income From Continuing And Discontinued Operation,-958000.0,7710000.0,21904000.0,7959000.0
Total Expenses,282847000.0,293022000.0,262502000.0,17887000.0
Total Operating Income As Reported,38217000.0,37277000.0,27314000.0,12908000.0
Diluted Average Shares,,22682820.0,22445820.0,17037870.0
Basic Average Shares,,22682820.0,22389048.0,16714920.0
Diluted EPS,,0.3,1.0,0.47
Basic EPS,,0.3,1.0,0.48
Diluted NI Availto Com Stockholders,-958000.0,7710000.0,21904000.0,7959000.0
Net Income Common Stockholders,-958000.0,7710000.0,21904000.0,7959000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-958000.0,7710000.0,21904000.0,7959000.0
Net Income Including Noncontrolling Interests,-958000.0,7710000.0,21904000.0,7959000.0
Net Income Continuous Operations,-958000.0,7710000.0,21904000.0,7959000.0
Tax Provision,2151000.0,4016000.0,4286000.0,4700000.0
Pretax Income,1193000.0,11727000.0,26189000.0,12659000.0
Special Income Charges,0.0,57145000.0,0.0,
Restructuring And Mergern Acquisition,-90857000.0,-57145000.0,0.0,
Net Non Operating Interest Income Expense,-36637000.0,-25500000.0,-698000.0,-249000.0
Total Other Finance Cost,-2430000.0,,,
Interest Expense Non Operating,44222000.0,27403000.0,698000.0,538000.0
Interest Income Non Operating,5155000.0,1903000.0,0.0,289000.0
Operating Income,38217000.0,-19868000.0,27313000.0,12938000.0
Operating Expense,57187000.0,88482000.0,27591000.0,9742000.0
Other Operating Expenses,34892000.0,36995000.0,23905000.0,9349000.0
Depreciation And Amortization In Income Statement,23413000.0,52523000.0,4816000.0,1635000.0
Depreciation Income Statement,23413000.0,52523000.0,4816000.0,1635000.0
Selling General And Administration,,,,7946000.0
General And Administrative Expense,,,,7946000.0
Gross Profit,95404000.0,68614000.0,54904000.0,22680000.0
Cost Of Revenue,225660000.0,204540000.0,234911000.0,8145000.0
Total Revenue,321064000.0,273154000.0,289815000.0,30825000.0
Operating Revenue,321064000.0,273154000.0,289815000.0,30825000.0
